anio,depto,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,departamento,ocupados_remuneracion_valida,horas_mensuales_remuneracion_valida,rem_total_mensual,rem_por_trabajador,rem_por_hora,share_ocupados_remuneracion_valida
2014,18,188742.1580393684,188667.38600522344,8930008.236004498,47.332018665681105,0.0003961596864298089,8933547.347320318,464544462.06065655,38712038.50505471,Caquetá,188667.38600522344,38696702.35601949,254377175545.8993,1348283.7756540317,6573.613772190836,0.9996038403135702
2015,18,188419.35728416714,188325.23954339506,8983600.31786778,47.702582721514204,0.0004995120571934519,8988089.977182522,467380678.81349117,38948389.90112426,Caquetá,188325.23954339506,38928934.71076038,237311370103.38223,1260114.5267557167,6096.015004432855,0.9995004879428065
2016,18,202724.91575901207,202610.82700985824,9277271.709403511,45.7886276183657,0.0005627761576650903,9282495.67665396,482689775.18600595,40224147.932167165,Caquetá,202610.82700985824,40201510.74074855,278439310414.07086,1374256.8179760852,6926.090718571994,0.9994372238423349
2017,18,206916.49401315025,206885.4748160598,9619180.282809634,46.49519397803045,0.00014991166962485813,9620622.526395397,500272371.3725607,41689364.281046726,Caquetá,206885.4748160598,41683114.55884174,272520346913.70615,1317252.2003103492,6537.9074907899285,0.9998500883303751
2018,18,213114.93259362754,213075.83661347232,9756215.16976931,45.78752487766811,0.0001834502147710637,9758005.277933285,507416274.4525308,42284689.5377109,Caquetá,213075.83661347232,42276932.40233367,271200493149.70297,1272788.5876692391,6414.857411336988,0.9998165497852289
2019,18,207086.71687910456,207079.58887015155,9220647.443853691,44.52707045712488,3.442040639023425e-05,9220964.83321056,479490171.3269491,39957514.27724576,Caquetá,207079.58887015155,39956138.92336599,268136813197.3724,1294849.0706416583,6710.778879602113,0.9999655795936098
2021,18,142593.7691457844,142428.5813856376,6667350.35270786,46.81188486077409,0.0011584500580661405,6675083.103116261,347104321.3620456,28925360.1135038,Caquetá,142428.5813856376,28891851.528400723,196407634109.62567,1378990.313593275,6798.02863850926,0.9988415499419339
2022,18,150180.76345014572,149719.92604557672,7051542.450990994,47.09822291018506,0.003068551484105231,7073247.073796736,367808847.8374303,30650737.31978586,Caquetá,149719.92604557672,30556683.95429431,205783001204.19644,1374452.99793665,6734.467703105479,0.9969314485158948
2023,18,155221.94692061108,154839.46535617486,7137730.179762086,46.097615768326726,0.0024640946207938885,7155361.6679579355,372078806.73381263,31006567.227817718,Caquetá,154839.46535617486,30930164.11230237,213646422413.36337,1379793.0774426002,6907.380822088371,0.9975359053792061
2024,18,156651.94694931235,156440.18067859873,7156454.95222333,45.74563210794312,0.0013518266120378097,7166142.334136265,372639401.3750858,31053283.447923813,Caquetá,156440.18067859873,31011304.79296776,230894294264.9557,1475927.0493257772,7445.487889220132,0.9986481733879622
2025,18,153617.57973122044,153506.77030685297,7109628.37333716,46.314754451059976,0.0007213329656758916,7114760.484617602,369967545.2001153,30830628.766676277,Caquetá,153506.77030685297,30808389.617794357,240411157437.82748,1566127.3894125754,7803.43148150043,0.9992786670343241
2010,19,482915.1096216211,482631.8723252806,19639465.643271714,40.692434067088,0.0005865157057570736,19650991.258278392,1021851545.4304764,85154295.4525397,Cauca,482631.8723252806,85104351.1208441,433411683079.585,898017.1180809987,5092.708861197487,0.9994134842942429
2011,19,488992.89351547667,488933.15434540453,19970273.3859267,40.8445882805051,0.00012216776739359947,19972713.407732517,1038581097.2020909,86548424.7668409,Cauca,488933.15434540453,86537851.33901569,464803049674.2102,950647.4362461668,5371.09533553502,0.9998778322326064
2012,19,497557.1407939269,497376.5358022742,20073025.220729034,40.357804954250625,0.00036298341807439183,20080314.04175592,1044176330.1713078,87014694.18094231,Cauca,497376.5358022742,86983109.28982581,475660643335.9481,956339.1296067112,5468.425389934698,0.9996370165819256
2013,19,498471.5495433232,498394.98953592294,20120626.833376,40.37084492384481,0.00015358952275290605,20123717.625562124,1046433316.5292305,87202776.37743588,Cauca,498394.98953592294,87189382.94462934,495826718172.6839,994846.915765284,5686.778612569888,0.9998464104772471
2014,19,510662.2042522689,510628.5640182909,20137845.074194103,39.437365030509255,6.587570745963944e-05,20139171.756381202,1047236931.3318225,87269744.27765188,Cauca,510628.5640182909,87263995.32150778,529839936778.8745,1037622.9888304789,6071.690103424429,0.9999341242925404
2015,19,518882.58847436414,518861.24966050364,20373529.894039344,39.26585365041224,4.1124551747317994e-05,20374367.780781463,1059467124.600636,88288927.050053,Cauca,518861.24966050364,88285296.20750381,508264562625.16376,979577.03135034,5757.06923416273,0.9999588754482527
2016,19,536745.5522223647,536735.0494183428,20636135.083864003,38.44752658919384,1.956756600673959e-05,20636538.8907009,1073100022.3164468,89425001.8597039,Cauca,536735.0494183428,89423252.03007734,515574403456.89545,960575.2484687202,5765.551931431469,0.9999804324339933
2017,19,548289.2133049099,548038.7056579316,20965730.33878903,38.255929959580584,0.0004568896139106604,20975313.74178617,1090716314.572881,90893026.21440674,Cauca,548038.7056579316,90851498.13475247,527032985202.3618,961671.1005286534,5801.03791376844,0.9995431103860893
2018,19,570582.5931866079,570497.9238137626,22189561.49223731,38.895078432364336,0.00014839108983755178,22192854.714134946,1154028445.1350172,96169037.09458476,Cauca,570497.9238137626,96154766.46636167,549152250340.90137,962584.134697343,5711.128740903491,0.9998516089101624
2019,19,555847.7722853567,555443.2658411845,21648831.98204997,38.975775409328534,0.00072772882134442,21664597.93436965,1126559092.5872219,93879924.38226849,Cauca,555443.2658411845,93811605.25554988,565358211433.4819,1017850.5100377477,6026.527420497748,0.9992722711786556
2021,19,514765.261823874,514504.7537175401,21248141.796158116,41.29824193582323,0.0005060716517872876,21258900.32295974,1105462816.7939065,92121901.3994922,Cauca,514504.7537175401,92075281.11668517,587895929939.9083,1142644.3112373254,6384.948520492482,0.9994939283482127
2022,19,593729.7026402155,593328.1721200943,23723439.41041215,39.98367265394292,0.0006762850474477666,23739494.075289246,1234453691.9150407,102871140.99292006,Cauca,593328.1721200943,102801570.77845265,653255515752.1584,1101002.0195365583,6354.52854275921,0.9993237149525522
2023,19,639628.0630046007,639531.0857444224,24858048.38173567,38.869179209327385,0.00015161508036831695,24861817.80824077,1292814526.02852,107734543.83571,Cauca,639531.0857444224,107718209.6541879,624931672963.3657,977171.691718374,5801.541586790284,0.9998483849196317
2024,19,653618.4184819818,653264.1590091127,24448250.305248104,37.424753781581735,0.0005419973838740599,24461508.378795024,1271998435.6973412,105999869.6414451,Cauca,653264.1590091127,105942417.98940845,693143531704.7666,1061046.319694232,6542.644059474491,0.9994580026161259
2025,19,627653.8564868355,627612.2480031489,24349411.71078077,38.79690332407056,6.629208640485107e-05,24351025.991099816,1266253351.5371904,105521112.6280992,Cauca,627612.2480031489,105514117.41338333,723315577268.9891,1152487.9885157372,6855.154504445907,0.9999337079135951
2010,20,353503.7225172694,352512.5327555521,17340979.16738229,49.192518154829116,0.0028039019070551507,17389738.287730448,904266390.9619833,75355532.58016528,Cesar,352512.5327555521,75144243.05865659,435997252983.7454,1236827.6656027017,5802.137798412738,0.9971960980929448
2011,20,371646.07300841936,371434.9856247368,18311221.181019355,49.298590304358946,0.0005679795886818217,18321627.49146594,952724629.5562289,79393719.12968574,Cesar,371434.9856247368,79348625.11775054,468788793622.1199,1262101.8799121422,5907.963659439013,0.9994320204113182
2012,20,384693.74924318935,384132.6425358314,18557571.993980117,48.31032289126299,0.001458580256273545,18584679.240189034,966403320.4898298,80533610.04081915,Cesar,384132.6425358314,80416145.30724718,504801952884.73584,1314134.4863386573,6277.370681671341,0.9985414197437265
2013,20,377634.64872438216,377270.7235627087,18613877.262225956,49.33824996132258,0.0009636964269639225,18631832.692819815,968855300.0266304,80737941.66888587,Cesar,377270.7235627087,80660134.80297913,495396651620.5228,1313106.5324717136,6141.778126587333,0.9990363035730361
2014,20,375681.4254301906,375421.95952125196,17957624.11009072,47.83317452444913,0.000690654079161579,17970035.188196126,934441829.7861986,77870152.48218322,Cesar,375421.95952125196,77816371.14372647,478187398599.69574,1273733.1593748352,6145.074507734187,0.9993093459208384
2015,20,390228.7216468001,390201.4541065588,18652368.69722097,47.80189438281093,6.987579009110068e-05,18653672.137299664,969990951.1395825,80832579.26163188,Cesar,390201.4541065588,80826931.02129085,494514883273.6559,1267332.2409982882,6118.194480790002,0.9999301242099089
2016,20,392542.4653051769,392133.4165080425,18285894.30246745,46.63181849000215,0.001042049799163558,18304968.991728976,951858387.5699067,79321532.29749222,Cesar,392133.4165080425,79238875.31069228,508818842260.9387,1297565.6264951422,6421.32842327559,0.9989579502008364
2017,20,416587.6666263348,416238.26613565156,18665583.86263439,44.843507628275816,0.0008387201990706084,18681252.206203666,971425114.7225906,80952092.89354922,Cesar,416238.26613565156,80884196.73808236,514349336354.9555,1235708.9153050855,6359.083196690592,0.9991612798009294
2018,20,389292.3896747871,388948.9531631219,17445551.17776386,44.853061143083586,0.0008822071038998569,17460955.35662035,907969678.5442581,75664139.87868817,Cesar,388948.9531631219,75597388.43697673,487295462903.1672,1252851.9718082377,6445.929852582285,0.9991177928961001
2019,20,438458.24496114114,438143.165915997,20475649.574220277,46.73278317924505,0.0007186067288392772,20490374.09492132,1065499452.9359087,88791621.0779924,Cesar,438143.165915997,88727814.8216212,548287937084.0696,1251389.91027693,6179.436946422609,0.9992813932711607
2021,20,416789.94119099126,416552.9103810342,18527623.508406464,44.478439705195335,0.0005687056872816232,18538166.268995415,963984645.9877616,80332053.83231346,Cesar,416552.9103810342,80286368.536428,527057170925.1527,1265282.6514716623,6564.715536810128,0.9994312943127184
2022,20,448083.5718313853,447785.2344722748,20791733.224660873,46.43237789911588,0.0006658074026039129,20805585.737660516,1081890458.358347,90157538.19652891,Cesar,447785.2344722748,90097510.64019711,552273547994.522,1233344.7051807975,6129.731488365057,0.9993341925973961
2023,20,471891.1698380464,471669.2884043919,21463405.833440483,45.50520112523957,0.0004701961974212798,21473502.59270489,1116622134.8206542,93051844.56838785,Cesar,471669.2884043919,93008091.94490874,569245540836.0217,1206874.2969501368,6120.387258059241,0.9995298038025787
2024,20,466649.8886965541,466630.1892954098,21112485.259486895,45.24457642006785,4.2214520182048965e-05,21113376.5505474,1097895580.6284647,91491298.3857054,Cesar,466630.1892954098,91487436.1244432,588359660384.6432,1260869.2576728466,6431.04327007638,0.999957785479818
2025,20,515871.15542724985,515786.4986992869,23000169.52012268,44.59242259757599,0.0001641044029547789,23003944.56871173,1196205117.57301,99683759.79775083,Cesar,515786.4986992869,99667401.25386494,711393684010.5676,1379240.6078960267,7137.676663190623,0.9998358955970452
2010,27,199424.21845789676,199228.9157725066,9498989.522652963,47.67876934841913,0.0009793328358029818,9508301.314342808,494431668.345826,41202639.02881884,Chocó,199228.9157725066,41162287.93149617,198688174491.43988,997285.8293236702,4826.946811656928,0.999020667164197
2011,27,213435.00782216116,213143.9791829151,10051596.692781538,47.1587174609117,0.0013635468811590279,10065321.230152778,523396703.9679445,43616391.997328706,Chocó,213143.9791829151,43556919.00205332,210872380889.57977,989342.4233607561,4841.306174103798,0.998636453118841
2012,27,199817.13312273816,198230.74462797857,8735008.39953233,44.064851877166674,0.007939201558783027,8804912.373573551,457855443.42582464,38154620.28548539,Chocó,198230.74462797857,37851703.06464009,222131572643.37436,1120570.7422440988,5868.469703041787,0.992060798441217
2013,27,187067.64200738654,186533.37662807156,8621047.459102452,46.21718437173813,0.0028560010356781795,8645739.700641688,449578464.4333678,37464872.036113985,Chocó,186533.37662807156,37357872.32277729,214580385904.144,1150359.1999623494,5743.913466220431,0.9971439989643218
2014,27,147373.91591592142,147314.3950380726,6114349.293357138,41.50544345497884,0.00040387661194241087,6116819.733787082,318074626.1569283,26506218.84641069,Chocó,147314.3950380726,26495513.604547597,152197274120.75198,1033145.9738297634,5744.2658554325735,0.9995961233880576
2015,27,148479.09775274008,148329.40364094122,6700393.661126352,45.17238994195578,0.001008183064582946,6707155.701916545,348772096.4996603,29064341.37497169,Chocó,148329.40364094122,29035039.19821419,158565352139.93243,1069008.2225623264,5461.172311752383,0.998991816935417
2016,27,136778.1611556517,136778.1611556517,5908988.277917822,43.201255434290225,0.0,5908988.277917822,307267390.45172673,25605615.870977227,Chocó,136778.1611556517,25605615.870977227,149566803452.91577,1093499.153587178,5841.171882237083,1.0
2017,27,169353.22435467487,169216.26692977373,7565636.324505273,44.70986425699298,0.0008087086940506971,7571759.672381591,393731502.96384275,32810958.580320228,Chocó,169216.26692977373,32784424.07285618,176018353116.76358,1040197.5903995848,5368.962795429972,0.9991912913059493
2018,27,198841.6654735614,198841.6654735614,8696978.72636981,43.7382110316622,0.0,8696978.72636981,452242893.7712301,37686907.81426918,Chocó,198841.6654735614,37686907.81426917,195571627994.42908,983554.5660345159,5189.3784695273125,1.0
2019,27,213202.1022463767,212852.40952769783,9715191.490438169,45.64285418236697,0.001640193576866067,9731152.464205464,506019928.13868415,42168327.34489035,Chocó,212852.40952769783,42099163.12523206,229184758739.7124,1076730.8636451648,5443.926713173804,0.9983598064231339
2021,27,127009.90199345381,126993.96463107641,5399269.229820275,42.51595141159198,0.00012548125876221672,5399946.8219447415,280797234.74112654,23399769.561760545,Chocó,126993.96463107641,23396833.32922119,142291257788.4197,1120456.851644743,6081.645998251685,0.9998745187412378
2022,27,143303.69900274277,143301.10390059152,6168134.48878177,43.043174971357,1.8109107924657586e-05,6168246.190217734,320748801.8913222,26729066.82427685,Chocó,143301.10390059152,26728582.784721002,160217200250.59198,1118045.8202313306,5994.227286235983,0.9999818908920753
2023,27,130222.81313351083,130222.81313351083,5796063.25466652,44.508816198926,0.0,5796063.25466652,301395289.24265903,25116274.10355492,Chocó,130222.81313351083,25116274.103554923,148609049596.07687,1141190.594951405,5916.842959403877,1.0
2024,27,131819.79348657696,131819.79348657696,6077138.960616764,46.101869832132536,0.0,6077138.960616764,316011225.9520717,26334268.82933931,Chocó,131819.79348657696,26334268.829339307,152830380407.97424,1159388.710645619,5803.479162394826,1.0
2025,27,137366.38913717508,137366.38913717508,6067146.099303391,44.167617256392276,0.0,6067146.099303391,315491597.16377634,26290966.430314694,Chocó,137366.38913717508,26290966.430314694,167287154990.79077,1217817.226190146,6362.913871355486,1.0
2010,25,902924.6650400647,901322.6723504023,41347595.79016454,45.87435449986113,0.0017742263022477722,41421086.17071629,2153896480.8772473,179491373.40643728,Cundinamarca,901322.6723504023,179172915.090713,1160492555219.0317,1287543.951593701,6476.941867198449,0.9982257736977522
2011,25,916011.923158216,912923.8500483761,41479671.898817174,45.43606993794625,0.0033712149719545836,41619981.80460935,2164239053.8396864,180353254.48664054,Cundinamarca,912923.8500483761,179745244.89487442,1207061103412.484,1322192.5392227636,6715.399364909175,0.9966287850280454
2012,25,936699.4093231842,935208.0648217734,42112041.45639729,45.02959612995078,0.0015921270864132087,42179196.096986435,2193318197.0432944,182776516.42027453,Cundinamarca,935208.0648217734,182485512.97772157,1299996769205.7158,1390061.5468424791,7123.835465034552,0.9984078729135868
2013,25,950855.6800863887,949331.326326362,42948384.04356181,45.24066872391081,0.0016031389325962264,43017346.82703723,2236902035.005936,186408502.91716135,Cundinamarca,949331.326326362,186109664.18876782,1517869717752.993,1598882.9986541267,8155.781293621829,0.9983968610674038
2014,25,965222.6841272218,963687.8075106867,43851047.16197084,45.503374454059966,0.0015901787657663924,43920889.22739381,2283886239.824478,190323853.3187065,Cundinamarca,963687.8075106867,190021204.3685403,1435769760478.1746,1489870.2144908612,7555.8397035182625,0.9984098212342336
2015,25,991150.7432435409,990069.5626935501,44287207.64238281,44.731410106070236,0.0010908336167438915,44335570.37296315,2305449659.394084,192120804.949507,Cundinamarca,990069.5626935501,191911233.11699218,1422751564456.6829,1437021.8195436618,7413.5919057398305,0.9989091663832561
2016,25,990807.2944562166,987492.0925232061,44583776.32324756,45.14848945203056,0.003345960361373801,44733452.68275143,2326139539.5030746,193844961.6252562,Cundinamarca,987492.0925232061,193196364.0674061,1425539627317.9255,1443595.9924250485,7378.708363375595,0.9966540396386262
2017,25,1001218.54984153,1000297.7535689101,45849394.65021103,45.83574689298998,0.0009196756020608543,45891600.035102844,2386363201.825348,198863600.15211233,Cundinamarca,1000297.7535689101,198680710.15091443,1463216778494.9382,1462781.2301631225,7364.664528244861,0.9990803243979391
2018,25,987279.3411311205,985912.8906844822,45685985.67357911,46.33876492056114,0.0013840565579674724,45749305.29960148,2378963875.579277,198246989.63160643,Cundinamarca,985912.8906844822,197972604.58550945,1408483236158.8738,1428608.1959847556,7114.5360698152235,0.9986159434420325
2019,25,1017674.2075830013,1017426.9847391335,46431216.44803401,45.63591996720914,0.00024292926166913364,46442498.68995083,2415009931.8774433,201250827.6564536,Cundinamarca,1017426.9847391335,201201937.9414807,1498100334960.1082,1472440.143057753,7445.754997627451,0.9997570707383309
2021,25,1159111.1777365466,1158536.244961347,54164305.69347123,46.75236180917098,0.0004960117599093206,54191185.15859331,2817941628.2468524,234828469.02057102,Cundinamarca,1158536.244961347,234711991.33837533,2054339442400.2617,1773219.8291895494,8752.596877074759,0.9995039882400907
2022,25,1413964.7766806285,1413959.0510514576,64749578.049462,45.79310695123206,4.049343565903918e-06,64749840.24381098,3366991692.678171,280582641.05651426,Cundinamarca,1413959.0510514576,280581504.881002,2293677477976.287,1622166.8345138053,8174.727977701393,0.9999959506564341
2023,25,1495204.7075644536,1495204.7075644536,67073847.79125565,44.85930752619993,0.0,67073847.79125565,3487840085.145294,290653340.42877454,Cundinamarca,1495204.7075644536,290653340.4287745,2549400294543.4717,1705051.0084978282,8771.27471090672,1.0
2024,25,1497470.1840930174,1497261.7825406545,66992694.067516565,44.743474286666725,0.00013916908301525588,67002018.67701601,3484104971.2048326,290342080.933736,Cundinamarca,1497261.7825406545,290301674.2925718,2678912581664.614,1789207.8812823598,9228.030076618685,0.9998608309169847
2025,25,1706608.0129832893,1705410.7741781499,74990113.18580972,43.971877228199176,0.0007015312221853032,75042758.02356215,3902223417.2252316,325185284.7687693,Cundinamarca,1705410.7741781499,324957157.13850874,3388001204295.318,1986618.8578103834,10425.993488277676,0.9992984687778147
2010,23,598140.0017920486,598103.9116103147,26558064.090465423,44.40376258192559,6.033734848986949e-05,26559666.630326673,1381102664.776987,115091888.73141558,Córdoba,598103.9116103147,115084944.39201681,559951082222.7015,936210.3663811664,4865.545925063193,0.9999396626515101
2011,23,597579.2071652996,597486.8080037129,26578679.243923668,44.48412732780956,0.0001546224508462979,26582789.53999267,1382305056.079619,115192088.0066349,Córdoba,597486.8080037129,115174276.72366922,577665577657.046,966825.6602804464,5015.578079496037,0.9998453775491537
2012,23,614208.8351982338,614202.6762299149,26813349.30488804,43.655539681906205,1.0027482455488013e-05,26813618.177973885,1394308145.254642,116192345.43788683,Córdoba,614202.6762299149,116191180.32118149,603136597148.5852,981983.0171544428,5190.89827198041,0.9999899725175445
2013,23,638239.8959845025,638131.8293484992,26953806.691291176,42.23861818459936,0.00016931977565681766,26958371.27666781,1401835306.3867261,116819608.86556052,Córdoba,638131.8293484992,116799828.99559508,741514346981.2672,1162008.0881066793,6348.591032690914,0.9998306802243432
2014,23,631624.0728066363,631624.0728066363,25310218.61887171,40.071649749518194,0.0,25310218.61887171,1316131368.181329,109677614.01511075,Córdoba,631624.0728066363,109677614.01511073,729432553850.7263,1154852.3643335437,6650.696775280227,1.0
2015,23,688851.2853812499,688851.2853812499,27829313.212570693,40.39959538896462,0.0,27829313.212570693,1447124287.0536761,120593690.58780634,Córdoba,688851.2853812499,120593690.58780633,680738835345.9081,988223.2200077091,5644.895947937263,1.0
2016,23,681287.1612159385,681254.6534406389,29469501.837957166,43.257688867331886,4.771523250424181e-05,29470908.049186848,1532487218.5577161,127707268.213143,Córdoba,681254.6534406389,127701174.63114771,739436048616.0114,1085403.2994586246,5790.362154081979,0.9999522847674958
2017,23,717600.8775971008,717600.8775971008,30196850.773716353,42.08028685086206,0.0,30196850.773716357,1570236240.2332506,130853020.01943755,Córdoba,717600.8775971008,130853020.01943752,763050419001.2566,1063335.4038756813,5831.3550492599215,1.0
2018,23,733491.9705589513,733491.9705589513,30750654.030691188,41.92364097354456,0.0,30750654.030691188,1599034009.5959418,133252834.13299514,Córdoba,733491.9705589513,133252834.13299514,741066642490.0443,1010326.864144567,5561.35745488468,1.0
2019,23,714653.0130086724,714632.4698104642,30197749.5674983,42.25633572947978,2.8745695931142734e-05,30198617.647778742,1570328117.6844945,130860676.47370787,Córdoba,714632.4698104642,130856914.79249263,768301669619.1323,1075100.4216515692,5871.311201532397,0.9999712543040689
2021,23,717622.3886015376,717622.3886015376,28408360.619446516,39.586781391822434,0.0,28408360.619446516,1477234752.2112188,123102896.01760156,Córdoba,717622.3886015376,123102896.01760156,717148265809.3899,999339.3143808241,5825.600282440554,1.0
2022,23,716490.8287560145,716461.1214450201,28858861.8189977,40.27973180288231,4.1462234828593125e-05,28860058.421517137,1500723037.9188912,125060253.1599076,Córdoba,716461.1214450201,125055067.88232337,645213224217.8851,900555.8081317294,5159.432841418548,0.9999585377651714
2023,23,754655.9448473185,754548.0945887251,29906069.043530885,39.63441065984206,0.00014291315046244257,29910343.62496974,1555337868.4984264,129611489.04153554,Córdoba,754548.0945887251,129592965.85530049,724887782229.0146,960691.2898297395,5593.573520328272,0.9998570868495376
2024,23,774002.029012392,773951.7879030013,30728709.666814983,39.703648401760894,6.491082388360159e-05,30730704.42215755,1597996629.9521925,133166385.82934938,Córdoba,773951.7879030013,133157741.88953158,808649441001.3202,1044831.8017228581,6072.86838546857,0.9999350891761164
2025,23,791370.3113817273,791370.3113817273,31545498.755787503,39.86186782861398,0.0,31545498.755787507,1640365935.3009503,136697161.2750792,Córdoba,791370.3113817273,136697161.27507916,857399313079.3586,1083436.288609747,6272.253974272314,1.0
2010,41,364173.5576786011,363959.4896415745,16083539.99904586,44.19046750198724,0.0005878187268487656,16092999.7656793,836835987.8153236,69736332.31794363,Huila,363959.4896415745,69695339.99586539,434030807352.09656,1192525.0466185892,6227.544156866801,0.9994121812731512
2011,41,381740.7243286126,381400.17247640964,17102056.89335812,44.84019181825597,0.000892102493916358,17117327.303734962,890101019.7942181,74175084.9828515,Huila,381400.17247640964,74108913.20455185,484272915803.48346,1269723.9035292694,6534.610951139126,0.9991078975060836
2012,41,379659.3799076062,379421.1758815543,16319525.768533474,43.01163668742626,0.0006274150953675672,16329771.3135595,849148108.305094,70762342.35875784,Huila,379421.1758815543,70717944.99697839,502978139228.2134,1325645.9343883074,7112.454119667992,0.9993725849046324
2013,41,378640.8502138446,377793.1024447877,16302927.97986069,43.153058841891564,0.002238923160504669,16339510.889221886,849654566.2395381,70804547.18662818,Huila,377793.1024447877,70646021.24606298,463885822119.5162,1227883.2491054027,6566.340381771578,0.9977610768394953
2014,41,385504.44524862897,385089.28734430677,17247886.453522976,44.789317751396474,0.0010769211858360217,17266481.092816666,897857016.8264666,74821418.06887221,Huila,385089.28734430677,74740841.29859956,503218324080.0828,1306757.5251195116,6732.842651177272,0.998923078814164
2015,41,399249.55486959004,398946.24206490256,17445056.697325088,43.727838134359565,0.0007597073083438488,17458319.910552543,907832635.3487322,75652719.61239435,Huila,398946.24206490256,75595245.6884087,486070725998.5399,1218386.5261712717,6429.911320111906,0.9992402926916562
2016,41,410506.62886333995,410193.61025388737,18229328.40284821,44.44079075626082,0.000762517794948403,18243239.197373707,948648438.2634327,79054036.52195273,Huila,410193.61025388737,78993756.41234225,493512650918.0123,1203121.254406072,6247.48933753585,0.9992374822050516
2017,41,405580.1400556756,405427.03366758116,17537069.45788953,43.25579697842392,0.00037749971700640206,17543692.196729045,912271994.2299104,76022666.18582587,Huila,405427.03366758116,75993967.65085463,511752120012.23846,1262254.555111477,6734.1150334908625,0.9996225002829936
2018,41,379140.23285223957,379140.23285223957,16271449.610185346,42.91670521953479,0.0,16271449.610185346,846115379.729638,70509614.97746983,Huila,379140.23285223957,70509614.97746983,517934309923.6039,1366075.8343350384,7345.5841460643505,1.0
2019,41,381681.7755464944,381573.47571423114,16576325.297742827,43.442027165843164,0.0002837437865829129,16581030.061998064,862213563.2238994,71851130.26865828,Huila,381573.47571423114,71830742.95688558,478920999613.73395,1255121.3071539819,6667.35411467473,0.9997162562134171
2021,41,366627.50592080876,366605.85730903957,16496423.420765694,44.997708279547815,5.904797490530189e-05,16497397.558682742,857864673.0515026,71488722.75429188,Huila,366605.85730903957,71484501.48998466,519261237841.8444,1416401.9136336935,7263.969490150191,0.9999409520250947
2022,41,432782.5810661316,432752.6494407654,19320065.956727345,44.644593121946556,6.916088279818045e-05,19321402.241963297,1004712916.5820915,83726076.38184096,Huila,432752.6494407654,83720285.81248516,597886398389.1893,1381589.2269217111,7141.47583930043,0.9999308391172018
2023,41,452254.36942856165,452217.04123651446,19987254.286135763,44.19836596932271,8.253804622027072e-05,19988904.131228838,1039423014.8238996,86618584.5686583,Huila,452217.04123651446,86611435.23992164,609789241487.4657,1348443.7468789225,7040.5165299281025,0.9999174619537797
2024,41,485561.0025486689,485485.0155358647,20756794.34321212,42.75475798218274,0.00015649323649413738,20760043.149554353,1079522243.7768264,89960186.9814022,Huila,485485.0155358647,89946108.82058585,660214170535.3608,1359906.3810581982,7340.108195811785,0.9998435067635059
2025,41,467605.97177084093,467589.76477365376,20573865.13289019,43.999819249357145,3.465951712677828e-05,20574578.237837,1069878068.3675241,89156505.69729368,Huila,467589.76477365376,89153415.57585749,656767711975.6215,1404581.0269040922,7366.713969772712,0.9999653404828732
2010,44,271571.4127948123,271284.88686123106,12138307.219811516,44.743764978034186,0.0010550666236645023,12151127.468843788,631858628.379877,52654885.69832308,La Guajira,271284.88686123106,52599331.2858499,314337275086.96765,1158698.0709609487,5976.069797897405,0.9989449333763355
2011,44,275949.72829844506,275828.81371344224,12218654.305776546,44.29796199054994,0.0004381761335602308,12224010.575467104,635648549.9242895,52970712.49369079,La Guajira,275828.81371344224,52947501.99169836,336228019534.6911,1218973.5184229063,6350.214965522043,0.9995618238664398
2012,44,306516.15747150395,306254.3549459891,13484086.617368815,44.0290444841082,0.0008541230833457591,13495613.532410761,701771903.6853596,58480991.97377997,La Guajira,306254.3549459891,58431042.00859819,347067242460.0696,1133264.676419959,5939.7749985187365,0.9991458769166542
2013,44,306487.5583086128,306225.29419053986,13697555.430798693,44.7303200965358,0.0008557088565691595,13709286.58874993,712882902.6149964,59406908.551249705,La Guajira,306225.29419053986,59356073.533461004,341165086513.5085,1114098.322332669,5747.770467350444,0.9991442911434308
2014,44,327326.18814675946,327259.64054492075,14518068.097700704,44.36253756658363,0.0002033066838174058,14521020.318187239,755093056.5457364,62924421.37881137,La Guajira,327259.64054492075,62911628.423369706,422778461476.03827,1291874.7352165666,6720.195805947208,0.9997966933161826
2015,44,347495.82661045453,347450.47868777096,14364056.43348958,41.341305637968446,0.00013049918649643555,14365931.17582129,747028421.1427071,62252368.42855892,La Guajira,347450.47868777096,62244244.54512151,388943615271.1761,1119421.7280693173,6248.667938916453,0.9998695008135036
2016,44,348153.8596396848,348019.0692437394,14964376.71963189,42.99872634034144,0.0003871575517929715,14970172.534980452,778448971.8189834,64870747.65158195,La Guajira,348019.0692437394,64845632.451738186,400411051967.8458,1150543.4252150506,6174.834554445198,0.999612842448207
2017,44,371601.05640502856,371500.24761192076,16129221.917383641,43.41644997833935,0.00027128231034390105,16133598.677306982,838947131.2199631,69912260.93499692,La Guajira,371500.24761192076,69893294.9753291,409555823719.275,1102437.5524699735,5859.729804752227,0.9997287176896561
2018,44,398409.57838648197,398359.5025203911,18010549.749621242,45.21179897974023,0.00012568941312529613,18012813.76961268,936666316.0198594,78055526.33498828,La Guajira,398359.5025203911,78045715.58169205,411986108037.96216,1034206.8042342571,5278.7793021992065,0.9998743105868747
