anio,depto,departamento,pib_miles_millones_2015,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,pib_pesos_2015,pib_por_trabajador_millones_2015,pib_por_hora_pesos_2015,horas_semanales_por_trabajador
2018,20,Cesar,16090.234940349326,389292.3896747871,388948.9531631219,17445551.17776386,44.853061143083586,0.0008822071038998569,17460955.35662035,907969678.5442581,16090234940349.326,41.332004855761575,17721.11483518557,44.853061143083586
2019,20,Cesar,16646.45002566045,438458.24496114114,438143.165915997,20475649.574220277,46.73278317924505,0.0007186067288392772,20490374.09492132,1065499452.9359087,16646450025660.451,37.965872958178174,15623.142724092753,46.73278317924505
2021,20,Cesar,14778.482104742114,416789.94119099126,416552.9103810342,18527623.508406464,44.478439705195335,0.0005687056872816232,18538166.268995415,963984645.9877616,14778482104742.113,35.457866527469704,15330.619804218059,44.47843970519534
2022,20,Cesar,15594.363043981533,448083.5718313853,447785.2344722748,20791733.224660873,46.43237789911588,0.0006658074026039129,20805585.737660516,1081890458.358347,15594363043981.533,34.802353900735554,14413.994433081803,46.43237789911588
2023,20,Cesar,15890.31818585795,471891.1698380464,471669.2884043919,21463405.833440483,45.50520112523957,0.0004701961974212798,21473502.59270489,1116622134.8206542,15890318185857.95,33.673692583210496,14230.703198813237,45.505201125239566
2024,20,Cesar,15193.05583498387,466649.8886965541,466630.1892954098,21112485.259486895,45.24457642006785,4.2214520182048965e-05,21113376.5505474,1097895580.6284647,15193055834983.871,32.55771875874887,13838.343193154089,45.244576420067844
2010,27,Chocó,3793.911356124453,199424.21845789676,199228.9157725066,9498989.522652963,47.67876934841913,0.0009793328358029818,9508301.314342808,494431668.345826,3793911356124.453,19.02432605960263,7673.277419339641,47.678769348419124
2011,27,Chocó,4031.154379957144,213435.00782216116,213143.9791829151,10051596.692781538,47.1587174609117,0.0013635468811590279,10065321.230152778,523396703.9679445,4031154379957.144,18.887034611098066,7701.910136988621,47.15871746091171
2012,27,Chocó,3876.946414465895,199817.13312273816,198230.74462797857,8735008.39953233,44.064851877166674,0.007939201558783027,8804912.373573551,457855443.42582464,3876946414465.895,19.40247242004254,8467.621102104433,44.064851877166674
2013,27,Chocó,3546.783206298733,187067.64200738654,186533.37662807156,8621047.459102452,46.21718437173813,0.0028560010356781795,8645739.700641688,449578464.4333678,3546783206298.733,18.95989690274005,7889.1305676061875,46.21718437173813
2014,27,Chocó,3471.6562487517144,147373.91591592142,147314.3950380726,6114349.293357138,41.50544345497884,0.00040387661194241087,6116819.733787082,318074626.1569283,3471656248751.7144,23.556789050325133,10914.596648897435,41.50544345497884
2015,27,Chocó,3570.631209841738,148479.09775274008,148329.40364094122,6700393.661126352,45.17238994195578,0.001008183064582946,6707155.701916545,348772096.4996603,3570631209841.738,24.048039514544023,10237.720407329705,45.17238994195577
2016,27,Chocó,3765.2208688075475,136778.1611556517,136778.1611556517,5908988.277917822,43.201255434290225,0.0,5908988.277917822,307267390.45172673,3765220868807.5474,27.5279389413839,12253.890213576316,43.201255434290225
2017,27,Chocó,3482.398323555387,169353.22435467487,169216.26692977373,7565636.324505273,44.70986425699298,0.0008087086940506971,7571759.672381591,393731502.96384275,3482398323555.3867,20.562928971828917,8844.601707867869,44.70986425699299
2018,27,Chocó,3201.860110136186,198841.6654735614,198841.6654735614,8696978.72636981,43.7382110316622,0.0,8696978.72636981,452242893.7712301,3201860110136.186,16.10256131435348,7079.956709625751,43.73821103166221
2019,27,Chocó,3340.9158841057924,213202.1022463767,212852.40952769783,9715191.490438169,45.64285418236697,0.001640193576866067,9731152.464205464,506019928.13868415,3340915884105.7925,15.670182652537942,6602.3405370512455,45.64285418236697
2021,27,Chocó,3546.1677732149274,127009.90199345381,126993.96463107641,5399269.229820275,42.51595141159198,0.00012548125876221672,5399946.8219447415,280797234.74112654,3546167773214.9272,27.920403980767574,12628.926978159958,42.51595141159198
2022,27,Chocó,3624.0748396385557,143303.69900274277,143301.10390059152,6168134.48878177,43.043174971357,1.8109107924657586e-05,6168246.190217734,320748801.8913222,3624074839638.5557,25.289471694440998,11298.794627661568,43.043174971357
2023,27,Chocó,3713.970579743413,130222.81313351083,130222.81313351083,5796063.25466652,44.508816198926,0.0,5796063.25466652,301395289.24265903,3713970579743.413,28.520122476049323,12322.590008210862,44.50881619892599
2024,27,Chocó,3769.7102564905877,131819.79348657696,131819.79348657696,6077138.960616764,46.101869832132536,0.0,6077138.960616764,316011225.9520717,3769710256490.588,28.597452300473012,11929.039055917356,46.10186983213254
2010,25,Cundinamarca,38164.356792697385,902924.6650400647,901322.6723504023,41347595.79016454,45.87435449986113,0.0017742263022477722,41421086.17071629,2153896480.8772473,38164356792697.38,42.267487278137374,17718.751635247416,45.87435449986113
2011,25,Cundinamarca,41523.67442662403,916011.923158216,912923.8500483761,41479671.898817174,45.43606993794625,0.0033712149719545836,41619981.80460935,2164239053.8396864,41523674426624.03,45.33093224754013,19186.269812918665,45.43606993794625
2012,25,Cundinamarca,43035.53685319445,936699.4093231842,935208.0648217734,42112041.45639729,45.02959612995078,0.0015921270864132087,42179196.096986435,2193318197.0432944,43035536853194.445,45.94380697249499,19621.200841359252,45.029596129950775
2013,25,Cundinamarca,44776.212539391556,950855.6800863887,949331.326326362,42948384.04356181,45.24066872391081,0.0016031389325962264,43017346.82703723,2236902035.005936,44776212539391.555,47.090440197321506,20017.06460036044,45.240668723910815
2014,25,Cundinamarca,46230.44792279673,965222.6841272218,963687.8075106867,43851047.16197084,45.503374454059966,0.0015901787657663924,43920889.22739381,2283886239.824478,46230447922796.734,47.89614736893533,20242.009920051732,45.50337445405996
2015,25,Cundinamarca,48055.14651495274,991150.7432435409,990069.5626935501,44287207.64238281,44.731410106070236,0.0010908336167438915,44335570.37296315,2305449659.394084,48055146514952.74,48.48419561054081,20844.15346877821,44.73141010607024
2016,25,Cundinamarca,49600.649347074606,990807.2944562166,987492.0925232061,44583776.32324756,45.14848945203056,0.003345960361373801,44733452.68275143,2326139539.5030746,49600649347074.61,50.060843944731815,21323.16161809907,45.14848945203057
2017,25,Cundinamarca,50408.732976475134,1001218.54984153,1000297.7535689101,45849394.65021103,45.83574689298998,0.0009196756020608543,45891600.035102844,2386363201.825348,50408732976475.13,50.34738218189593,21123.66337945418,45.835746892989974
2018,25,Cundinamarca,51551.400703454856,987279.3411311205,985912.8906844822,45685985.67357911,46.33876492056114,0.0013840565579674724,45749305.29960148,2378963875.579277,51551400703454.86,52.215617764666995,21669.686216190275,46.33876492056114
2019,25,Cundinamarca,52890.19488571039,1017674.2075830013,1017426.9847391335,46431216.44803401,45.63591996720914,0.00024292926166913364,46442498.68995083,2415009931.8774433,52890194885710.39,51.97163737825858,21900.611748040817,45.63591996720914
2021,25,Cundinamarca,55181.84042911929,1159111.1777365466,1158536.244961347,54164305.69347123,46.75236180917098,0.0004960117599093206,54191185.15859331,2817941628.2468524,55181840429119.29,47.60702984236213,19582.322031081243,46.75236180917098
2022,25,Cundinamarca,59558.24638100433,1413964.7766806285,1413959.0510514576,64749578.049462,45.79310695123206,4.049343565903918e-06,64749840.24381098,3366991692.678171,59558246381004.33,42.12144981491057,17688.86050729473,45.79310695123206
2023,25,Cundinamarca,59647.96244907074,1495204.7075644536,1495204.7075644536,67073847.79125565,44.85930752619993,0.0,67073847.79125565,3487840085.145294,59647962449070.74,39.89284018924178,17101.690729202674,44.85930752619993
2024,25,Cundinamarca,60506.329392063584,1497470.1840930174,1497261.7825406545,66992694.067516565,44.743474286666725,0.00013916908301525588,67002018.67701601,3484104971.2048326,60506329392063.586,40.405698914607,17366.391050824164,44.743474286666725
2010,23,Córdoba,11607.732179651237,598140.0017920486,598103.9116103147,26558064.090465423,44.40376258192559,6.033734848986949e-05,26559666.630326673,1381102664.776987,11607732179651.236,19.40638001951727,8404.68451454736,44.40376258192559
2011,23,Córdoba,11546.80310278967,597579.2071652996,597486.8080037129,26578679.243923668,44.48412732780956,0.0001546224508462979,26582789.53999267,1382305056.079619,11546803102789.67,19.322631986416567,8353.295860421558,44.48412732780956
2012,23,Córdoba,12683.650512523787,614208.8351982338,614202.6762299149,26813349.30488804,43.655539681906205,1.0027482455488013e-05,26813618.177973885,1394308145.254642,12683650512523.787,20.650387597290393,9096.734144235654,43.655539681906205
2013,23,Córdoba,13141.361626508242,638239.8959845025,638131.8293484992,26953806.691291176,42.23861818459936,0.00016931977565681766,26958371.27666781,1401835306.3867261,13141361626508.242,20.590003397135384,9374.397667569458,42.23861818459936
2014,23,Córdoba,13683.779018080728,631624.0728066363,631624.0728066363,25310218.61887171,40.071649749518194,0.0,25310218.61887171,1316131368.181329,13683779018080.729,21.664435551476902,10396.970506819085,40.071649749518194
2015,23,Córdoba,13656.567300133398,688851.2853812499,688851.2853812499,27829313.212570693,40.39959538896462,0.0,27829313.212570693,1447124287.0536761,13656567300133.398,19.825131476055923,9437.038285037679,40.39959538896463
2016,23,Córdoba,13731.403833371107,681287.1612159385,681254.6534406389,29469501.837957166,43.257688867331886,4.771523250424181e-05,29470908.049186848,1532487218.5577161,13731403833371.107,20.15508968180724,8960.20773751984,43.257688867331886
2017,23,Córdoba,13920.294746264999,717600.8775971008,717600.8775971008,30196850.773716353,42.08028685086206,0.0,30196850.773716357,1570236240.2332506,13920294746265.0,19.39838032650873,8865.095830546627,42.080286850862066
2018,23,Córdoba,14195.537270490544,733491.9705589513,733491.9705589513,30750654.030691188,41.92364097354456,0.0,30750654.030691188,1599034009.5959418,14195537270490.545,19.353364236111485,8877.570574047766,41.92364097354456
2019,23,Córdoba,14774.33245866878,714653.0130086724,714632.4698104642,30197749.5674983,42.25633572947978,2.8745695931142734e-05,30198617.647778742,1570328117.6844945,14774332458668.78,20.67343478546209,9408.436550479695,42.25633572947978
2021,23,Córdoba,15431.429349159753,717622.3886015376,717622.3886015376,28408360.619446516,39.586781391822434,0.0,28408360.619446516,1477234752.2112188,15431429349159.752,21.50355060581605,10446.159167363892,39.58678139182244
2022,23,Córdoba,16488.358344392895,716490.8287560145,716461.1214450201,28858861.8189977,40.27973180288231,4.1462234828593125e-05,28860058.421517137,1500723037.9188912,16488358344392.895,23.012657919181336,10986.942912036533,40.27973180288231
2023,23,Córdoba,16707.527697314483,754655.9448473185,754548.0945887251,29906069.043530885,39.63441065984206,0.00014291315046244257,29910343.62496974,1555337868.4984264,16707527697314.482,22.13926466940473,10742.0567811703,39.634410659842054
2024,23,Córdoba,17032.132414305022,774002.029012392,773951.7879030013,30728709.666814983,39.703648401760894,6.491082388360159e-05,30730704.42215755,1597996629.9521925,17032132414305.021,22.005281350538073,10658.428243878445,39.7036484017609
2010,41,Huila,11723.976802425374,364173.5576786011,363959.4896415745,16083539.99904586,44.19046750198724,0.0005878187268487656,16092999.7656793,836835987.8153236,11723976802425.373,32.19337745760303,14009.886014859901,44.19046750198724
2011,41,Huila,12503.665813444433,381740.7243286126,381400.17247640964,17102056.89335812,44.84019181825597,0.000892102493916358,17117327.303734962,890101019.7942181,12503665813444.434,32.75434088263778,14047.468248418756,44.840191818255974
2012,41,Huila,12769.396558016235,379659.3799076062,379421.1758815543,16319525.768533474,43.01163668742626,0.0006274150953675672,16329771.3135595,849148108.305094,12769396558016.234,33.633823458079156,15037.890838035364,43.01163668742626
2013,41,Huila,13310.405259539662,378640.8502138446,377793.1024447877,16302927.97986069,43.153058841891564,0.002238923160504669,16339510.889221886,849654566.2395381,13310405259539.662,35.153114757750934,15665.666717298778,43.153058841891564
2014,41,Huila,13915.06204359526,385504.44524862897,385089.28734430677,17247886.453522976,44.789317751396474,0.0010769211858360217,17266481.092816666,897857016.8264666,13915062043595.26,36.095723966609036,15498.082414924977,44.78931775139647
2015,41,Huila,13805.323974530787,399249.55486959004,398946.24206490256,17445056.697325088,43.727838134359565,0.0007597073083438488,17458319.910552543,907832635.3487322,13805323974530.787,34.57818250803091,15206.904265154171,43.727838134359565
2016,41,Huila,13635.836397667399,410506.62886333995,410193.61025388737,18229328.40284821,44.44079075626082,0.000762517794948403,18243239.197373707,948648438.2634327,13635836397667.398,33.217091854092445,14373.96178359683,44.44079075626082
2017,41,Huila,13211.633615559287,405580.1400556756,405427.03366758116,17537069.45788953,43.25579697842392,0.00037749971700640206,17543692.196729045,912271994.2299104,13211633615559.287,32.57465617953007,14482.121230425164,43.25579697842393
2018,41,Huila,13369.145353982982,379140.23285223957,379140.23285223957,16271449.610185346,42.91670521953479,0.0,16271449.610185346,846115379.729638,13369145353982.982,35.261742742014064,15800.61735582075,42.91670521953479
2019,41,Huila,13753.501651992608,381681.7755464944,381573.47571423114,16576325.297742827,43.442027165843164,0.0002837437865829129,16581030.061998064,862213563.2238994,13753501651992.61,36.033949046428155,15951.386337007905,43.442027165843164
2021,41,Huila,14164.392160162924,366627.50592080876,366605.85730903957,16496423.420765694,44.997708279547815,5.904797490530189e-05,16497397.558682742,857864673.0515026,14164392160162.924,38.634286657211206,16511.219782228465,44.997708279547815
2022,41,Huila,14807.150423974703,432782.5810661316,432752.6494407654,19320065.956727345,44.644593121946556,6.916088279818045e-05,19321402.241963297,1004712916.5820915,14807150423974.703,34.21383177552631,14737.692906692979,44.644593121946556
2023,41,Huila,14903.943704209316,452254.36942856165,452217.04123651446,19987254.286135763,44.19836596932271,8.253804622027072e-05,19988904.131228838,1039423014.8238996,14903943704209.316,32.95478100751341,14338.670100290556,44.19836596932271
2024,41,Huila,15353.680484528884,485561.0025486689,485485.0155358647,20756794.34321212,42.75475798218274,0.00015649323649413738,20760043.149554353,1079522243.7768264,15353680484528.885,31.620497535713756,14222.66245372801,42.75475798218274
2010,44,La Guajira,7537.923684586167,271571.4127948123,271284.88686123106,12138307.219811516,44.743764978034186,0.0010550666236645023,12151127.468843788,631858628.379877,7537923684586.167,27.75669061412402,11929.76299764055,44.74376497803419
2011,44,La Guajira,8005.784230739766,275949.72829844506,275828.81371344224,12218654.305776546,44.29796199054994,0.0004381761335602308,12224010.575467104,635648549.9242895,8005784230739.766,29.011748915662466,12594.670799915008,44.29796199054995
2012,44,La Guajira,8438.36348980637,306516.15747150395,306254.3549459891,13484086.617368815,44.0290444841082,0.0008541230833457591,13495613.532410761,701771903.6853596,8438363489806.37,27.529914114204125,12024.367811666798,44.0290444841082
2013,44,La Guajira,8479.780652908492,306487.5583086128,306225.29419053986,13697555.430798693,44.7303200965358,0.0008557088565691595,13709286.58874993,712882902.6149964,8479780652908.492,27.66761789517704,11895.054042961288,44.730320096535806
2014,44,La Guajira,8720.613786502312,327326.18814675946,327259.64054492075,14518068.097700704,44.36253756658363,0.0002033066838174058,14521020.318187239,755093056.5457364,8720613786502.312,26.641967866599025,11549.058372216801,44.36253756658363
2015,44,La Guajira,8665.814100215299,347495.82661045453,347450.47868777096,14364056.43348958,41.341305637968446,0.00013049918649643555,14365931.17582129,747028421.1427071,8665814100215.299,24.937894030968444,11600.380728432609,41.34130563796845
2016,44,La Guajira,8891.340947789686,348153.8596396848,348019.0692437394,14964376.71963189,42.99872634034144,0.0003871575517929715,14970172.534980452,778448971.8189834,8891340947789.686,25.538539072901873,11421.86741799337,42.99872634034144
2017,44,La Guajira,8996.213149026285,371601.05640502856,371500.24761192076,16129221.917383641,43.41644997833935,0.00027128231034390105,16133598.677306982,838947131.2199631,8996213149026.285,24.209331469770675,10723.218203207101,43.41644997833935
2018,44,La Guajira,8977.145406414034,398409.57838648197,398359.5025203911,18010549.749621242,45.21179897974023,0.00012568941312529613,18012813.76961268,936666316.0198594,8977145406414.035,22.532453769737554,9584.144591171249,45.21179897974024
2019,44,La Guajira,8955.495290121544,391706.1340055702,390843.35373883933,17810373.95519174,45.56908486434847,0.0022026212811837587,17849690.062385682,928183883.2440555,8955495290121.543,22.86279052753918,9648.406368382068,45.56908486434847
2021,44,La Guajira,8766.454475307019,425084.82987097796,424955.7314940532,18531366.871560015,43.60775840440533,0.00030370026840043085,18536996.56239135,963923821.2443501,8766454475307.019,20.622835394920628,9094.551127484548,43.607758404405324
2022,44,La Guajira,8516.025193371453,367462.7749025027,367446.27760966617,16233337.798022905,44.17880595668297,4.489514030614483e-05,16234066.628721941,844171464.6935409,8516025193371.453,23.175205150048118,10088.027787652145,44.17880595668297
2023,44,La Guajira,8632.673011955696,323615.4076947843,323615.4076947843,14067590.813756483,43.47008974005415,0.0,14067590.813756483,731514722.3153371,8632673011955.696,26.675716936498723,11801.092648733287,43.47008974005415
2024,44,La Guajira,8221.498196294806,331294.377495861,331294.377495861,14235996.882150298,42.970837566744265,0.0,14235996.882150298,740271837.8718154,8221498196294.806,24.816292562639465,11106.052906092627,42.970837566744265
2010,47,Magdalena,9138.294165773621,391449.7493849413,391180.78578752995,19354274.322522193,49.47654646062927,0.00068709610322637,19367581.712445732,1007114249.047178,9138294165773.621,23.344743942567362,9073.741310302461,49.476546460629265
2011,47,Magdalena,9314.180256853917,370747.36563555594,370444.16903613415,18067960.8131004,48.77377570852789,0.0008177983919104292,18082748.856036186,940302940.5138817,9314180256853.916,25.122714603479448,9905.510081425095,48.77377570852789
2012,47,Magdalena,9721.986945907347,401425.82608391886,400876.0053819263,18836448.825517144,46.988217235828586,0.001369669478808233,18862283.920103125,980838763.8453625,9721986945907.348,24.218638448725386,9911.911421396575,46.98821723582859
2013,47,Magdalena,10238.749620585739,406411.3925222052,405950.74176229234,18755766.08117486,46.20207367956344,0.0011334592690771528,18777049.101524904,976406553.279295,10238749620585.738,25.193067440958416,10486.154139583092,46.20207367956345
2014,47,Magdalena,10128.23712088042,424610.63240295416,424074.4632352536,19315647.633269206,45.54777358181534,0.0012627313750159797,19340068.94512118,1005683585.1463014,10128237120880.42,23.8529993080078,10070.99774767331,45.547773581815335
2015,47,Magdalena,10513.57745023304,426991.98826677795,426806.83111037256,19018674.376473702,44.56037952109408,0.00043363145326680286,19026925.049634174,989400102.580977,10513577450233.041,24.622423228382267,10626.21423103457,44.56037952109408
2016,47,Magdalena,10868.965741951495,388644.680489259,388635.56806707015,16903731.539870635,43.49507077785895,2.3446666444493225e-05,16904127.885318696,879014650.0365722,10868965741951.496,27.96633091251556,12364.942656529425,43.49507077785894
2017,47,Magdalena,10989.952584433297,372315.9672917897,372244.38195326284,16300728.10197903,43.790393870942744,0.00019227039615732355,16303862.852148507,847800868.3117224,10989952584433.297,29.517811616766636,12962.893758670312,43.790393870942744
2018,47,Magdalena,11248.338740491246,394800.1331016357,394800.1331016357,17513595.460081074,44.36066250153073,0.0,17513595.460081074,910706963.9242159,11248338740491.246,28.491223273208774,12351.216347377433,44.36066250153074
2019,47,Magdalena,11524.826629304358,487171.75375196047,486796.2870650036,21596347.837977685,44.364241083650356,0.0007707070125991811,21613005.13259672,1123876266.8950295,11524826629304.357,23.65659860315327,10254.533322555499,44.36424108365036
2021,47,Magdalena,12089.88082223222,479966.4981025765,479914.2482385462,20912079.99849928,43.57461791404185,0.00010886148145095031,20914356.76636046,1087546551.850744,12089880822232.22,25.189009795530396,11116.6559276549,43.57461791404185
2022,47,Magdalena,12832.471338928239,533606.258465449,533029.7807623545,23719749.7792778,44.49985842320692,0.0010803428444642327,23745402.95544964,1234760953.6833813,12832471338928.238,24.04857727087386,10392.676655872578,44.49985842320692
2023,47,Magdalena,12897.664682052531,573466.0102476231,573115.3070186762,25342064.113545004,44.21808980355707,0.000611550157602947,25357571.54041698,1318593720.101683,12897664682052.531,22.490722120537377,9781.3788170157,44.21808980355707
2024,47,Magdalena,13126.113447441481,550091.0381352282,549946.1802623019,24614192.840306208,44.75745759078868,0.0002633343626490259,24620676.310410395,1280275168.1413405,13126113447441.48,23.861711130466922,10252.572082998002,44.757457590788675
2010,50,Meta,21269.755617411487,339224.6313782941,338393.8362681308,17016711.22359177,50.28670560686086,0.002449100192953857,17058489.17271617,887041436.9812409,21269755617411.49,62.70109434857646,23978.31119343898,50.28670560686086
2011,50,Meta,25834.358858363747,341429.6598374517,340834.62221338734,17108095.22134677,50.19471059086202,0.0017427824646155665,17137962.962677356,891174074.0592225,25834358858363.746,75.66524498973816,28989.127500860104,50.19471059086202
2012,50,Meta,27810.635095034362,348085.4492743529,347478.58791100763,17449632.838672962,50.21786505919026,0.00174342640466707,17480108.12072707,908965622.2778076,27810635095034.363,79.89600011437038,30595.915195717473,50.21786505919025
2013,50,Meta,30819.33390082855,348753.02443958056,348320.1918138674,17568635.69656914,50.438177600560486,0.0012410863716770804,17590466.985416178,914704283.2416413,30819333900828.55,88.37008352931954,33693.22136724583,50.43817760056049
2014,50,Meta,29878.124081089773,361230.27541229775,361141.60877248197,17998123.496057693,49.8367484080087,0.00024545738785208826,18002542.353078377,936132202.3600756,29878124081089.773,82.71212607245545,31916.564781944544,49.83674840800871
2015,50,Meta,30712.162600333504,384428.75113373896,384144.9431567162,19019123.28652916,49.5102789333611,0.0007382589782521931,19033174.69863507,989725084.3290237,30712162600333.504,79.8903893367982,31031.003544943564,49.5102789333611
2016,50,Meta,28904.315256348724,380521.8682647806,380158.5057710309,18813096.698327836,49.48750695495143,0.000954905680997209,18831078.60226444,979216087.3177509,28904315256348.723,75.95966925148196,29517.810859830584,49.48750695495142
2017,50,Meta,29021.899838421592,389665.35558862414,389428.52182338195,19098967.8174445,49.04357731174729,0.0006077875845145186,19110582.992520187,993750315.6110498,29021899838421.594,74.47903546514019,29204.41823515421,49.04357731174729
2018,50,Meta,29403.621126852922,403109.9890673436,402801.1463875479,19541657.607446056,48.5144041488015,0.0007661499049186338,19556640.926032063,1016945328.1536672,29403621126852.92,72.94193129493685,28913.669508897965,48.5144041488015
2019,50,Meta,30800.03005841871,416169.0898166178,415986.03777496284,20313175.45459286,48.83138761878767,0.00043985016219150186,20322114.139793325,1056749935.2692529,30800030058418.71,74.00845188187942,29145.996635969575,48.83138761878767
2021,50,Meta,28793.062452657803,425914.1545508358,425167.8396857374,20292315.85690884,47.727777039551945,0.0017522659369830773,20327935.80639156,1057052661.9323611,28793062452657.805,67.60297150260864,27239.00472472413,47.727777039551945
2022,50,Meta,30215.91599102544,473222.69503211975,472920.997065862,22213586.72129631,46.97103080454409,0.0006375390897879196,22227757.78576307,1155843404.8596797,30215915991025.438,63.85136703761545,26141.876887460956,46.97103080454409
2023,50,Meta,31354.080627896183,484338.8303918037,484038.8415860681,23019239.011228237,47.556594705912936,0.000619377978620772,23033505.457278915,1197742283.7785037,31354080627896.184,64.73583916972431,26177.651947782815,47.556594705912936
2024,50,Meta,32066.04600507523,508097.8658874078,507775.73838617373,23801904.809624866,46.87483668533024,0.0006339871171697764,23817004.483637065,1238484233.1491275,32066046005075.23,63.109979706509776,25891.363932458004,46.874836685330244
2010,52,Nariño,9259.411637378087,596192.2221348764,595465.4742846728,25444234.89454478,42.72999190273912,0.001218982440933658,25475288.824299313,1324715018.8635643,9259411637378.088,15.53091652927222,6989.738551708636,42.72999190273912
2011,52,Nariño,9828.309888378597,635105.5744803189,634977.756650398,26369234.52370008,41.52780825394847,0.0002012544607650213,26374542.518032473,1371476210.9376886,9828309888378.598,15.475080495743883,7166.22702602979,41.52780825394847
2012,52,Nariño,10376.46705731138,623276.4892015952,623249.663244405,26129959.130682558,41.92534817373146,4.304021995860108e-05,26131083.818277854,1358816358.5504484,10376467057311.38,16.648256812323257,7636.40133710249,41.925348173731464
2013,52,Nariño,11037.218671754681,640148.8287549209,640109.7046290103,26148328.518516053,40.84976111035669,6.111723423229964e-05,26149926.72971315,1359796189.9450839,11037218671754.682,17.24164471756028,8116.818353639031,40.849761110356695
2014,52,Nariño,11569.079276205677,619344.9242966219,619331.1872532051,25521118.66252353,41.207546443304764,2.217995639897108e-05,25521684.73237812,1327127606.0836623,11569079276205.678,18.679541596864556,8717.382731827794,41.20754644330476
2015,52,Nariño,12229.742977637798,686184.166556778,686169.8337376711,28291364.077559482,41.23084794248697,2.088771470609707e-05,28291955.031844664,1471181661.6559227,12229742977637.797,17.82282887552733,8312.870732681868,41.23084794248697
2016,52,Nariño,12760.121721508736,680110.445596126,680094.6268764777,27767709.069441296,40.82918460475443,2.325904527822331e-05,27768354.934866026,1443954456.6130333,12760121721508.736,18.761837587017673,8836.92810605614,40.82918460475443
2017,52,Nariño,12441.29756671783,707523.9922173521,707497.3283537072,28209241.039459348,39.871869346984134,3.768616179555817e-05,28210304.177546885,1466935817.232438,12441297566717.83,17.584276580822788,8481.146496368143,39.87186934698414
2018,52,Nariño,12642.588512510838,727787.2267145301,727701.6500662102,28518188.604951583,39.189396646767044,0.00011758470769851481,28521542.302166294,1483120199.7126472,12642588512510.838,17.37127013012254,8524.318200885084,39.18939664676704
2019,52,Nariño,13063.711389858721,724805.9395477596,724794.324365076,27506742.98818821,37.951101524262455,1.6025231099559e-05,27507183.79716546,1430373557.452604,13063711389858.72,18.023736668065638,9133.076686012208,37.95110152426246
2021,52,Nariño,13745.169366932374,751107.8141664697,750836.1245441664,29356937.379182994,39.09899433382435,0.0003617185405065948,29367560.170185994,1527113128.8496716,13745169366932.375,18.29986202737867,9000.75384545099,39.09899433382435
2022,52,Nariño,14343.985739924141,806822.2048889796,806600.3563985825,30516657.873613358,37.83367764659593,0.00027496577195418315,30525051.217885427,1587302663.3300421,14343985739924.14,17.77837254974645,9036.704890188701,37.83367764659593
2023,52,Nariño,14344.291380776132,824826.6626084788,824457.6221557417,32582800.295463577,39.520285118194494,0.0004474157655985911,32597384.879375894,1695064013.7275465,14344291380776.133,17.39067373915015,8462.389186843855,39.520285118194494
2024,52,Nariño,14662.831531486238,824688.2288883963,824395.2087859183,30905863.85738943,37.48913570580341,0.00035531015505452235,30916848.927775756,1607676144.2443392,14662831531486.238,17.779848211548238,9120.513222753736,37.48913570580341
2010,54,Norte de Santander,10706.444650889329,522222.97659854864,521768.3454062616,24951953.541472334,47.82189981656348,0.0008705691106282165,24973694.868803367,1298632133.1777751,10706444650889.328,20.501672907279513,8244.401457008826,47.82189981656348
2011,54,Norte de Santander,10946.591957631446,567181.9968380888,566981.8732433895,27122829.39206274,47.8372072759717,0.00035283841132993654,27132402.74594318,1410884942.7890453,10946591957631.447,19.299963712981402,7758.670906213062,47.83720727597169
2012,54,Norte de Santander,11117.494335435653,577499.8004485627,577419.5959129237,27355259.54623393,47.37501071986336,0.00013888236078474225,27359059.236969613,1422671080.32242,11117494335435.652,19.251079094400268,7814.521915294781,47.37501071986337
2013,54,Norte de Santander,11696.499805065418,565523.9572189985,565313.5963387303,26704962.32808132,47.239200509304524,0.0003719751879347477,26714899.60788362,1389174779.6099484,11696499805065.418,20.682589403610294,8419.746727873619,47.239200509304524
2014,54,Norte de Santander,12253.405829289468,552809.7225273908,552576.3251467436,25419069.308644667,46.00101045207522,0.00042220201840914573,25429805.823991306,1322349902.847548,12253405829289.469,22.16568437557162,9266.386909321796,46.00101045207522
2015,54,Norte de Santander,12534.024866470347,555526.4268258071,555418.213671363,25752234.030602455,46.36548351624614,0.00019479389137688763,25757251.385831073,1339377072.0632157,12534024866470.348,22.562427746395155,9358.10021532067,46.36548351624614
2016,54,Norte de Santander,13041.233784068678,561297.120377301,561265.6521845062,26585911.541975208,47.36778642787063,5.6063342661838433e-05,26587402.120610785,1382544910.2717607,13041233784068.678,23.234100640499328,9432.77407278236,47.36778642787063
2017,54,Norte de Santander,12940.020336124177,560793.3416176747,560793.3416176747,27022117.02265051,48.185516869194664,0.0,27022117.02265051,1405150085.1778264,12940020336124.176,23.074489969508477,9208.995161884486,48.18551686919466
2018,54,Norte de Santander,13347.360858114384,556433.9476038124,556433.9476038124,26838422.23299149,48.232898708942116,0.0,26838422.23299149,1395597956.1155574,13347360858114.383,23.987323051716217,9563.901121827956,48.232898708942116
