anio,pib_miles_millones_2015,ocupados,horas_sem_expandidas,horas_anuales,group_code,group_name,group_label_short,group_order,sector_code,dane_groups,pib_pesos_2015,pib_por_trabajador_millones_2015,pib_por_hora_pesos_2015
2014,27166.0,989379.6685324257,56798493.970876664,2953521686.4855866,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",27166000000000.0,27.457608907909016,9197.833259292905
2015,27868.0,1019089.0489925866,57388061.938921094,2984179220.823897,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",27868000000000.0,27.345991037337434,9338.581210382523
2016,27602.0,1018224.7768858566,57045241.04166177,2966352534.166412,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",27602000000000.0,27.107963414932883,9305.0302289025
2017,27862.0,1007090.6520410798,55515649.85518518,2886813792.4696293,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",27862000000000.0,27.6658312174101,9651.471138415354
2018,28299.999999999996,1012326.6168207796,55699232.12063587,2896360070.273065,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",28299999999999.996,27.955404441381166,9770.88459769158
2019,28987.999999999996,1081036.616272731,59671179.37169501,3102901327.3281407,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",28987999999999.996,26.815002899667476,9342.224241774747
2021,26795.0,963514.6413977173,48922350.040778704,2543962202.1204925,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",26795000000000.0,27.809644865520653,10532.782278630286
2022,30626.0,1115617.8674687545,57934646.96950976,3012601642.4145074,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",30626000000000.0,27.45205226005199,10165.96405207235
2023,31495.0,1211502.9028865756,62803244.160054915,3265768696.3228555,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",31495000000000.0,25.99663601709806,9643.977552807797
2024,31529.0,1196313.6488386807,61294912.98265994,3187335475.098317,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",31529000000000.0,26.35512854894427,9891.961560471587
2025,31811.564147692417,1300723.9382313886,65600851.29982086,3411244267.590685,"072,074",Transporte terrestre y tuberías,Transporte terrestre y tuberías,44,G+H+I,"072,074",31811564147692.418,24.456814557397184,9325.501679819748
2010,3115.0,30085.25659672657,1495965.3163033412,77790196.44777374,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,3115000000000.0,103.53908699382434,40043.60629287429
2011,3566.0,28624.580264108747,1355959.8483053616,70509912.1118788,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,3566000000000.0,124.5782459375053,50574.44965101915
2012,3749.0,32273.849443029485,1599633.9521066442,83180965.50954549,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,3749000000000.0,116.16215805362226,45070.4073586376
2013,4126.0,33100.22078606815,1627791.6482348067,84645165.70820995,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,4126000000000.0,124.65173651459838,48744.662090014775
2014,4400.999999999999,32562.454503981302,1530501.4485123674,79586075.3226431,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,4400999999999.999,135.15565908773564,55298.61828414432
2015,4878.0,28670.480342117764,1380981.0346675813,71811013.80271423,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,4878000000000.0,170.14015606965876,67928.29876209918
2016,5251.0,30714.04927793738,1510066.6320994713,78523464.86917251,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,5251000000000.0,170.96410676699395,66871.73074632736
2017,5550.0,30508.43075821027,1493042.3262966764,77638200.96742718,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,5550000000000.0,181.91692794643043,71485.42767404518
2018,5902.0,29929.46219198132,1399002.0594162007,72748107.08964244,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,5902000000000.0,197.19699479201665,81129.25869985009
2019,6228.999999999999,35554.10951585817,1671601.4913834075,86923277.5519372,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,6228999999999.999,175.19775026911262,71660.89654498053
2021,4366.000000000001,25641.336274313453,1176263.4040446188,61165697.01032018,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,4366000000000.001,170.27193720686466,71379.87815725124
2022,7108.0,33964.73949901263,1613812.4673977692,83918248.304684,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,7108000000000.0,209.27585798815366,84701.48202084503
2023,7179.000000000001,44539.16699150365,2111856.939038534,109816560.83000378,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,7179000000000.001,161.183975474204,65372.653684839985
2024,7448.0,50151.82757325452,2347771.6265243203,122084124.57926466,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,7448000000000.0,148.5090446429104,61007.11313340574
2025,7891.843440684532,45707.76702903816,2030084.5444209033,105564396.30988698,073|075,Transporte acuático; Transporte aéreo,Transporte acuático; Transporte aéreo,45,G+H+I,073; 075,7891843440684.532,172.6586957457546,74758.57122810445
2010,5658.000000000001,267586.45231457765,13026771.40502491,677392113.0612954,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,5658000000000.001,21.144568236019634,8352.621607048477
2011,6449.000000000001,268739.1666892655,12996365.395472309,675811000.56456,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,6449000000000.001,23.997246398612127,9542.608798336554
2012,6877.0,291354.1837619675,13548886.64182089,704542105.3746864,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,6877000000000.0,23.603573874258892,9760.949626059191
2013,7329.999999999999,296071.844041191,13891755.314927032,722371276.3762057,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,7329999999999.999,24.75750446226225,10147.136576043187
2014,7703.0,291739.3932989269,13881595.494791765,721842965.7291718,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,7703000000000.0,26.40370199202829,10671.296065368999
2015,7957.0,275965.1415500051,13109053.495667433,681670781.7747065,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,7957000000000.0,28.83335176069034,11672.790169008305
2016,7936.0,278377.1654864216,13273496.264356216,690221805.7465233,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,7936000000000.0,28.508085374506386,11497.753235159906
2017,8247.0,269537.0483437423,12913987.747678155,671527362.8792641,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,8247000000000.0,30.596906995444087,12280.95898377078
2018,8549.0,267599.5780969562,12582559.426050602,654293090.1546313,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,8549000000000.0,31.946986093163954,13066.009909992457
2019,9055.0,303257.55778636347,14469231.896028716,752400058.5934932,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,9055000000000.0,29.859107440214224,12034.820966025783
2021,9266.0,290285.9045791605,13379382.470129488,695727888.4467334,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,9266000000000.0,31.92025466559702,13318.425427342097
2022,10825.0,392132.98269462585,18477612.86246538,960835868.8481998,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,10825000000000.0,27.605431008668774,11266.232195282684
2023,10154.0,406164.6977053935,19007586.39147497,988394492.3566984,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,10154000000000.0,24.99971084972303,10273.226002897998
2024,10274.0,406429.4788695309,18749906.53078987,974995139.6010733,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,10274000000000.0,25.27867818194872,10537.488427074299
2025,10746.074166070752,446076.3324776965,20397298.815526344,1060659538.4073699,076|077,Almacenamiento y apoyo al transporte; Correo y mensajería,Almacenamiento y apoyo al transporte; Correo y mensajería,47,G+H+I,076; 077,10746074166070.752,24.090213677965192,10131.501935301962
2010,23796.0,863326.4591965569,40038891.22282215,2082022343.586752,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,23796000000000.0,27.56315382960164,11429.272156131638
2011,24756.0,914136.6225455772,42368050.39988361,2203138620.793948,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,24756000000000.0,27.081291121520195,11236.696486705247
2012,25686.0,1007364.3604454017,45490050.9632399,2365482650.0884748,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,25686000000000.0,25.49822190318809,10858.671907417829
2013,27318.000000000004,1085871.3508214953,48312320.63364804,2512240672.949698,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,27318000000000.004,25.15767634843031,10873.958173730669
2014,28679.0,1143580.465954698,50201926.06334931,2610500155.294164,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,28679000000000.0,25.07825278045288,10986.017350674438
2015,29860.0,1272254.789597796,54569673.698651865,2837623032.329897,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,29860000000000.0,23.470141550372773,10522.891751228402
2016,31065.0,1311593.7793163897,55749612.736965686,2898979862.322216,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,31065000000000.0,23.68492477616908,10715.838493308991
2017,31746.0,1255587.403223261,54332653.18280993,2825297965.5061164,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,31746000000000.0,25.283783445504284,11236.336976695875
2018,32589.0,1249165.667211511,54653669.060844555,2841990791.1639166,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,32589000000000.0,26.088613268364806,11466.961856921927
2019,33711.99999999999,1359924.6486790935,59136001.90360733,3075072098.9875813,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,33711999999999.992,24.78960877188655,10962.994985092913
2021,34499.0,1120390.0807817315,47391883.2415053,2464377928.5582757,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,34499000000000.0,30.79195415219042,13999.070353702933
2022,41050.0,1360637.649940014,58625372.38257941,3048519363.8941293,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,41050000000000.0,30.169678166563862,13465.55330636424
2023,39059.0,1527095.33622252,64971070.773041025,3378495680.1981335,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,39059000000000.0,25.577316015264508,11561.062584430882
2024,40444.0,1568946.9854121231,66110747.10594185,3437758849.508976,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,40444000000000.0,25.777798979852957,11764.64137552194
2025,40636.9681586291,1733839.7050460202,72853299.75740421,3788371587.385019,078-080,Alojamiento y comida,Alojamiento y comida,49,G+H+I,078-080,40636968158629.09,23.43755771676165,10726.764051854634
2010,18256.0,402662.02835911995,19963985.38842923,1038127240.19832,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,18256000000000.0,45.338270594807916,17585.51292470896
2011,20153.0,409538.14216138923,20201060.130789153,1050455126.801036,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,20153000000000.0,49.209091718881176,19185.017508907953
2012,20415.0,380792.1458251577,18426191.938359287,958161980.7946827,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,20415000000000.0,53.611925098301874,21306.418339692584
2013,22218.0,370259.3680682825,17972570.112041894,934573645.8261787,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,22218000000000.0,60.00658434630775,23773.40737054373
2014,23653.999999999996,370552.27032954025,17288507.93265875,899002412.4982551,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,23653999999999.996,63.83444899410271,26311.38656710324
2015,23961.0,338200.07860969775,16028108.197929539,833461626.2923361,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,23961000000000.0,70.8485938220386,28748.774081646436
2016,23804.0,289345.52941320656,13498997.077806404,701947848.045933,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,23804000000000.0,82.26842159363778,33911.35120118261
2017,23758.0,291393.4158963241,13427030.994078625,698205611.6920885,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,23758000000000.0,81.53238441205185,34027.225794451755
2018,24595.0,285920.42743049224,13215711.987138022,687217023.3311771,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,24595000000000.0,86.02043659849762,35789.27640758895
2019,24821.0,287226.7805251041,13383189.049760565,695925830.5875494,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,24821000000000.0,86.41603667534966,35666.157094707014
2021,27210.0,310193.32753567735,14505635.841439752,754293063.7548671,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,27210000000000.0,87.71948841120833,36073.512149970935
2022,30564.0,359790.87452721596,16840956.424313862,875729734.0643209,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,30564000000000.0,84.94934742345174,34901.1787668216
2023,31034.000000000004,382663.4118305091,17755654.94556381,923294057.1693182,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,31034000000000.004,81.09999294561696,33612.26010177691
2024,30969.0,388326.4723371959,17449579.45642205,907378131.7339467,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,30969000000000.0,79.74990685957836,34130.20318312063
2025,31286.88267426024,398052.6886598733,17674330.998138268,919065211.90319,081-084,Información y comunicaciones,Información y comunicaciones,50,J,081-084,31286882674260.24,78.59985264662826,34042.07043096725
2010,22312.0,220834.9530420208,9983967.82182133,519166326.73470926,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,22312000000000.0,101.03473065585972,42976.59314757772
2011,24754.0,215059.7265371115,9698753.50135436,504335182.0704267,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,24754000000000.0,115.10290838079513,49082.437394865876
2012,26626.0,233934.47688171628,10613882.52972589,551921891.5457463,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,26626000000000.0,113.8181953977773,48242.3335762776
2013,29160.000000000004,257989.93427983735,11617209.42813478,604094890.2630086,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,29160000000000.004,113.02766552268137,48270.56224114796
2014,32139.0,254497.70455383335,11408103.738878587,593221394.4216865,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,32139000000000.0,126.28404667281275,54177.07503845395
2015,34696.0,272999.8248966723,12334662.780965958,641402464.6102298,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,34696000000000.0,127.09165660868864,54093.961146663525
2016,35726.0,280941.92670837964,12725111.401045987,661705792.8543913,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,35726000000000.0,127.16507079800846,53990.76203623552
2017,37651.0,257062.3277797193,11585918.114961378,602467741.9779917,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,37651000000000.0,146.46642440841714,62494.63228750827
2018,39057.0,250553.43958245736,11325582.439573867,588930286.857841,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,39057000000000.0,155.88291290308274,66318.54545702414
2019,41505.00000000001,282806.7849171858,12870607.097923677,669271569.0920312,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,41505000000000.01,146.760976799598,62015.184742283105
2021,44003.0,306701.05251112086,14141201.743500078,735342490.662004,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,44003000000000.0,143.47195629008957,59840.14327852262
2022,46940.00000000001,398280.92024183273,18386746.33476671,956110809.4078687,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,46940000000000.01,117.85651185976583,49094.72786848894
2023,51135.0,398854.5324834046,18440259.14222241,958893475.3955653,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,51135000000000.0,128.20463561393177,53327.09139449056
2024,51684.00000000001,398161.45383580204,17941443.82122553,932955078.7037275,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,51684000000000.01,129.8066387443773,55398.16565639058
2025,53112.34172668485,426553.9778314568,18849604.10033033,980179413.2171772,085-088,Financieras y seguros,Financieras y seguros,51,K,085-088,53112341726684.85,124.5149371169878,54186.34691822161
2010,59932.0,214047.2855106472,10940366.729916891,568899069.9556783,089,Inmobiliarias,Inmobiliarias,52,L,089,59932000000000.0,279.99420715390875,105347.33341130118
2011,61628.0,233150.699929674,12211214.165570995,634983136.6096917,089,Inmobiliarias,Inmobiliarias,52,L,089,61628000000000.0,264.32689251453695,97054.54593494377
2012,63579.0,266075.0932555178,13712819.955932118,713066637.7084701,089,Inmobiliarias,Inmobiliarias,52,L,089,63579000000000.0,238.95133972176677,89162.77475036438
2013,65625.0,286498.7777829726,14785887.349057373,768866142.1509833,089,Inmobiliarias,Inmobiliarias,52,L,089,65625000000000.0,229.05856879330906,85352.95860005905
2014,67664.00000000001,318304.4186937912,16138780.187441135,839216569.7469391,089,Inmobiliarias,Inmobiliarias,52,L,089,67664000000000.016,212.57637665750653,80627.57867186025
2015,69825.0,225334.55674141136,11519366.147391748,599007039.6643709,089,Inmobiliarias,Inmobiliarias,52,L,089,69825000000000.0,309.8725779558505,116567.9121886841
2016,72289.0,225742.42549660112,11553347.741371566,600774082.5513215,089,Inmobiliarias,Inmobiliarias,52,L,089,72289000000000.0,320.22779874440755,120326.42901805716
2017,74495.0,240339.78011003227,12222099.559089214,635549177.0726391,089,Inmobiliarias,Inmobiliarias,52,L,089,74495000000000.0,309.9570115521231,117213.58895172593
2018,77449.0,249543.04435480476,12518348.648888705,650954129.7422127,089,Inmobiliarias,Inmobiliarias,52,L,089,77449000000000.0,310.3632890279307,118977.66134561729
2019,79963.99999999999,253032.18750207868,12509076.985952308,650472003.26952,089,Inmobiliarias,Inmobiliarias,52,L,089,79963999999999.98,316.0230356042868,122932.27010243402
2021,83143.0,149585.37086647484,6934301.836973206,360583695.52260673,089,Inmobiliarias,Inmobiliarias,52,L,089,83143000000000.0,555.8230695849019,230578.92254251236
2022,84843.0,207145.74356635413,9885294.350800514,514035306.24162674,089,Inmobiliarias,Inmobiliarias,52,L,089,84843000000000.0,409.5811892597378,165052.86498768008
2023,86413.0,261865.00296722958,12444647.473432647,647121668.6184976,089,Inmobiliarias,Inmobiliarias,52,L,089,86413000000000.0,329.99064029496884,133534.394211336
2024,88322.0,294037.99961779255,13817886.573843107,718530101.8398416,089,Inmobiliarias,Inmobiliarias,52,L,089,88322000000000.0,300.3761422496616,122920.38952000195
2025,90073.80494244305,316513.85220982396,14490046.618616177,753482424.1680412,089,Inmobiliarias,Inmobiliarias,52,L,089,90073804942443.05,284.58092533255433,119543.33910561772
2010,21757.0,286953.4848763071,12533764.31808543,651755744.5404423,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,21757000000000.0,75.82065089531315,33382.13768309939
2011,23283.0,292833.5745270486,12785254.9364844,664833256.6971887,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,23283000000000.0,79.50932551912479,35020.81125674598
2012,24399.0,291401.98231987556,12508525.072862156,650443303.7888322,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,24399000000000.0,83.72969808152133,37511.34012430572
2013,25690.0,319786.1062211556,13902959.792331144,722953909.2012196,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,25690000000000.0,80.33494732955495,35534.76877714719
2014,27555.0,328506.036695819,14308709.361985695,744052886.8232561,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,27555000000000.0,83.87973711884821,37033.65780575954
2015,27056.999999999996,337166.61338928045,14456703.248259652,751748568.9095019,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,27056999999999.996,80.2481589977622,35992.08714058385
2016,26368.999999999996,325361.51848213864,14204431.421717258,738630433.9292974,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,26368999999999.996,81.045232770659,35699.855826038256
2017,26193.0,333299.33403246437,14372514.239287619,747370740.4429561,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,26193000000000.0,78.58701571077464,35046.86306621501
2018,27282.0,342936.9335254933,14683377.588606864,763535634.6075569,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,27282000000000.0,79.55398597500991,35731.14176134351
2019,28160.0,396368.11647667014,16782773.874828413,872704241.4910774,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,28160000000000.0,71.0450685345613,32267.518205121396
2021,28986.0,420977.06706113607,18708940.714789785,972864917.1690687,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,28986000000000.0,68.85410695255409,29794.47556228681
2022,30867.0,497404.7430175146,21844587.01204872,1135918524.6265335,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,30867000000000.0,62.0561030695944,27173.6038552135
2023,31407.0,552767.8009192438,24155197.333648063,1256070261.3496993,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,31407000000000.0,56.8177088965216,25004.174500757534
2024,30896.0,583471.7176533118,25047618.250783287,1302476149.040731,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,30896000000000.0,52.95200960941493,23720.971798796312
2025,31191.24967170415,570643.7187215897,23820619.718881283,1238672225.3818269,090-093,"Profesionales, científicas y técnicas","Profesionales, científicas y técnicas",53,M+N,090-093,31191249671704.15,54.65976168384321,25181.197279279666
2010,23600.0,514524.9857557886,21062693.82661217,1095260078.9838328,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,23600000000000.0,45.867549008011395,21547.39358518002
2011,25288.0,563067.711630407,22543449.35141346,1172259366.2735,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,25288000000000.0,44.911117220301264,21572.017872109758
2012,26511.0,588180.9170866689,23979243.493210297,1246920661.6469355,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,26511000000000.0,45.07286657872579,21261.176284451183
2013,27907.000000000004,609698.5415393922,24824285.096124455,1290862824.9984717,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,27907000000000.004,45.77180048608818,21618.87340743045
2014,29948.999999999996,608609.060524785,24281927.370838553,1262660223.2836046,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,29948999999999.996,49.20892892093307,23718.970034643426
2015,30335.0,662547.4639038914,26544387.029399227,1380308125.5287597,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,30335000000000.0,45.78539901316469,21976.977052409555
2016,29626.0,705222.9856097751,27963638.77021798,1454109216.051335,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,29626000000000.0,42.00940781075607,20373.98544275102
2017,30610.0,715583.7872728523,28521623.614146512,1483124427.9356186,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,30610000000000.0,42.776262604631086,20638.861732327125
2018,31777.0,719280.7527150987,28750692.571592834,1495036013.7228274,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,31777000000000.0,44.178854890875435,21255.006373305536
2019,32934.00000000001,732092.863504516,29148187.74722288,1515705762.8555899,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,32934000000000.008,44.98609622056076,21728.491642040306
2021,34171.99999999999,910715.3112125889,39160467.5626815,2036344313.2594383,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,34171999999999.992,37.52215382708461,16781.052092955335
2022,37248.0,1033633.4015541872,42520258.40503081,2211053437.061602,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,37248000000000.0,36.03598717300866,16846.268559434295
2023,38012.0,1069394.4052735325,42533821.02775623,2211758693.443324,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,38012000000000.0,35.54535147420861,17186.323314873884
2024,38229.00000000001,1013681.8874094306,39778437.49710874,2068478749.8496547,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,38229000000000.01,37.71301477793807,18481.698205881323
2025,38843.95535022218,1080240.2302210107,41521198.4864523,2159102321.2955194,094-097,Servicios administrativos y de apoyo,Servicios administrativos y de apoyo,54,M+N,094-097,38843955350222.18,35.95862685309816,17990.789490196446
2010,31284.0,498847.21863817185,25407982.810015645,1321215106.1208136,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",31284000000000.0,62.71258780474665,23678.203386466088
2011,34831.0,497581.88134934293,25067567.78520854,1303513524.830844,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",34831000000000.0,70.00053921888245,26720.858154900998
2012,37542.99999999999,511574.0320144258,25909181.91368236,1347277459.5114827,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",37542999999999.99,73.38722775307197,27865.8265489077
2013,39212.0,528713.4709037251,26538079.81010831,1379980150.1256323,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",39212000000000.0,74.16493461567242,28414.901472626378
2014,43522.0,602689.4970201171,29956477.011112463,1557736804.577848,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",43522000000000.0,72.21297237663208,27939.251272807032
2015,45796.999999999985,564714.8573628546,27979457.82700313,1454931807.0041628,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",45796999999999.984,81.09756526305337,31477.076643406526
2016,47413.0,587208.1301116268,28798447.17804452,1497519253.258315,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",47413000000000.0,80.74309187610687,31661.028662461864
2017,49286.00000000001,547378.1720210747,27086864.47353098,1408516952.623611,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",49286000000000.01,90.0401267701673,34991.414131151316
2018,52156.99999999999,596458.5618948449,29192207.838468395,1517994807.6003566,"098,099",Administración pública y defensa,Administración pública y defensa,55,O+P+Q,"098,099",52156999999999.99,87.44446526898079,34359.14256021052
