anio,depto,departamento,ocupados,pib_por_trabajador_millones_2015,ocupados_remuneracion_valida,rem_total_mensual,rem_por_trabajador,share_ocupados_remuneracion_valida
2011,19,Cauca,488992.89351547667,22.340056581391284,488933.1543454045,464803049674.21014,950531.297771302,0.9998778322326063
2012,19,Cauca,497557.1407939269,23.9392155638881,497376.5358022742,475660643335.9481,955991.9943606083,0.9996370165819256
2013,19,Cauca,498471.5495433232,26.66333036168033,498394.989535923,495826718172.68384,994694.1177022791,0.9998464104772472
2014,19,Cauca,510662.2042522689,27.216726765628756,510628.5640182909,529839936778.8745,1037554.6346820133,0.9999341242925404
2015,19,Cauca,518882.58847436414,28.179854952217706,518861.2496605037,508264562625.16376,979536.7466840238,0.9999588754482528
2016,19,Cauca,536745.5522223647,27.900389894397442,536735.0494183428,515574403456.89545,960556.4523491414,0.9999804324339933
2017,19,Cauca,548289.2133049099,27.13228722835191,548038.7056579316,527032985202.3618,961231.7229908238,0.9995431103860893
2018,19,Cauca,570582.5931866079,26.532665320895852,570497.9238137626,549152250340.90137,962441.2957885348,0.9998516089101624
2019,19,Cauca,555847.7722853567,28.09104258560588,555443.2658411845,565358211433.4819,1017109.7908857731,0.9992722711786556
2021,19,Cauca,514765.261823874,31.271197625327954,514504.75371754006,587895929939.9083,1142066.051343332,0.9994939283482126
2022,19,Cauca,593729.7026402155,28.542287502945452,593328.1721200943,653255515752.1584,1100257.4283335358,0.9993237149525522
2023,19,Cauca,639628.0630046007,26.596750720913292,639531.0857444224,624931672963.3657,977023.5377538004,0.9998483849196317
2024,19,Cauca,653618.4184819818,26.649322562522446,653264.1590091127,693143531704.7666,1060471.2353647884,0.9994580026161259
2010,20,Cesar,353503.7225172694,32.69818842409751,352512.5327555521,435997252983.7454,1233359.7221524196,0.9971960980929448
