codigo,actividad,actividad_corta,sector_code,dane_groups,group_order,pib_2010_billones,pib_2025_billones,crec_pib,ocupados_2010_millones,ocupados_2025_millones,crec_ocupados,horas_2010_millones,horas_2025_millones,crec_horas,horas_semanales_2010,horas_semanales_2025,crec_horas_semanales,pib_trabajador_2010,pib_trabajador_2025,crec_pib_trabajador,pib_hora_2010,pib_hora_2025,crec_pib_hora
"001,002,004-008,013|003|009-012",Cultivos y apoyo agropecuario; Café; Ganadería,Cultivos y apoyo agropecuario; Café; Ganadería,A,"001,002,004-008,013; 003; 009-012",0,37.18,59.565474036280875,0.03191917165115199,2.8022010516749503,2.991843141907395,0.0043751722169833585,6517.366230784312,6521.129549702378,3.848492444724627e-05,44.7269712862701,41.916080337796714,-0.0043177961906044615,13.268141476778235,19.909290431017048,0.027424014647206008,5.704758438214341,9.134226452992245,0.031879459848101144
"014,015",Silvicultura,Silvicultura,A,"014,015",3,1.423,2.1380746483326276,0.027514275299906243,0.04304943337330715,0.03046753767752683,-0.022782292740220034,107.75051438903472,65.04048436685396,-0.033093912898529365,48.13362486664063,41.052826741525934,-0.01055201935219141,33.05502276093448,70.17549862290622,0.05146915335904323,13.206433473368294,32.872981638221574,0.06268260072715326
016,Pesca y acuicultura,Pesca y acuicultura,A,016,4,1.354,2.5980392331286484,0.04440386270543306,0.11113578197173007,0.1056474874261046,-0.0033706235194189693,288.28061381980206,239.2898255166804,-0.012340482817888243,49.88364557045474,43.55737676204562,-0.009000195569334624,12.183294848678177,24.59158562522231,0.04793606063826772,4.696812532966077,10.857290850201839,0.057453347571861935
"017|018,021|022","Carbón; Petróleo, gas y apoyo conexo; Apoyo a otras actividades mineras","Carbón; Petróleo, gas y apoyo conexo; Apoyo a otras actividades mineras",B,"017; 018,021; 022",5,33.28799999999999,30.429132885802296,-0.005968550579507292,0.07460961082669872,0.09878180023664591,0.018885724585141928,201.06927407893147,245.20269064894248,0.013316936394629497,51.82598818524507,47.73588198774478,-0.0054655669974961185,446.1623593952326,308.04391915216127,-0.024393584643429,165.55488227869415,124.09787513044785,-0.01903203852760449
019|020,Minerales metalíferos; Otras minas y canteras,Minerales metalíferos; Otras minas y canteras,B,019; 020,7,5.695000000000001,4.448774817688094,-0.016329199949922102,0.1167596672665614,0.20104211993712512,0.03689062322020775,293.9481425859645,471.49761493873865,0.03200211021490218,48.4143970963751,45.10130428678683,-0.004714588883178106,48.77540449818481,22.12857096353454,-0.05132636169941274,19.374165626287333,9.435413195602528,-0.04683256912600675
"023-025|026|027|028,032,035|029|030,031|033|034|036","Carnes, aves y pescado; Aceites y grasas; Lácteos; Molinería, panadería y alimentos; Productos de café; Azúcar y panela; Cacao y confitería; Frutas, hortalizas y otros alimentos; Bebidas y tabaco","Carnes, aves y pescado; Aceites y grasas; Lácteos; Molinería, panadería y alimentos; Productos de café; Azúcar y panela; Cacao y confitería; Frutas, hortalizas y otros alimentos; Bebidas y tabaco",C,"023-025; 026; 027; 028,032,035; 029; 030,031; 033; 034; 036",10,23.952,33.54384650104266,0.022707416216744658,0.5978903662379812,0.6586972624801123,0.006478001179062387,1412.1912677884575,1532.7996042716688,0.0054785045120993026,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471171,50.92452695908302,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
"037,038",Textiles y confecciones,Textiles y confecciones,C,"037,038",19,7.967,10.607965725792193,0.01926979071826329,0.4813899335993708,0.49805116874437017,0.0022709216973502144,1119.108049812923,1121.444018770091,0.00013902122351860946,44.706603001298504,43.30123586410685,-0.0021270700642708196,16.549992934896746,21.29894756102227,0.01696035338641333,7.119062365186108,9.459202196669748,0.019128110281449784
039,"Cuero, calzado y artículos de viaje","Cuero, calzado y artículos de viaje",C,039,20,1.676,1.1849977163851964,-0.022846256986206348,0.13365241144631937,0.1828688716093106,0.02112176316134029,354.1790127416737,403.9928821521024,0.008811581313300065,50.96155607452283,42.48450717265144,-0.012055547430434355,12.539990725667936,6.480040621221088,-0.0430585477009362,4.732070336483822,2.9332143429671795,-0.03138131925318832
040|041,Madera; Papel y cartón,Madera; Papel y cartón,C,040; 041,21,3.821,4.614205513227691,0.012654568676338407,0.08967244792469842,0.0952492114615323,0.004030311382102969,214.32896629242688,201.42262222545511,-0.004131890920712089,45.964072417206076,40.667128960311736,-0.008129438135766387,42.610635579042615,48.44350354639105,0.00858963837691662,17.82773493521492,22.908079848463828,0.01685610719332109
042,Impresión y reproducción,Impresión y reproducción,C,042,23,1.578,1.8796293993284645,0.011729349405886769,0.05375330362698627,0.041980983995312124,-0.016344185320070204,129.42732227561564,93.32943084092982,-0.021563053959805845,46.303888298861565,42.75261263865032,-0.00530558408932269,29.356335211512132,44.77335260979963,0.028539997738021627,12.192170650333376,20.13972851213563,0.03402611021632951
