depto,departamento,pib_inicio,pib_fin,ocupados_inicio,ocupados_fin,horas_sem_inicio,horas_sem_fin,pib_trabajador_inicio,pib_trabajador_fin,pib_hora_inicio,pib_hora_fin,crec_pib,crec_ocupados,crec_pib_trabajador,crec_pib_hora,ranking_pib_trabajador,ranking_pib_hora,ranking_crec_pib_trabajador,ranking_crec_pib_hora,pib_hora_rel_lider
5,Antioquia,85660.0106905345,149162.56286814398,2052984.8756921368,3130339.2561002993,45.74927149385575,45.05931540430055,41.7246184834437,47.6506061052204,17.5390007992752,20.336700668743802,0.03766885256985675,0.028522295685236898,0.00889291065734854,0.009915512812683769,5,6,11,15,0.7122525135726834
8,Atlántico,26735.527670363914,45132.440414469056,750421.8888382016,1209186.9753406516,48.62887340451834,44.97777455488898,35.62732919712095,37.32461673411125,14.089179907565372,15.958572831669366,0.03552360652953701,0.03231569709257931,0.003107488771111999,0.008340526397250692,11,11,17,18,0.558917289364389
11,Bogotá D.C.,161609.20423553154,267051.3678142882,2894592.734262623,3964950.027902832,48.646978793915885,45.36357146885013,55.83141362948952,67.35302234200888,22.070867666516186,28.552655527650163,0.03405089377096848,0.021198143719387774,0.012585951248176741,0.01731427817350184,1,1,9,8,1.0
13,Bolívar,22106.628084404685,35907.28967549529,562658.6924622254,796377.3261698836,49.993227938075115,43.86524406956144,39.2895877741884,45.088287292392764,15.113426894405908,19.766958245019953,0.03286606308364459,0.023430267592940313,0.009219773725177127,0.01805629351497795,7,7,10,6,0.6922984177733588
15,Boyacá,16725.606538892807,25177.13652572238,390103.80984147574,529805.9535491505,42.071214553143065,40.43534088736809,42.87475824880946,47.52142998216927,19.59806937986952,22.600864329271605,0.02764149103699598,0.020616165522049812,0.006883415873931931,0.00954911056216945,6,5,14,17,0.7915503448491895
17,Caldas,10424.105841816947,15746.930873762623,310877.6970847659,429957.62929398025,49.33129136360557,45.25473484902362,33.531211597256025,36.624378312858774,13.071439535244988,15.5633431486158,0.02788329313822735,0.02185452611404126,0.005899829056013051,0.011700500828605742,12,12,15,13,0.545075155392968
18,Caquetá,2543.6996539814345,3896.2083901751707,157539.39235874632,156651.94694931235,51.670879097167926,45.74563210794312,16.146435605064163,24.871752097890372,6.009349607475201,10.455706980522395,0.02883348298510713,-0.00037653517472480136,0.029221020902042927,0.037612182690545115,18,20,2,2,0.3661903520811636
19,Cauca,9839.773150700252,17418.488066932117,455294.25242090295,653618.4184819818,39.95084555598029,37.424753781581735,21.611898455515185,26.649322562522446,10.403119785148498,13.693796767433026,0.038807375894693186,0.024398202146101777,0.014065988907833171,0.01849136647150562,17,16,6,5,0.4795980098653893
20,Cesar,11134.524450427596,15193.05583498387,295464.0705555937,466649.8886965541,50.734808431375754,45.24457642006785,37.68486784024237,32.55771875874887,14.284256102158821,13.838343193154088,0.020935324462471483,0.03093772653651783,-0.009702236921380059,-0.002112081565352586,14,15,24,22,0.48466046108226774
23,Córdoba,11377.390547613604,17032.132414305022,475486.5324446113,774002.029012392,44.501657656989735,39.703648401760894,23.92789231930336,22.005281350538073,10.340104157871611,10.658428243878445,0.027263263218127998,0.03301570752743155,-0.0055685932627997925,0.0020234458260004473,22,19,21,20,0.37329026134038246
25,Cundinamarca,36255.88471610737,60506.329392063584,851102.2560682287,1497470.1840930174,45.6257005063871,44.743474286666725,42.59874117076822,40.405698914607,17.954936623091015,17.366391050824163,0.034732650684884625,0.038385056394391937,-0.0035173904776614195,-0.0022194206581824805,8,8,20,23,0.608223323886869
27,Chocó,3135.561964988735,3769.7102564905877,183515.6630472161,131819.79348657696,49.35428583990795,46.101869832132536,17.08607272493137,28.597452300473012,6.657543839234457,11.929039055917356,0.01235501567572439,-0.021816125097127714,0.03493324890092375,0.03964745562971106,16,17,1,1,0.417790879183387
41,Huila,11104.999199800037,15353.680484528884,364681.4185772146,485561.0025486689,43.53035836468116,42.75475798218274,30.451233965047106,31.620497535713756,13.452695433105285,14.22266245372801,0.021832232321836065,0.019268675641732402,0.0025150941467806387,0.003717369004796689,15,14,18,19,0.49812047919518015
44,La Guajira,7447.419513363011,8221.498196294806,264207.11939930456,331294.377495861,46.3871873517265,42.970837566744265,28.18780784672002,24.816292562639465,11.685839533906623,11.106052906092627,0.0066141009566598186,0.015199285172424526,-0.008456649193076093,-0.0033867550306301286,19,18,23,24,0.3889674253008661
47,Magdalena,8833.217406023727,13126.113447441481,338790.2650158678,550091.0381352282,50.062966561386546,44.75745759078868,26.072819434791047,23.861711130466922,10.015394775520768,10.252572082998002,0.026757338602797054,0.03284125440262464,-0.005890465523035626,0.0015615661277039727,21,22,22,21,0.35907595610746235
50,Meta,16992.009863654894,32066.04600507523,303870.3348576224,508097.8658874078,49.64604053369554,46.87483668533024,55.91862026155483,63.109979706509776,21.660500422447896,25.891363932458002,0.04324595780180496,0.03486556894515447,0.008098045879710414,0.01196563079584867,2,3,12,12,0.9067935522629414
52,Nariño,9238.670555310358,14662.831531486238,551087.7351483845,824688.2288883963,42.41690534671133,37.48913570580341,16.76442781442555,17.779848211548238,7.600574345297034,9.120513222753736,0.03127357798297581,0.027238457431216778,0.003928124499786856,0.012227637740750863,24,24,16,11,0.31942784494848486
54,Norte de Santander,10587.107645698461,15628.732391989028,486266.7765832507,642195.3250474753,48.288491878793444,46.674687287846346,21.772220837476663,24.336415701614847,8.670731643841942,10.027019385809337,0.02630496142720573,0.01871531705220053,0.0074502113082650645,0.009735768061901018,20,23,13,16,0.35117642126488907
63,Quindío,4932.914563532211,7970.451714641012,201908.8030565862,235888.77959825317,48.4030630110098,43.117794460174665,24.431399170593522,33.78902433687455,9.706712141907671,15.070087366260141,0.0325045070471881,0.01042357053582843,0.02185314867471888,0.029760529273331837,13,13,4,3,0.5277998521596841
66,Risaralda,10336.034283893716,16348.008932040064,376312.49513736874,422915.4710528113,48.89077534260024,45.365321665451894,27.466625258139942,38.655499859920276,10.803762635915158,16.386415217954436,0.03103655114945103,0.007813865124413732,0.02304263399092088,0.028159741681525796,10,10,3,4,0.573901618435664
68,Santander,40212.06603285416,62586.91370183193,807653.4740548292,1009902.5625092613,47.83607812878247,45.61257372903086,49.78876130002789,61.9732200167162,20.015775044705993,26.128599971341274,0.02993182145278217,0.015009936710902894,0.014701220354780942,0.017926096692010285,3,2,5,7,0.9151022729230402
70,Sucre,5199.4491567403265,8123.3195009249675,245021.32790444238,369316.4532408935,45.78688115552529,40.811681022923565,21.220394164087203,21.995552674785333,8.912694921704182,10.364468872390605,0.03019256990486885,0.02773146037999763,0.002394700969805097,0.01011123293120586,23,21,19,14,0.3629949187161851
73,Tolima,14816.869370980732,20323.273624119254,450371.8240781985,507517.6378363845,47.0862645719781,45.489649902621075,32.8991925756174,40.044467638129944,13.436546433476314,16.92881606621272,0.02129015983726612,0.007995659065138883,0.01318904565963841,0.015521826154662799,9,9,8,10,0.5928981299066557
76,Valle del Cauca,62817.00120460088,99509.13857737576,1410107.6795825013,1825807.5991241753,46.28695748337219,44.717599681131645,44.54766264601826,54.5014374050746,18.508147147573602,23.438301092991047,0.031143363833651794,0.017372940107388324,0.013535276183785694,0.015868621019049955,4,4,7,9,0.8208799027569812
