anio,depto,departamento,pib_miles_millones_2015,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,pib_pesos_2015,pib_trabajador,pib_hora
2024,15,Boyacá,25177.13652572238,529805.9535491505,529796.1551832374,21422488.13565117,40.43534088736809,1.849425407063343e-05,21422884.335917003,1113989985.4676843,92832498.78897369,25177136525722.38,47.52142998216927,22.600864329271605
2014,17,Caldas,12106.336467296247,417250.13007695647,417171.1640890213,19739629.293107484,47.31781818192782,0.00018925335726227566,19743365.79136716,1026655021.1510923,85554585.09592436,12106336467296.246,29.014578054327714,11.792019926735021
2015,17,Caldas,12513.501744755558,431007.75488342496,430832.1023065257,20455241.884324152,47.4784533808272,0.0004075392493733121,20463581.597007688,1064106243.0443997,88675520.25369997,12513501744755.559,29.033124353273173,11.759635681635066
2016,17,Caldas,12821.068783831432,434533.5704444661,434472.5175680921,20634002.2527705,47.492076986288694,0.00014050209357019394,20636901.780675486,1073118892.5951252,89426574.3829271,12821068783831.432,29.505358517449643,11.947482121786358
2017,17,Caldas,13043.346698233452,440344.9758737052,440139.80986922537,20178165.510750655,45.84489986658104,0.0004659210748861886,20187571.325682055,1049753708.9354669,87479475.74462225,13043346698233.451,29.620746035204903,12.425149430012906
2018,17,Caldas,13394.76340712194,450151.9054625769,449841.9428183205,20952334.37759888,46.57710271818959,0.0006885734359780571,20966771.539519213,1090272120.054999,90856010.00458325,13394763407121.94,29.75609620791776,12.285706623816298
2019,17,Caldas,13798.051820555198,445288.5637342009,445288.5637342009,20705718.670389853,46.49955187878886,0.0,20705718.670389853,1076697370.8602724,89724780.9050227,13798051820555.197,30.986764413719488,12.815162546120703
2021,17,Caldas,14454.188242439237,371043.28252546693,370818.0485251239,17541879.380944084,47.305894226870606,0.000607028912664842,17552534.276740607,912731782.3905115,76060981.86587596,14454188242439.236,38.95553139800384,15.836183774145189
2022,17,Caldas,15325.480229424333,415216.41125329334,414981.0792652766,19375455.684654873,46.68997371870324,0.0005667694764434072,19386443.328990545,1008095053.1075083,84007921.09229235,15325480229424.332,36.909620655806336,15.202415865629634
2023,17,Caldas,15401.145917755233,430648.076310808,430636.7152490007,19470004.42313247,45.2121329503329,2.6381313263157402e-05,19470518.08096936,1012466940.2104067,84372245.01753388,15401145917755.232,35.76271848162139,15.211504994478764
2024,17,Caldas,15746.930873762623,429957.62929398025,429900.7398882837,19455043.995043352,45.25473484902362,0.00013231398124036176,19457618.510013867,1011796162.5207211,84316346.87672676,15746930873762.623,36.624378312858774,15.5633431486158
2014,18,Caquetá,3323.447940373748,188742.1580393684,188667.38600522344,8930008.236004498,47.332018665681105,0.0003961596864298089,8933547.347320318,464544462.06065655,38712038.50505471,3323447940373.748,17.60840278026562,7.154208502737029
2015,18,Caquetá,3349.8674772843992,188419.35728416714,188325.23954339506,8983600.31786778,47.702582721514204,0.0004995120571934519,8988089.977182522,467380678.81349117,38948389.90112426,3349867477284.3994,17.778786243455087,7.167321263233408
2016,18,Caquetá,3426.8095046940543,202724.91575901207,202610.82700985824,9277271.709403511,45.7886276183657,0.0005627761576650903,9282495.67665396,482689775.18600595,40224147.932167165,3426809504694.054,16.90374116996873,7.099403552464982
2017,18,Caquetá,3453.8970974461545,206916.49401315025,206885.4748160598,9619180.282809634,46.49519397803045,0.00014991166962485813,9620622.526395397,500272371.3725607,41689364.281046726,3453897097446.1543,16.692227045112446,6.904033272854845
2018,18,Caquetá,3525.1160766339985,213114.93259362754,213075.83661347232,9756215.16976931,45.78752487766811,0.0001834502147710637,9758005.277933285,507416274.4525308,42284689.5377109,3525116076633.9985,16.540915428745535,6.947187652657317
2019,18,Caquetá,3595.8663305674672,207086.71687910456,207079.58887015155,9220647.443853691,44.52707045712488,3.442040639023425e-05,9220964.83321056,479490171.3269491,39957514.27724576,3595866330567.4673,17.36406074111795,7.499353575102919
2021,18,Caquetá,3662.685910575827,142593.7691457844,142428.5813856376,6667350.35270786,46.81188486077409,0.0011584500580661405,6675083.103116261,347104321.3620456,28925360.1135038,3662685910575.827,25.686156783128343,10.55211844152029
2022,18,Caquetá,3764.622416903448,150180.76345014572,149719.92604557672,7051542.450990994,47.09822291018506,0.003068551484105231,7073247.073796736,367808847.8374303,30650737.31978586,3764622416903.448,25.067274465901612,10.235268778981066
2023,18,Caquetá,3815.593053795733,155221.94692061108,154839.46535617486,7137730.179762086,46.097615768326726,0.0024640946207938885,7155361.6679579355,372078806.73381263,31006567.227817718,3815593053795.733,24.58153070162967,10.25479813615246
2024,18,Caquetá,3896.2083901751707,156651.94694931235,156440.18067859873,7156454.95222333,45.74563210794312,0.0013518266120378097,7166142.334136265,372639401.3750858,31053283.447923813,3896208390175.171,24.871752097890372,10.455706980522395
2014,85,Casanare,13429.612168509564,58025.18134637739,57967.56074907157,2716993.1449811896,46.8709241836557,0.0009930274403082695,2719693.8756289277,141424081.53270423,11785340.127725353,13429612168509.564,231.44455315602386,94.95986838283956
