anio,depto,departamento,pib_miles_millones_2015,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,pib_pesos_2015,pib_trabajador,pib_hora
2017,27,Chocó,3482.398323555387,169353.22435467487,169216.26692977373,7565636.324505273,44.70986425699298,0.0008087086940506971,7571759.672381591,393731502.96384275,32810958.580320228,3482398323555.3867,20.562928971828917,8.844601707867868
2018,27,Chocó,3201.860110136186,198841.6654735614,198841.6654735614,8696978.72636981,43.7382110316622,0.0,8696978.72636981,452242893.7712301,37686907.81426918,3201860110136.186,16.10256131435348,7.07995670962575
2019,27,Chocó,3340.9158841057924,213202.1022463767,212852.40952769783,9715191.490438169,45.64285418236697,0.001640193576866067,9731152.464205464,506019928.13868415,42168327.34489035,3340915884105.7925,15.670182652537942,6.602340537051245
2021,27,Chocó,3546.1677732149274,127009.90199345381,126993.96463107641,5399269.229820275,42.51595141159198,0.00012548125876221672,5399946.8219447415,280797234.74112654,23399769.561760545,3546167773214.9272,27.920403980767574,12.628926978159958
2022,27,Chocó,3624.0748396385557,143303.69900274277,143301.10390059152,6168134.48878177,43.043174971357,1.8109107924657586e-05,6168246.190217734,320748801.8913222,26729066.82427685,3624074839638.5557,25.289471694440998,11.298794627661568
2023,27,Chocó,3713.970579743413,130222.81313351083,130222.81313351083,5796063.25466652,44.508816198926,0.0,5796063.25466652,301395289.24265903,25116274.10355492,3713970579743.413,28.520122476049323,12.322590008210861
2024,27,Chocó,3769.7102564905877,131819.79348657696,131819.79348657696,6077138.960616764,46.101869832132536,0.0,6077138.960616764,316011225.9520717,26334268.82933931,3769710256490.588,28.597452300473012,11.929039055917356
2014,25,Cundinamarca,46230.44792279673,965222.6841272218,963687.8075106867,43851047.16197084,45.503374454059966,0.0015901787657663924,43920889.22739381,2283886239.824478,190323853.3187065,46230447922796.734,47.89614736893533,20.242009920051732
2015,25,Cundinamarca,48055.14651495274,991150.7432435409,990069.5626935501,44287207.64238281,44.731410106070236,0.0010908336167438915,44335570.37296315,2305449659.394084,192120804.949507,48055146514952.74,48.48419561054081,20.844153468778213
2016,25,Cundinamarca,49600.649347074606,990807.2944562166,987492.0925232061,44583776.32324756,45.14848945203056,0.003345960361373801,44733452.68275143,2326139539.5030746,193844961.6252562,49600649347074.61,50.060843944731815,21.32316161809907
2017,25,Cundinamarca,50408.732976475134,1001218.54984153,1000297.7535689101,45849394.65021103,45.83574689298998,0.0009196756020608543,45891600.035102844,2386363201.825348,198863600.15211233,50408732976475.13,50.34738218189593,21.123663379454182
2018,25,Cundinamarca,51551.400703454856,987279.3411311205,985912.8906844822,45685985.67357911,46.33876492056114,0.0013840565579674724,45749305.29960148,2378963875.579277,198246989.63160643,51551400703454.86,52.215617764666995,21.669686216190275
2019,25,Cundinamarca,52890.19488571039,1017674.2075830013,1017426.9847391335,46431216.44803401,45.63591996720914,0.00024292926166913364,46442498.68995083,2415009931.8774433,201250827.6564536,52890194885710.39,51.97163737825858,21.900611748040816
2021,25,Cundinamarca,55181.84042911929,1159111.1777365466,1158536.244961347,54164305.69347123,46.75236180917098,0.0004960117599093206,54191185.15859331,2817941628.2468524,234828469.02057102,55181840429119.29,47.60702984236213,19.582322031081244
2022,25,Cundinamarca,59558.24638100433,1413964.7766806285,1413959.0510514576,64749578.049462,45.79310695123206,4.049343565903918e-06,64749840.24381098,3366991692.678171,280582641.05651426,59558246381004.33,42.12144981491057,17.688860507294727
2023,25,Cundinamarca,59647.96244907074,1495204.7075644536,1495204.7075644536,67073847.79125565,44.85930752619993,0.0,67073847.79125565,3487840085.145294,290653340.42877454,59647962449070.74,39.89284018924178,17.101690729202673
2024,25,Cundinamarca,60506.329392063584,1497470.1840930174,1497261.7825406545,66992694.067516565,44.743474286666725,0.00013916908301525588,67002018.67701601,3484104971.2048326,290342080.933736,60506329392063.586,40.405698914607,17.366391050824163
2014,23,Córdoba,13683.779018080728,631624.0728066363,631624.0728066363,25310218.61887171,40.071649749518194,0.0,25310218.61887171,1316131368.181329,109677614.01511075,13683779018080.729,21.664435551476902,10.396970506819086
2015,23,Córdoba,13656.567300133398,688851.2853812499,688851.2853812499,27829313.212570693,40.39959538896462,0.0,27829313.212570693,1447124287.0536761,120593690.58780634,13656567300133.398,19.825131476055923,9.43703828503768
2016,23,Córdoba,13731.403833371107,681287.1612159385,681254.6534406389,29469501.837957166,43.257688867331886,4.771523250424181e-05,29470908.049186848,1532487218.5577161,127707268.213143,13731403833371.107,20.15508968180724,8.960207737519841
2017,23,Córdoba,13920.294746264999,717600.8775971008,717600.8775971008,30196850.773716353,42.08028685086206,0.0,30196850.773716357,1570236240.2332506,130853020.01943755,13920294746265.0,19.39838032650873,8.865095830546627
2018,23,Córdoba,14195.537270490544,733491.9705589513,733491.9705589513,30750654.030691188,41.92364097354456,0.0,30750654.030691188,1599034009.5959418,133252834.13299514,14195537270490.545,19.353364236111485,8.877570574047766
2019,23,Córdoba,14774.33245866878,714653.0130086724,714632.4698104642,30197749.5674983,42.25633572947978,2.8745695931142734e-05,30198617.647778742,1570328117.6844945,130860676.47370787,14774332458668.78,20.67343478546209,9.408436550479696
2021,23,Córdoba,15431.429349159753,717622.3886015376,717622.3886015376,28408360.619446516,39.586781391822434,0.0,28408360.619446516,1477234752.2112188,123102896.01760156,15431429349159.752,21.50355060581605,10.446159167363891
2022,23,Córdoba,16488.358344392895,716490.8287560145,716461.1214450201,28858861.8189977,40.27973180288231,4.1462234828593125e-05,28860058.421517137,1500723037.9188912,125060253.1599076,16488358344392.895,23.012657919181336,10.986942912036533
2023,23,Córdoba,16707.527697314483,754655.9448473185,754548.0945887251,29906069.043530885,39.63441065984206,0.00014291315046244257,29910343.62496974,1555337868.4984264,129611489.04153554,16707527697314.482,22.13926466940473,10.7420567811703
2024,23,Córdoba,17032.132414305022,774002.029012392,773951.7879030013,30728709.666814983,39.703648401760894,6.491082388360159e-05,30730704.42215755,1597996629.9521925,133166385.82934938,17032132414305.021,22.005281350538073,10.658428243878445
2014,94,Guainía,291.88383692139314,6496.575731561519,6478.135353879587,291808.70111418254,45.04516889098742,0.0028384765211534324,292639.3510412788,15217246.254146498,1268103.8545122081,291883836921.3931,44.92887468445409,19.1811206867904
2015,94,Guainía,307.30493173785527,6326.467357447254,6315.534885167113,299903.831571291,47.48668751330243,0.0017280532187162745,300422.9784662059,15621994.880242705,1301832.906686892,307304931737.8553,48.57449100343634,19.67129896620994
2016,94,Guainía,306.52682058514216,5884.112965992659,5867.765945315088,273349.3713168421,46.58491389471462,0.002778162277313312,274110.89586754184,14253766.585112175,1187813.8820926812,306526820585.14215,52.0939727630519,21.504969844623695
2017,94,Guainía,304.2632917464143,6467.212139360704,6458.68498907976,301024.57936766325,46.60771966377532,0.001318520267650669,301422.01039748837,15673944.540669395,1306162.045055783,304263291746.4143,47.047056009591685,19.412043404705067
2018,94,Guainía,313.2012872194158,5499.893980749375,5499.893980749375,258113.78387775124,46.93068353339105,0.0,258113.78387775124,13421916.761643065,1118493.0634702554,313201287219.41583,56.94678630455006,23.335064043496182
2019,94,Guainía,322.48635874138705,5169.905346023884,5159.517805574089,239578.95077275147,46.43436844309795,0.002009232230486324,240061.28965321483,12483187.061967172,1040265.5884972643,322486358741.387,62.37761373898415,25.833655871737594
2021,94,Guainía,333.2773537766569,6350.302227578897,6348.058141650071,329496.591671895,51.90509984621028,0.0003533825396656587,329613.0711760942,17139879.701156896,1428323.3084297413,333277353776.6569,52.48212476081182,19.44455618052918
2022,94,Guainía,336.58661027581314,8365.140748659769,8365.140748659769,415966.7886149089,49.72621514844845,0.0,415966.7886149089,21630273.00797526,1802522.750664605,336586610275.8132,40.236813747543906,15.560904393195171
2023,94,Guainía,339.53932902558125,9044.679604899165,9035.728217560038,429354.33449133823,47.5174024885931,0.0009896853985053022,429779.68116636283,22348543.420650866,1862378.6183875722,339539329025.58124,37.540227388670075,15.192906429500662
2024,94,Guainía,340.66665968126017,8785.140523281752,8785.140523281752,385586.3506566066,43.890743652278886,0.0,385586.3506566066,20050490.234143544,1670874.1861786286,340666659681.2602,38.777599376862526,16.990440418316872
2014,95,Guaviare,647.2151446967969,14987.864333672549,14826.115572783023,720375.3054084706,48.58826992627094,0.010791981918740312,728234.3978628108,37868188.68886616,3155682.3907388467,647215144696.7969,43.18261296525938,17.09126227331513
2015,95,Guaviare,677.3681224213441,15779.734982761413,15735.533737140435,761609.2794153119,48.40060033157265,0.0028011399221384847,763748.6462387706,39714929.60441607,3309577.467034673,677368122421.3441,42.92645745706982,17.055755333531415
2016,95,Guaviare,675.8488157057554,16877.9519699377,16768.031867803817,771658.0576231705,46.0195963191617,0.006512644563135939,776716.536350733,40389259.89023811,3365771.657519843,675848815705.7555,40.04329535417265,16.733379555417525
2017,95,Guaviare,692.4511794678418,17459.935908082094,17340.58106607046,811275.3173636914,46.78478271706117,0.006835926697553729,816859.3077134349,42476684.00109862,3539723.6667582183,692451179467.8418,39.659434210598135,16.301912349135637
2018,95,Guaviare,693.3788283115892,17794.452151687023,17619.310214098652,820945.3875563542,46.59350324052122,0.009842502376324447,829105.8639929291,43113504.92763232,3592792.077302693,693378828311.5892,38.96601156365765,16.082636507411134
2019,95,Guaviare,714.717701351487,19233.557088894304,19040.88684293301,871017.2704562346,45.74457469555894,0.010017400581223912,879830.8889142226,45751206.223539576,3812600.518628298,714717701351.4869,37.15993344591334,15.621832960193204
2021,95,Guaviare,746.5638503870144,19148.694497321612,19000.09705911326,891195.3242805161,46.904777460232005,0.007760186378718226,898165.2540508393,46704593.21064365,3892049.4342203042,746563850387.0144,38.98771535006935,15.984805756040238
2022,95,Guaviare,778.2272848004474,21101.45688565572,21020.73980140686,971066.1826817194,46.19562355349304,0.003825190112997756,974794.9587200154,50689337.8534408,4224111.487786734,778227284800.4474,36.88026324521072,15.352879279081392
2023,95,Guaviare,787.235520269107,20955.055769671446,20925.50975600008,910428.8872788367,43.50808644065575,0.0014099706531981449,911714.3777956273,47409147.64537262,3950762.3037810517,787235520269.107,37.567808404904575,16.605139711807187
2024,95,Guaviare,810.5084162106315,20755.49725219247,20745.597185884548,914582.1608977446,44.08560296929089,0.00047698526263328933,915018.6112903652,47580967.78709899,3965080.6489249156,810508416210.6315,39.05030105337587,17.034298668266917
2014,41,Huila,13915.06204359526,385504.44524862897,385089.28734430677,17247886.453522976,44.789317751396474,0.0010769211858360217,17266481.092816666,897857016.8264666,74821418.06887221,13915062043595.26,36.095723966609036,15.498082414924976
2015,41,Huila,13805.323974530787,399249.55486959004,398946.24206490256,17445056.697325088,43.727838134359565,0.0007597073083438488,17458319.910552543,907832635.3487322,75652719.61239435,13805323974530.787,34.57818250803091,15.206904265154172
2016,41,Huila,13635.836397667399,410506.62886333995,410193.61025388737,18229328.40284821,44.44079075626082,0.000762517794948403,18243239.197373707,948648438.2634327,79054036.52195273,13635836397667.398,33.217091854092445,14.37396178359683
2017,41,Huila,13211.633615559287,405580.1400556756,405427.03366758116,17537069.45788953,43.25579697842392,0.00037749971700640206,17543692.196729045,912271994.2299104,76022666.18582587,13211633615559.287,32.57465617953007,14.482121230425165
2018,41,Huila,13369.145353982982,379140.23285223957,379140.23285223957,16271449.610185346,42.91670521953479,0.0,16271449.610185346,846115379.729638,70509614.97746983,13369145353982.982,35.261742742014064,15.80061735582075
2019,41,Huila,13753.501651992608,381681.7755464944,381573.47571423114,16576325.297742827,43.442027165843164,0.0002837437865829129,16581030.061998064,862213563.2238994,71851130.26865828,13753501651992.61,36.033949046428155,15.951386337007905
2021,41,Huila,14164.392160162924,366627.50592080876,366605.85730903957,16496423.420765694,44.997708279547815,5.904797490530189e-05,16497397.558682742,857864673.0515026,71488722.75429188,14164392160162.924,38.634286657211206,16.511219782228466
2022,41,Huila,14807.150423974703,432782.5810661316,432752.6494407654,19320065.956727345,44.644593121946556,6.916088279818045e-05,19321402.241963297,1004712916.5820915,83726076.38184096,14807150423974.703,34.21383177552631,14.73769290669298
2023,41,Huila,14903.943704209316,452254.36942856165,452217.04123651446,19987254.286135763,44.19836596932271,8.253804622027072e-05,19988904.131228838,1039423014.8238996,86618584.5686583,14903943704209.316,32.95478100751341,14.338670100290555
2024,41,Huila,15353.680484528884,485561.0025486689,485485.0155358647,20756794.34321212,42.75475798218274,0.00015649323649413738,20760043.149554353,1079522243.7768264,89960186.9814022,15353680484528.885,31.620497535713756,14.22266245372801
2014,44,La Guajira,8720.613786502312,327326.18814675946,327259.64054492075,14518068.097700704,44.36253756658363,0.0002033066838174058,14521020.318187239,755093056.5457364,62924421.37881137,8720613786502.312,26.641967866599025,11.549058372216802
2015,44,La Guajira,8665.814100215299,347495.82661045453,347450.47868777096,14364056.43348958,41.341305637968446,0.00013049918649643555,14365931.17582129,747028421.1427071,62252368.42855892,8665814100215.299,24.937894030968444,11.600380728432608
2016,44,La Guajira,8891.340947789686,348153.8596396848,348019.0692437394,14964376.71963189,42.99872634034144,0.0003871575517929715,14970172.534980452,778448971.8189834,64870747.65158195,8891340947789.686,25.538539072901873,11.42186741799337
2017,44,La Guajira,8996.213149026285,371601.05640502856,371500.24761192076,16129221.917383641,43.41644997833935,0.00027128231034390105,16133598.677306982,838947131.2199631,69912260.93499692,8996213149026.285,24.209331469770675,10.723218203207102
2018,44,La Guajira,8977.145406414034,398409.57838648197,398359.5025203911,18010549.749621242,45.21179897974023,0.00012568941312529613,18012813.76961268,936666316.0198594,78055526.33498828,8977145406414.035,22.532453769737554,9.584144591171249
2019,44,La Guajira,8955.495290121544,391706.1340055702,390843.35373883933,17810373.95519174,45.56908486434847,0.0022026212811837587,17849690.062385682,928183883.2440555,77348656.93700463,8955495290121.543,22.86279052753918,9.648406368382068
2021,44,La Guajira,8766.454475307019,425084.82987097796,424955.7314940532,18531366.871560015,43.60775840440533,0.00030370026840043085,18536996.56239135,963923821.2443501,80326985.10369584,8766454475307.019,20.622835394920628,9.094551127484548
2022,44,La Guajira,8516.025193371453,367462.7749025027,367446.27760966617,16233337.798022905,44.17880595668297,4.489514030614483e-05,16234066.628721941,844171464.6935409,70347622.05779508,8516025193371.453,23.175205150048118,10.088027787652145
2023,44,La Guajira,8632.673011955696,323615.4076947843,323615.4076947843,14067590.813756483,43.47008974005415,0.0,14067590.813756483,731514722.3153371,60959560.19294476,8632673011955.696,26.675716936498723,11.801092648733286
2024,44,La Guajira,8221.498196294806,331294.377495861,331294.377495861,14235996.882150298,42.970837566744265,0.0,14235996.882150298,740271837.8718154,61689319.82265129,8221498196294.806,24.816292562639465,11.106052906092627
2014,47,Magdalena,10128.23712088042,424610.63240295416,424074.4632352536,19315647.633269206,45.54777358181534,0.0012627313750159797,19340068.94512118,1005683585.1463014,83806965.42885844,10128237120880.42,23.8529993080078,10.07099774767331
2015,47,Magdalena,10513.57745023304,426991.98826677795,426806.83111037256,19018674.376473702,44.56037952109408,0.00043363145326680286,19026925.049634174,989400102.580977,82450008.54841475,10513577450233.041,24.622423228382267,10.62621423103457
2016,47,Magdalena,10868.965741951495,388644.680489259,388635.56806707015,16903731.539870635,43.49507077785895,2.3446666444493225e-05,16904127.885318696,879014650.0365722,73251220.83638102,10868965741951.496,27.96633091251556,12.364942656529426
2017,47,Magdalena,10989.952584433297,372315.9672917897,372244.38195326284,16300728.10197903,43.790393870942744,0.00019227039615732355,16303862.852148507,847800868.3117224,70650072.3593102,10989952584433.297,29.517811616766636,12.962893758670312
2018,47,Magdalena,11248.338740491246,394800.1331016357,394800.1331016357,17513595.460081074,44.36066250153073,0.0,17513595.460081074,910706963.9242159,75892246.99368466,11248338740491.246,28.491223273208774,12.351216347377433
2019,47,Magdalena,11524.826629304358,487171.75375196047,486796.2870650036,21596347.837977685,44.364241083650356,0.0007707070125991811,21613005.13259672,1123876266.8950295,93656355.5745858,11524826629304.357,23.65659860315327,10.254533322555499
2021,47,Magdalena,12089.88082223222,479966.4981025765,479914.2482385462,20912079.99849928,43.57461791404185,0.00010886148145095031,20914356.76636046,1087546551.850744,90628879.32089533,12089880822232.22,25.189009795530396,11.1166559276549
2022,47,Magdalena,12832.471338928239,533606.258465449,533029.7807623545,23719749.7792778,44.49985842320692,0.0010803428444642327,23745402.95544964,1234760953.6833813,102896746.14028178,12832471338928.238,24.04857727087386,10.392676655872577
2023,47,Magdalena,12897.664682052531,573466.0102476231,573115.3070186762,25342064.113545004,44.21808980355707,0.000611550157602947,25357571.54041698,1318593720.101683,109882810.00847358,12897664682052.531,22.490722120537377,9.7813788170157
2024,47,Magdalena,13126.113447441481,550091.0381352282,549946.1802623019,24614192.840306208,44.75745759078868,0.0002633343626490259,24620676.310410395,1280275168.1413405,106689597.34511171,13126113447441.48,23.861711130466922,10.252572082998002
2014,50,Meta,29878.124081089773,361230.27541229775,361141.60877248197,17998123.496057693,49.8367484080087,0.00024545738785208826,18002542.353078377,936132202.3600756,78011016.86333963,29878124081089.773,82.71212607245545,31.916564781944544
2015,50,Meta,30712.162600333504,384428.75113373896,384144.9431567162,19019123.28652916,49.5102789333611,0.0007382589782521931,19033174.69863507,989725084.3290237,82477090.36075197,30712162600333.504,79.8903893367982,31.031003544943562
2016,50,Meta,28904.315256348724,380521.8682647806,380158.5057710309,18813096.698327836,49.48750695495143,0.000954905680997209,18831078.60226444,979216087.3177509,81601340.60981257,28904315256348.723,75.95966925148196,29.517810859830583
2017,50,Meta,29021.899838421592,389665.35558862414,389428.52182338195,19098967.8174445,49.04357731174729,0.0006077875845145186,19110582.992520187,993750315.6110498,82812526.30092081,29021899838421.594,74.47903546514019,29.20441823515421
2018,50,Meta,29403.621126852922,403109.9890673436,402801.1463875479,19541657.607446056,48.5144041488015,0.0007661499049186338,19556640.926032063,1016945328.1536672,84745444.0128056,29403621126852.92,72.94193129493685,28.913669508897964
2019,50,Meta,30800.03005841871,416169.0898166178,415986.03777496284,20313175.45459286,48.83138761878767,0.00043985016219150186,20322114.139793325,1056749935.2692529,88062494.60577108,30800030058418.71,74.00845188187942,29.145996635969574
2021,50,Meta,28793.062452657803,425914.1545508358,425167.8396857374,20292315.85690884,47.727777039551945,0.0017522659369830773,20327935.80639156,1057052661.9323611,88087721.82769676,28793062452657.805,67.60297150260864,27.239004724724133
2022,50,Meta,30215.91599102544,473222.69503211975,472920.997065862,22213586.72129631,46.97103080454409,0.0006375390897879196,22227757.78576307,1155843404.8596797,96320283.73830664,30215915991025.438,63.85136703761545,26.141876887460956
2023,50,Meta,31354.080627896183,484338.8303918037,484038.8415860681,23019239.011228237,47.556594705912936,0.000619377978620772,23033505.457278915,1197742283.7785037,99811856.98154198,31354080627896.184,64.73583916972431,26.177651947782817
2024,50,Meta,32066.04600507523,508097.8658874078,507775.73838617373,23801904.809624866,46.87483668533024,0.0006339871171697764,23817004.483637065,1238484233.1491275,103207019.42909396,32066046005075.23,63.109979706509776,25.891363932458002
2014,52,Nariño,11569.079276205677,619344.9242966219,619331.1872532051,25521118.66252353,41.207546443304764,2.217995639897108e-05,25521684.73237812,1327127606.0836623,110593967.17363852,11569079276205.678,18.679541596864556,8.717382731827794
2015,52,Nariño,12229.742977637798,686184.166556778,686169.8337376711,28291364.077559482,41.23084794248697,2.088771470609707e-05,28291955.031844664,1471181661.6559227,122598471.80466022,12229742977637.797,17.82282887552733,8.312870732681867
2016,52,Nariño,12760.121721508736,680110.445596126,680094.6268764777,27767709.069441296,40.82918460475443,2.325904527822331e-05,27768354.934866026,1443954456.6130333,120329538.05108611,12760121721508.736,18.761837587017673,8.83692810605614
2017,52,Nariño,12441.29756671783,707523.9922173521,707497.3283537072,28209241.039459348,39.871869346984134,3.768616179555817e-05,28210304.177546885,1466935817.232438,122244651.43603651,12441297566717.83,17.584276580822788,8.481146496368142
2018,52,Nariño,12642.588512510838,727787.2267145301,727701.6500662102,28518188.604951583,39.189396646767044,0.00011758470769851481,28521542.302166294,1483120199.7126472,123593349.97605394,12642588512510.838,17.37127013012254,8.524318200885084
2019,52,Nariño,13063.711389858721,724805.9395477596,724794.324365076,27506742.98818821,37.951101524262455,1.6025231099559e-05,27507183.79716546,1430373557.452604,119197796.45438367,13063711389858.72,18.023736668065638,9.133076686012208
2021,52,Nariño,13745.169366932374,751107.8141664697,750836.1245441664,29356937.379182994,39.09899433382435,0.0003617185405065948,29367560.170185994,1527113128.8496716,127259427.4041393,13745169366932.375,18.29986202737867,9.00075384545099
2022,52,Nariño,14343.985739924141,806822.2048889796,806600.3563985825,30516657.873613358,37.83367764659593,0.00027496577195418315,30525051.217885427,1587302663.3300421,132275221.94417018,14343985739924.14,17.77837254974645,9.036704890188702
2023,52,Nariño,14344.291380776132,824826.6626084788,824457.6221557417,32582800.295463577,39.520285118194494,0.0004474157655985911,32597384.879375894,1695064013.7275465,141255334.47729555,14344291380776.133,17.39067373915015,8.462389186843854
2024,52,Nariño,14662.831531486238,824688.2288883963,824395.2087859183,30905863.85738943,37.48913570580341,0.00035531015505452235,30916848.927775756,1607676144.2443392,133973012.0203616,14662831531486.238,17.779848211548238,9.120513222753736
2014,54,Norte de Santander,12253.405829289468,552809.7225273908,552576.3251467436,25419069.308644667,46.00101045207522,0.00042220201840914573,25429805.823991306,1322349902.847548,110195825.23729567,12253405829289.469,22.16568437557162,9.266386909321797
2015,54,Norte de Santander,12534.024866470347,555526.4268258071,555418.213671363,25752234.030602455,46.36548351624614,0.00019479389137688763,25757251.385831073,1339377072.0632157,111614756.00526798,12534024866470.348,22.562427746395155,9.35810021532067
2016,54,Norte de Santander,13041.233784068678,561297.120377301,561265.6521845062,26585911.541975208,47.36778642787063,5.6063342661838433e-05,26587402.120610785,1382544910.2717607,115212075.85598005,13041233784068.678,23.234100640499328,9.43277407278236
2017,54,Norte de Santander,12940.020336124177,560793.3416176747,560793.3416176747,27022117.02265051,48.185516869194664,0.0,27022117.02265051,1405150085.1778264,117095840.43148553,12940020336124.176,23.074489969508477,9.208995161884486
2018,54,Norte de Santander,13347.360858114384,556433.9476038124,556433.9476038124,26838422.23299149,48.232898708942116,0.0,26838422.23299149,1395597956.1155574,116299829.67629646,13347360858114.383,23.987323051716217,9.563901121827955
2019,54,Norte de Santander,13549.79890243352,615448.5593656378,615232.8591562187,29610524.597324632,48.128971261279766,0.0003504764226622825,29620906.02650482,1540287113.3782506,128357259.44818754,13549798902433.52,22.016135542505328,8.796930640233224
2021,54,Norte de Santander,14177.8387670666,520096.62913986715,519585.0150093413,24944770.651039008,48.009026300711426,0.0009836905333763246,24969332.74728724,1298405302.8589365,108200441.90491138,14177838767066.6,27.26000895355509,10.91942457093225
2022,54,Norte de Santander,15164.150455032552,625856.0177243551,625822.4890581766,29900236.72344907,47.777504398167345,5.3572491481967965e-05,29901838.639444876,1554895609.2511337,129574634.10426114,15164150455032.55,24.229455378842864,9.752519953629482
2023,54,Norte de Santander,15364.076335014488,653259.8370206562,652838.4992299965,30662260.725857466,46.967604946740565,0.0006449773379324508,30682049.95275831,1595466597.543432,132955549.795286,15364076335014.488,23.519089134709304,9.629832651257525
2024,54,Norte de Santander,15628.732391989028,642195.3250474753,642195.3250474753,29974265.974307746,46.674687287846346,0.0,29974265.974307746,1558661830.664003,129888485.88866691,15628732391989.027,24.336415701614847,10.027019385809337
2014,86,Putumayo,3780.4926430609175,15682.09240517457,15646.034379696097,683126.8950715729,43.66134436966779,0.002299312141954668,684701.2369392787,35604464.32084249,2967038.6934035406,3780492643060.9175,241.0706776484419,106.18029831859754
2015,86,Putumayo,3481.4379057421474,15313.777674203959,15081.697200779747,671779.1353551436,44.54267490003788,0.015155011282105169,682116.6204335252,35470064.262543306,2955838.6885452755,3481437905742.1475,227.34024091303257,98.15144060560883
2016,86,Putumayo,3449.565924354776,14241.2163141428,14063.071220983564,621398.9850168388,44.18657740207181,0.012509120655819328,629270.6069645187,32722071.56215497,2726839.2968462477,3449565924354.7764,242.2241084091286,105.42015708884414
2017,86,Putumayo,3385.8781796037006,11371.841043076012,11292.26014796333,491334.51993953384,43.51073332544068,0.006998066083691579,494797.1430445816,25729451.43831824,2144120.953193187,3385878179603.7007,297.74230634935446,131.5954282088267
2018,86,Putumayo,3392.889866792801,10351.984044332308,10351.984044332308,430158.56627568306,41.55324857858471,0.0,430158.56627568306,22368245.44633552,1864020.4538612934,3392889866792.8013,327.75261749465335,151.6833260316643
2019,86,Putumayo,3283.509066399658,8023.4108641918065,8023.4108641918065,346788.4886413294,43.22207780596578,0.0,346788.4886413294,18033001.40934913,1502750.1174457606,3283509066399.658,409.24104747693286,182.08333664840384
2021,86,Putumayo,3102.5254331681654,7514.975248622422,7514.975248622422,341589.62256479706,45.4545239689797,0.0,341589.62256479706,17762660.373369448,1480221.6977807872,3102525433168.1655,412.84572876496065,174.66558319268472
2022,86,Putumayo,3368.158312052785,6710.808889389038,6710.808889389038,303662.5308593114,45.24976584260281,0.0,303662.5308593114,15790451.604684193,1315870.967057016,3368158312052.7847,501.9004962842008,213.30348215333055
2023,86,Putumayo,3440.9122122255603,1075.9589837740025,1075.9589837740025,43103.02271035463,40.06009834981601,0.0,43103.02271035463,2241357.180938441,186779.7650782034,3440912212225.5605,3197.9957081229218,1535.191374890491
2024,86,Putumayo,3446.076292775432,7779.771808025781,7779.771808025781,327861.0208505211,42.14275546132247,0.0,327861.0208505211,17048773.084227096,1420731.090352258,3446076292775.432,442.9533896123258,202.13045688100667
2014,63,Quindío,6103.736923208317,362483.14589318994,361976.797960377,17148357.96503832,47.37419100247256,0.0013968868306007964,17172345.788721107,892961981.0134976,74413498.41779147,6103736923208.317,16.8386778595407,6.835382751996534
2015,63,Quindío,6380.692344865627,291034.9912852692,290665.13899168017,13855230.615506094,47.667328333800214,0.0012708172716816568,13872860.486219611,721388745.2834197,60115728.77361831,6380692344865.627,21.924141549740128,8.845012327380816
2016,63,Quindío,6624.063695955645,333566.9293185536,333347.2991426907,15680609.8799135,47.039858790640295,0.0006584291083997496,15690941.252372254,815928945.1233572,67994078.76027976,6624063695955.645,19.858274648173293,8.118432046744191
2017,63,Quindío,6735.936197253357,351782.0616517921,351160.62662335567,16465970.852718027,46.89013973761624,0.001766534159014399,16495110.028039262,857745721.4580417,71478810.12150347,6735936197253.357,19.14803775276312,7.853068839333008
2018,63,Quindío,6792.748142425209,346668.8315332204,346263.990820754,15973066.267319955,46.12973537750428,0.0011678024547978616,15991741.46225607,831570556.0373156,69297546.33644296,6792748142425.209,19.59434343255712,8.168577029464224
2019,63,Quindío,6968.49650094416,342213.7150530042,341596.0568517785,15605718.068596676,45.68471373007719,0.0018048902602574302,15633935.606702706,812964651.5485407,67747054.29571173,6968496500944.16,20.36299597128898,8.571709099123215
2021,63,Quindío,7320.090567103196,190359.10141735146,190306.39993784184,8478128.365854291,44.54988570338901,0.00027685295379742403,8480476.210742844,440984762.9586279,36748730.246552326,7320090567103.196,38.45411389631597,16.599418351762758
2022,63,Quindío,7774.862443110176,222289.18035856882,222263.727115949,9877372.71246179,44.43987708038852,0.00011450509007571164,9878503.851435112,513682200.27462584,42806850.02288549,7774862443110.176,34.97634221588631,15.13554964324939
2023,63,Quindío,7799.070342328842,220049.191387933,220019.30560644242,9621119.408109115,43.728523647460314,0.00013581409366736352,9622426.269211749,500366165.9990109,41697180.499917574,7799070342328.843,35.44239491696004,15.58672602644412
2024,63,Quindío,7970.451714641012,235888.77959825317,235888.77959825317,10171003.914178923,43.117794460174665,0.0,10171003.914178923,528892203.537304,44074350.29477533,7970451714641.012,33.78902433687455,15.070087366260141
2014,66,Risaralda,12366.56066412632,445497.8159564528,445318.869356228,21771561.645200804,48.88982511941321,0.000401677839521275,21780310.31319151,1132576136.2859585,94381344.69049655,12366560664126.32,27.75897035000312,10.918966299854961
