indicador,n,alpha,beta,beta_se,t_stat,r2,lambda,vida_media_anios,lectura
Remuneración por trabajador,24,-0.11221856915228673,0.008918656219067239,0.007286436203883437,1.2240080019247106,0.06375789932963871,,,Divergencia
Remuneración por hora,24,-0.034521281535696065,0.005999201746636758,0.008199950495681573,0.7316143859400347,0.023752094228564502,,,Divergencia
