depto,departamento,pib_inicio,pib_fin,ocupados_inicio,ocupados_fin,horas_sem_inicio,horas_sem_fin,pib_trabajador_inicio,pib_trabajador_fin,pib_hora_inicio,pib_hora_fin,crec_pib,crec_ocupados,crec_pib_trabajador,crec_pib_hora,ranking_pib_trabajador,ranking_pib_hora,ranking_crec_pib_trabajador,ranking_crec_pib_hora,pib_hora_rel_lider,rem_trabajador_inicio,rem_hora_inicio,rem_total_mensual_inicio,ocupados_rem_inicio,horas_mensuales_inicio,rem_trabajador_fin,rem_hora_fin,rem_total_mensual_fin,ocupados_rem_fin,horas_mensuales_fin,crec_rem_trabajador,crec_rem_hora,rem_predicha_trabajador,residuo_trabajador,residuo_pct_trabajador,rem_predicha_hora,residuo_hora,residuo_pct_hora
25,Cundinamarca,36255.88471610737,60506.329392063584,851102.2560682287,1497470.1840930174,45.6257005063871,44.743474286666725,42.59874117076822,40.405698914607,17.954936623091015,17.366391050824163,0.034732650684884625,0.038385056394391937,-0.0035173904776614195,-0.0022194206581824805,8,8,20,23,0.608223323886869,1265458.2183892643,6400.533392082625,1077034344631.1841,851102.2560682287,168272592.087944,1788958.8788621982,9226.745820134887,2678912581664.614,1497470.1840930174,290342080.933736,0.02334837236327969,0.02468133621979618,1602661.20554126,186297.67332093813,0.1162427047443384,8298.692000470148,928.0538196647394,0.11183133674706354
27,Chocó,3135.561964988735,3769.7102564905877,183515.6630472161,131819.79348657696,49.35428583990795,46.101869832132536,17.08607272493137,28.597452300473012,6.657543839234457,11.929039055917356,0.01235501567572439,-0.021816125097127714,0.03493324890092375,0.03964745562971106,16,17,1,1,0.417790879183387,1121585.393787425,5244.274011093898,205828487204.97226,183515.6630472161,39248232.79057433,1159388.710645619,5803.479162394825,152830380407.97424,131819.79348657696,26334268.82933931,0.0022124223412611776,0.006777582993016118,1302108.0221497822,-142719.31150416308,-0.10960635298792899,6744.370172518535,-940.8910101237097,-0.13950761687986574
41,Huila,11104.999199800037,15353.680484528884,364681.4185772146,485561.0025486689,43.53035836468116,42.75475798218274,30.451233965047106,31.620497535713756,13.452695433105285,14.22266245372801,0.021832232321836065,0.019268675641732402,0.0025150941467806387,0.003717369004796689,15,14,18,19,0.49812047919518015,1132732.853326648,6005.002004332593,413086623820.1779,364681.4185772146,68790422.30496126,1359693.5649072973,7338.959518524003,660214170535.3608,485561.0025486689,89960186.9814022,0.012249497130847553,0.013463446055452355,1379053.0503727281,-19359.485465430887,-0.014038245635436895,7400.025520132046,-61.066001608042825,-0.008252133920607502
44,La Guajira,7447.419513363011,8221.498196294806,264207.11939930456,331294.377495861,46.3871873517265,42.970837566744265,28.18780784672002,24.816292562639465,11.685839533906623,11.106052906092627,0.0066141009566598186,0.015199285172424526,-0.008456649193076093,-0.0033867550306301286,19,18,23,24,0.3889674253008661,1253093.7493433368,6233.951595837168,331076289851.2772,264207.11939930456,53108575.63802057,892333.0469178152,4792.15725100399,295624921297.6225,331294.377495861,61689319.82265129,-0.02238116339914553,-0.017382467145727665,1205866.8414517702,-313533.79453395493,-0.2600069790097923,6509.111293201424,-1716.9540421974343,-0.2637770295909278
47,Magdalena,8833.217406023727,13126.113447441481,338790.2650158678,550091.0381352282,50.062966561386546,44.75745759078868,26.072819434791047,23.861711130466922,10.015394775520768,10.252572082998002,0.026757338602797054,0.03284125440262464,-0.005890465523035626,0.0015615661277039727,21,22,22,21,0.35907595610746235,1110458.1381949882,5118.745211362326,376212406928.1072,338790.2650158678,73496998.07152158,1153212.775250327,5945.959386051854,634372012728.26,550091.0381352282,106689597.34511171,0.0025217808553636978,0.010036872283815335,1181570.0514522758,-28357.276201948756,-0.023999657207877462,6265.135204414694,-319.1758183628399,-0.05094476143753998
50,Meta,16992.009863654894,32066.04600507523,303870.3348576224,508097.8658874078,49.64604053369554,46.87483668533024,55.91862026155483,63.109979706509776,21.660500422447896,25.891363932458002,0.04324595780180496,0.03486556894515447,0.008098045879710414,0.01196563079584867,2,3,12,12,0.9067935522629414,1431244.8272640759,6652.842085281711,434912844923.9747,303870.3348576224,65372488.83242635,1833148.973438711,9024.764850396748,931419081257.9014,508097.8658874078,103207019.42909396,0.016636244058303662,0.020536585913730976,2180549.192776596,-347400.21933788527,-0.15931776292353403,10735.641354683537,-1710.876504286789,-0.15936416351505642
52,Nariño,9238.670555310358,14662.831531486238,551087.7351483845,824688.2288883963,42.41690534671133,37.48913570580341,16.76442781442555,17.779848211548238,7.600574345297034,9.120513222753736,0.03127357798297581,0.027238457431216778,0.003928124499786856,0.012227637740750863,24,24,16,11,0.31942784494848486,1050874.3697177381,5717.283426327681,579123976333.2344,551087.7351483845,101293557.29793103,1055936.988490818,6499.956907170903,870818804856.2397,824688.2288883963,133973012.0203616,0.00032044885342497054,0.008590137298105871,1026769.4852917041,29167.503199114,0.028407060802773606,5941.524778116765,558.4321290541375,0.09398801652917434
54,Norte de Santander,10587.107645698461,15628.732391989028,486266.7765832507,642195.3250474753,48.288491878793444,46.674687287846346,21.772220837476663,24.336415701614847,8.670731643841942,10.027019385809337,0.02630496142720573,0.01871531705220053,0.0074502113082650645,0.009735768061901018,20,23,13,16,0.35117642126488907,1312222.5667194594,6271.071647463546,638090237678.4712,486266.7765832507,101751386.9318586,1490170.0387327948,7367.706427960717,956980232400.016,642195.3250474753,129888485.88866691,0.008513900037251165,0.01080186993342358,1193652.6217687037,296517.4169640911,0.2484118172711959,6200.658694355736,1167.0477336049807,0.1882135094239758
63,Quindío,4932.914563532211,7970.451714641012,201908.8030565862,235888.77959825317,48.4030630110098,43.117794460174665,24.431399170593522,33.78902433687455,9.706712141907671,15.070087366260141,0.0325045070471881,0.01042357053582843,0.02185314867471888,0.029760529273331837,13,13,4,3,0.5277998521596841,1200209.1637634123,5722.18632983752,242332795673.01685,201908.8030565862,42349686.23957721,1705686.0244509606,9128.942162381212,402352194685.5333,235888.77959825317,44074350.29477533,0.023708109189575444,0.03162984398262947,1434248.1741414412,271437.85030951933,0.1892544506615847,7642.270465894704,1486.6716964865082,0.19453272468189975
66,Risaralda,10336.034283893716,16348.008932040064,376312.49513736874,422915.4710528113,48.89077534260024,45.365321665451894,27.466625258139942,38.655499859920276,10.803762635915158,16.386415217954436,0.03103655114945103,0.007813865124413732,0.02304263399092088,0.028159741681525796,10,10,3,4,0.573901618435664,1273161.5948071717,6009.446972762043,479106616454.95844,376312.49513736874,79725575.18628924,1816850.388764765,9242.151300721878,768374137996.934,422915.4710528113,83138017.65362988,0.023989985014806647,0.029111831214882145,1558113.7028811092,258736.6858836559,0.16605764098295633,8018.556039193176,1223.5952615287024,0.15259546176992486
68,Santander,40212.06603285416,62586.91370183193,807653.4740548292,1009902.5625092613,47.83607812878247,45.61257372903086,49.78876130002789,61.9732200167162,20.015775044705993,26.128599971341274,0.02993182145278217,0.015009936710902894,0.014701220354780942,0.017926096692010285,3,2,5,7,0.9151022729230402,1599603.6675769635,7716.755268034169,1291925459229.3809,807653.4740548292,167418223.6387674,1798426.6096841346,9098.840328047005,1816235641604.8506,1009902.5625092613,199611772.0635605,0.007840999962477557,0.011044073465564574,2151615.4522575233,-353188.8425733887,-0.16415054195805065,10803.457665630198,-1704.6173375831931,-0.15778442331534398
70,Sucre,5199.4491567403265,8123.3195009249675,245021.32790444238,369316.4532408935,45.78688115552529,40.811681022923565,21.220394164087203,21.995552674785333,8.912694921704182,10.364468872390605,0.03019256990486885,0.02773146037999763,0.002394700969805097,0.01011123293120586,23,21,19,14,0.3629949187161851,944557.3486715591,4760.638140649069,231436695853.40482,245021.32790444238,48614637.15909535,1009875.7547591535,5710.332073000496,372963731961.6209,369316.4532408935,65313842.90680086,0.004467696096521312,0.01220018617615204,1134071.0549546354,-124195.30019548198,-0.1095128031465806,6297.1220285882155,-586.7899555877193,-0.09318383110947506
73,Tolima,14816.869370980732,20323.273624119254,450371.8240781985,507517.6378363845,47.0862645719781,45.489649902621075,32.8991925756174,40.044467638129944,13.436546433476314,16.92881606621272,0.02129015983726612,0.007995659065138883,0.01318904565963841,0.015521826154662799,9,9,8,10,0.5928981299066557,1158113.6093931186,5675.901225387857,521581738752.16516,450371.8240781985,91894083.07867855,1495239.630319191,7585.358428633386,758860485178.9446,507517.6378363845,100042798.54652359,0.017178820809504725,0.019520787418106922,1593466.8506439128,-98227.22032472189,-0.061643717461099805,8173.606784250149,-588.2483556167626,-0.07196925068016088
76,Valle del Cauca,62817.00120460088,99509.13857737576,1410107.6795825013,1825807.5991241753,46.28695748337219,44.717599681131645,44.54766264601826,54.5014374050746,18.508147147573602,23.438301092991047,0.031143363833651794,0.017372940107388324,0.013535276183785694,0.015868621019049955,4,4,7,9,0.8208799027569812,1419244.7653195777,7075.816613863888,2001287942784.4011,1410107.6795825013,282834908.2511847,1794627.4620089084,9261.337859775129,3276644457732.797,1825807.5991241753,353798177.6870794,0.01576786011225262,0.018106344766821714,1961437.509424758,-166810.04741584952,-0.0850447932265611,10034.408636939319,-773.0707771641901,-0.07704198674133238
