"estimate","std.error","p.value","conf.low","conf.high","formality","anio","tamano_empresa","premium","ci_low","ci_high","significativo"
-0.0507326057783102,0.0866708648170065,0.558313835827493,-0.220607500819643,0.119142289263023,"Formal",2008,"2-3",-4.94671964667438,-19.7968584807357,12.6530200036832,FALSE
0.0536547322648543,0.0702867804434334,0.445243506822906,-0.0841073574042751,0.191416821933984,"Formal",2009,"2-3",5.51202402818318,-8.06674463596246,21.0964103298667,FALSE
0.0193470093769752,0.074477456137724,0.795041187075553,-0.126628804652964,0.165322823406914,"Formal",2010,"2-3",1.95353755760554,-11.893934247771,17.9773915877876,FALSE
0.0535181507813987,0.0872931481760916,0.539819902846551,-0.117576419643741,0.224612721206538,"Formal",2011,"2-3",5.49761402351132,-11.0927433458488,25.1837812063916,FALSE
0.106612422231012,0.0821006909356729,0.194096022536561,-0.0543049320029067,0.267529776464931,"Formal",2012,"2-3",11.2502989483705,-5.28567518247431,30.673253913242,FALSE
0.0287449101929321,0.0763033497195568,0.706382552578452,-0.120809655257399,0.178299475643263,"Formal",2013,"2-3",2.91620322438335,-11.379737244913,19.5183195901163,FALSE
0.0454360981230451,0.0814993290008467,0.577183996783537,-0.114302586718614,0.205174782964705,"Formal",2014,"2-3",4.64841301771488,-10.801198868174,22.7739634184257,FALSE
0.0265794793235762,0.0692797462255112,0.701234615926053,-0.109208823278426,0.162367781925578,"Formal",2015,"2-3",2.6935864186052,-10.3456821136837,17.6292781000026,FALSE
0.0513448468675009,0.0706063433124984,0.467104192166814,-0.0870435860249959,0.189733279759998,"Formal",2016,"2-3",5.26858461145288,-8.3362857806939,20.8927109323336,FALSE
0.0663888798063409,0.0680045497795478,0.328944684735251,-0.0669000377615727,0.199677797374255,"Formal",2017,"2-3",6.86422097479942,-6.47113097849305,22.1009282377267,FALSE
0.0266146454704933,0.0699698626625181,0.703668565654302,-0.110526285348042,0.163755576289029,"Formal",2018,"2-3",2.69719781985178,-10.4637205042518,17.792636676964,FALSE
0.0304957989582935,0.0663277872675485,0.645678372718215,-0.0995066640861016,0.160498262002689,"Formal",2019,"2-3",3.09655589103723,-9.4716083041563,17.4095732563617,FALSE
-0.00623226288796411,0.0583970271170953,0.915009320133042,-0.120690436037471,0.108225910261543,"Formal",2021,"2-3",-0.621288261948882,-11.3691713765027,11.4299448634102,FALSE
-0.0335426388590058,0.0604769424759902,0.579144232468273,-0.152077446111947,0.0849921683939351,"Formal",2022,"2-3",-3.29863220075326,-14.1078241985431,8.87085403286039,FALSE
0.0279685967885706,0.0631281554079333,0.65773337879491,-0.0957625878109787,0.15169978138812,"Formal",2023,"2-3",2.83633900013911,-9.13202778959841,16.3810786320263,FALSE
-0.00540932431455182,0.0634071643963894,0.932014200433328,-0.129687366531475,0.118868717902371,"Formal",2024,"2-3",-0.539472026432908,-12.1630004142316,12.6222055788836,FALSE
-0.0199791167828138,0.0668600903974086,0.765077566082692,-0.151024893961735,0.111066660396107,"Formal",2025,"2-3",-1.97808567777263,-14.0173706090077,11.7469395324245,FALSE
-0.0272027153751826,0.0833871676136476,0.744256517406029,-0.190641563897932,0.136236133147567,"Formal",2008,"4-5",-2.68360537668569,-17.357124302849,14.5952459009981,FALSE
0.0750762340346263,0.0765343878079666,0.326618518084009,-0.0749311660689883,0.225083634138241,"Formal",2009,"4-5",7.79663254745238,-7.21926512423868,25.2427457502946,FALSE
0.0643167882065641,0.090827204766528,0.478869182066525,-0.113704533135831,0.242338109548959,"Formal",2010,"4-5",6.64301777599172,-10.7478372506143,27.4224947613246,FALSE
0.0212657365113491,0.107108441989474,0.842619477428823,-0.188666809788021,0.231198282810719,"Formal",2011,"4-5",2.14934636832915,-17.1937636989867,26.0109072648335,FALSE
0.102307292249039,0.104531032412164,0.327715131122451,-0.102573531278802,0.307188115776881,"Formal",2012,"4-5",10.772381437516,-9.74882155326526,35.9596705607614,FALSE
0.031586774373235,0.100690895907364,0.753748596557963,-0.165767381605198,0.228940930351668,"Formal",2013,"4-5",3.2090930753681,-15.2756704356109,25.7267770451292,FALSE
0.0484973736154801,0.109656274349525,0.658295861782789,-0.166428924109588,0.263423671340548,"Formal",2014,"4-5",4.96926149202703,-15.3317006455476,30.1377958715563,FALSE
0.0347613537111394,0.100945553802718,0.730577482602339,-0.163091931742188,0.232614639164467,"Formal",2015,"4-5",3.53725914874348,-15.0486912393482,26.1895100667289,FALSE
0.0283272215812616,0.0973712985701612,0.771112792246912,-0.162520523616254,0.219174966778777,"Formal",2016,"4-5",2.87322527466507,-15.0001354999627,24.5049099861488,FALSE
0.0488239576976016,0.0943273884557137,0.604736631365552,-0.136057723675597,0.2337056390708,"Formal",2017,"4-5",5.00354838041361,-12.7207749742108,26.3272579381862,FALSE
0.0327507828396271,0.0956273442528653,0.731987096264612,-0.154678811895989,0.220180377575243,"Formal",2018,"4-5",3.32929928046426,-14.330970796989,24.630151515905,FALSE
0.0467168775375137,0.0956799502173309,0.625364320594537,-0.140815824888455,0.234249579963482,"Formal",2019,"4-5",4.78253041993491,-13.1350719455787,26.395991191358,FALSE
-0.0143932311298261,0.0775288055791073,0.852719156052297,-0.166349690064876,0.137563227805224,"Formal",2021,"4-5",-1.42901437580923,-15.3249917679486,14.7474255957215,FALSE
-0.0331731124150611,0.0898433364815325,0.711954162135874,-0.209266051918865,0.142919827088743,"Formal",2022,"4-5",-3.26289188509663,-18.8820608901788,15.3637307496819,FALSE
0.0341582880138591,0.088889741805472,0.700773113914333,-0.140065605924866,0.208382181952584,"Formal",2023,"4-5",3.47483820321779,-13.069879778139,23.1683806930882,FALSE
-0.010381039235044,0.0788123421011463,0.895206994765727,-0.164853229753291,0.144091151283203,"Formal",2024,"4-5",-1.03273422181546,-15.1981841211052,15.4989382491212,FALSE
-0.00831291047969202,0.0861885845277446,0.923162984800966,-0.177242536154071,0.160616715194687,"Formal",2025,"4-5",-0.827845378395131,-16.2423382725206,17.4234816188138,FALSE
-0.0118832955287774,0.0759974338837324,0.875745771992954,-0.160838265940893,0.137071674883338,"Formal",2008,"6-10",-1.18129680222926,-14.8570234836094,14.6910350240016,FALSE
0.0710573263224515,0.0750132378643471,0.343504361527489,-0.0759686198916688,0.218083272536572,"Formal",2009,"6-10",7.3642772095982,-7.3154709391325,24.3690628580463,FALSE
0.0426440093891306,0.0949798345829836,0.653446363328997,-0.143516466393517,0.228804485171779,"Formal",2010,"6-10",4.35663289026333,-13.3693464874516,25.7096234027109,FALSE
0.0476426602822169,0.110257440166546,0.665665963693101,-0.168461922444213,0.263747243008647,"Formal",2011,"6-10",4.8795811955791,-15.5036563051204,30.1799115886081,FALSE
0.0973128460612452,0.0953959270692949,0.307683716870551,-0.0896631709945727,0.284288863117063,"Formal",2012,"6-10",10.2205140225565,-8.57609243463132,32.8816721458802,FALSE
0.0603399688262907,0.0926085814531228,0.514685605994848,-0.12117285082183,0.241852788474411,"Formal",2013,"6-10",6.2197599239654,-11.4119178869774,27.3606689431453,FALSE
0.0373512363915137,0.0966729309179092,0.699224839772867,-0.152127708207588,0.226830180990616,"Formal",2014,"6-10",3.80575604063289,-14.1121412108062,25.4616792067839,FALSE
0.0295014186586561,0.0882695745883941,0.738213882700848,-0.143506947534596,0.202509784851909,"Formal",2015,"6-10",2.99408966054235,-13.3685218585578,22.4472066341133,FALSE
0.0437017091044618,0.0876145733646731,0.617923826558728,-0.128022854690297,0.215426272899221,"Formal",2016,"6-10",4.46706926512974,-12.0166729402055,24.0390529154298,FALSE
0.0743979810638793,0.0820683125124322,0.364651566120465,-0.0864559114604878,0.235251873588246,"Formal",2017,"6-10",7.72354395027153,-8.28240151570369,26.5227405969745,FALSE
0.020182276897985,0.0949773633702215,0.831720368357319,-0.165973355307649,0.206337909103619,"Formal",2018,"6-10",2.0387316111393,-15.2931196223605,22.916848104804,FALSE
0.0510413341394585,0.0964450155750216,0.596647788313254,-0.137990896387584,0.240073564666501,"Formal",2019,"6-10",5.23663910433954,-12.8893378073239,27.1342672781119,FALSE
-0.0168276317180877,0.0644779055905344,0.794105683083951,-0.143204326675535,0.10954906323936,"Formal",2021,"6-10",-1.6686837971453,-13.342301398992,11.577481311895,FALSE
-0.0359504255266671,0.0830088119042094,0.664948169309929,-0.198647696858918,0.126746845805583,"Formal",2022,"6-10",-3.53118837969886,-18.0161325799163,13.5129618580714,FALSE
0.0038943912159119,0.0801639969049242,0.961253767788793,-0.15322704271774,0.161015825149563,"Formal",2023,"6-10",0.390198421088117,-14.2065088176888,17.4703558526285,FALSE
-0.0133893466055874,0.0930807899969895,0.885621676652315,-0.195827694999687,0.169049001788512,"Formal",2024,"6-10",-1.33001080303941,-17.7846116300393,18.4178164350253,FALSE
-0.0298096477169669,0.0928829497356895,0.748257542583109,-0.211860229198918,0.152240933764985,"Formal",2025,"6-10",-2.93697223459483,-19.0922224887389,16.444075573285,FALSE
-0.000386126914288354,0.0748621671113297,0.995884659110158,-0.147115974452494,0.146343720623918,"Formal",2008,"11-19",-0.0386052376885271,-13.6806136824594,15.7594008612197,FALSE
0.0738863029392009,0.0723554022839995,0.307179554398758,-0.0679302855374382,0.21570289141584,"Formal",2009,"11-19",7.66843826870751,-6.56743926856229,24.0733691602857,FALSE
0.0485483981749376,0.0808759870317023,0.548318321561035,-0.109968536407199,0.207065332757074,"Formal",2010,"11-19",4.9746176389976,-10.4137678099598,23.0062932558387,FALSE
0.0339657120803709,0.100597141300578,0.735633795963036,-0.163204684868763,0.231136109029504,"Formal",2011,"11-19",3.45491335824266,-15.0582692250335,26.0030729338022,FALSE
0.128400639097188,0.0786845899480607,0.102713255762545,-0.0258211572010111,0.282622435395387,"Formal",2012,"11-19",13.7008441493169,-2.54906419938125,32.6604188462311,FALSE
0.0451775534931717,0.0817821301098619,0.580665077031118,-0.115115421522158,0.205470528508501,"Formal",2013,"11-19",4.62136022983157,-10.873673299308,22.8102786407688,FALSE
0.0623758450890816,0.0894236678725159,0.485470093984125,-0.11289454394105,0.237646234119213,"Formal",2014,"11-19",6.43623049070938,-10.675514676879,26.8260446180154,FALSE
0.0359170692969443,0.0811329578953311,0.657987121827931,-0.123103528177905,0.194937666771793,"Formal",2015,"11-19",3.65698794574498,-11.5827878906309,21.5235234593622,FALSE
0.0550604139779539,0.0731504378156468,0.451629557265909,-0.0883144441407139,0.198435272096622,"Formal",2016,"11-19",5.66044464250421,-8.45270336504177,21.9493089628664,FALSE
0.0922299919802431,0.0916725150899855,0.314376521924196,-0.0874481375961285,0.271908121556615,"Formal",2017,"11-19",9.66170061963667,-8.37336098037638,31.2466408400649,FALSE
0.0515499672960426,0.0854767275381341,0.546450315211807,-0.1159844186787,0.219084353270785,"Formal",2018,"11-19",5.29017956334752,-10.9510901813869,24.4936286706203,FALSE
0.0757512557168837,0.096212190467554,0.431085599185316,-0.112824637599522,0.264327149033289,"Formal",2019,"11-19",7.86942217622115,-10.6692701106364,30.2554255970237,FALSE
0.00207588935939595,0.0700246090518115,0.976350064369661,-0.135172344382155,0.139324123100946,"Formal",2021,"11-19",0.207804550943025,-12.6434655365878,14.949661803786,FALSE
-0.0371186125020977,0.0888249073169337,0.676031067496538,-0.211215430843288,0.136978205839092,"Formal",2022,"11-19",-3.64381619098962,-19.0400364639185,14.6803154635557,FALSE
0.0150673883474768,0.0751345994182792,0.841059362557982,-0.13219642651235,0.162331203207304,"Formal",2023,"11-19",1.51814737126077,-12.383112462093,17.6249754504714,FALSE
-0.00990216252883608,0.0941452665784609,0.916233288931614,-0.194426885022619,0.174622559964947,"Formal",2024,"11-19",-0.985329754015407,-17.6693627917267,19.0796677440981,FALSE
-0.00953094121342113,0.0848425848729416,0.910556394882258,-0.175822407564387,0.156760525137544,"Formal",2025,"11-19",-0.948566574665599,-16.1233071227316,16.97154629081,FALSE
-0.0308189917312668,0.0791747508669549,0.697089164630202,-0.186001503430498,0.124363519967965,"Formal",2008,"20-30",-3.03489279460085,-16.9727653275774,13.2427456177519,FALSE
0.0568732116467164,0.0668252332886939,0.394728305056418,-0.0741042455991235,0.187850668892556,"Formal",2009,"20-30",5.8521593677344,-7.14251110499967,20.6653311019649,FALSE
0.0414203898108652,0.0779020866927096,0.594935122932725,-0.111267700106846,0.194108479728576,"Formal",2010,"20-30",4.22901816299888,-10.5300794205386,21.4227994935384,FALSE
0.0525310296465243,0.0949970584466585,0.580280303860222,-0.133663204908926,0.238725264201975,"Formal",2011,"20-30",5.39352648098843,-12.5115328147853,26.9629675941562,FALSE
0.0927272287843727,0.0922705706560911,0.314921350305756,-0.0881230897015658,0.273577547270311,"Formal",2012,"20-30",9.71624201205825,-8.43518370725999,31.4659303499632,FALSE
0.0784171399904503,0.072280496751519,0.277965769883788,-0.063252633642527,0.220086913623428,"Formal",2013,"20-30",8.15737322394678,-6.12937050598247,24.6185036337659,FALSE
0.0639665471010391,0.0845261535828687,0.449189867599158,-0.101704713921384,0.229637808123462,"Formal",2014,"20-30",6.60567354767299,-9.67037569027409,25.8144237773539,FALSE
0.0275559870957754,0.0795093858973872,0.72891042537812,-0.128282409263103,0.183394383454654,"Formal",2015,"20-30",2.79391648246892,-12.0395064516753,20.1288082814088,FALSE
0.0624980961210743,0.0759890153744412,0.41081386640243,-0.0864403740128306,0.211436566254979,"Formal",2016,"20-30",6.44924322512217,-8.28097644724706,23.545159382163,FALSE
0.095006270281268,0.0799565693485573,0.234745389245483,-0.0617086056419042,0.25172114620444,"Formal",2017,"20-30",9.96657503180409,-5.98431967315095,28.6237315114336,FALSE
0.0359297849804062,0.0828399595916837,0.664487943991302,-0.126436535819294,0.198296105780106,"Formal",2018,"20-30",3.65830602357244,-11.8769925686433,21.9323389075939,FALSE
0.047204811747432,0.0901385316480289,0.600492905548806,-0.129466710282705,0.223876333777569,"Formal",2019,"20-30",4.83366987645915,-12.1436164928867,25.0916313767526,FALSE
-0.0175297982140207,0.070273434360636,0.803011722087326,-0.155265729560867,0.120206133132826,"Formal",2021,"20-30",-1.73770451802925,-14.3812367111418,12.7729289993449,FALSE
-0.056741433673283,0.0872113308540859,0.515291834419089,-0.227675642147291,0.114192774800725,"Formal",2022,"20-30",-5.51616588358521,-20.3617469125281,12.0968198477793,FALSE
-0.00740496164233612,0.0782114943634699,0.924570046743588,-0.160699490594737,0.145889567310065,"Formal",2023,"20-30",-0.737761246205393,-14.8452069176655,15.706840281893,FALSE
-0.0348396711550318,0.0903908186107493,0.699916089994007,-0.2120056756321,0.142326333322037,"Formal",2024,"20-30",-3.42397569300795,-19.1039893806476,15.2952834081225,FALSE
-0.0381186522613414,0.0798247006377328,0.632985093785019,-0.194575065511298,0.118337760988615,"Formal",2025,"20-30",-3.74012803998186,-17.6815616819403,12.562423912338,FALSE
-0.00919701437436587,0.0720957923565492,0.898491972487956,-0.150504767393202,0.132110738644471,"Formal",2008,"31-50",-0.915485119512516,-13.9726371265013,14.1234691052696,FALSE
0.0644391454925937,0.0584697224289913,0.270420694435816,-0.0501615104682293,0.179039801453417,"Formal",2009,"31-50",6.65606712454596,-4.89241966029884,19.6068348479172,FALSE
0.0748800172320525,0.0810914179632209,0.355797494810194,-0.0840591619758605,0.233819196439965,"Formal",2010,"31-50",7.77548311189085,-8.06231376656168,26.3416041437947,FALSE
0.0568750618123718,0.0931548279535604,0.541501928520106,-0.125708400976607,0.23945852460135,"Formal",2011,"31-50",5.85235521194538,-11.8128037702758,27.0560986509652,FALSE
0.124519289889489,0.0872740157559699,0.153648373600548,-0.0465377809922125,0.29557636077119,"Formal",2012,"31-50",13.2603868052975,-4.54715031449932,34.390070716078,FALSE
0.073691265540046,0.076399957322896,0.334772308151096,-0.0760526508128301,0.223435181892922,"Formal",2013,"31-50",7.64744094423486,-7.32325897826423,25.0364591383805,FALSE
0.084481251591346,0.0852037352085767,0.321431478994027,-0.0825180694174644,0.251480572600156,"Formal",2014,"31-50",8.8152442914081,-7.92052005191487,28.5927917585406,FALSE
0.0537425163462024,0.0835993870221727,0.520316387076536,-0.110112282217256,0.217597314909661,"Formal",2015,"31-50",5.52128671083576,-10.4266445299665,24.3086394461967,FALSE
0.0628775359251481,0.0740151970952579,0.395590911377842,-0.0821922503815574,0.207947322231854,"Formal",2016,"31-50",6.48964196907638,-7.89051391651178,23.1148313695229,FALSE
0.108240262194525,0.079716979572549,0.17452497573268,-0.0480050177676709,0.264485542156721,"Formal",2017,"31-50",11.4315441099872,-4.68709955143991,30.2760587947632,FALSE
0.0591650854212396,0.0846790343993649,0.484740684861921,-0.106805822001516,0.225135992843995,"Formal",2018,"31-50",6.09503737231705,-10.1299836152332,25.2493034700425,FALSE
0.0597441358403688,0.0823105670526409,0.467938099831326,-0.101584575582807,0.221072847263545,"Formal",2019,"31-50",6.15648953840922,-9.65952298738553,24.7414297972418,FALSE
0.0111473735214963,0.0645466538947177,0.862885217382751,-0.11536406811215,0.137658815155143,"Formal",2021,"31-50",1.12097370039632,-10.8958315016258,14.7583945222812,FALSE
-0.0240030404177782,0.0834263855224145,0.77356474266324,-0.187518756041711,0.139512675206154,"Formal",2022,"31-50",-2.37172585540069,-17.0986430978499,14.9713378479796,FALSE
-0.00459278790550099,0.0779464155356847,0.953013936548954,-0.157367762355443,0.148182186544441,"Formal",2023,"31-50",-0.458225718308847,-14.5610211368278,15.9724163255205,FALSE
-0.0172665411806783,0.0884600586801397,0.845244009760318,-0.190648256193752,0.156115173832395,"Formal",2024,"31-50",-1.71183287233433,-17.3576773715699,16.8960829035627,FALSE
-0.0108113647946478,0.0809615038887593,0.893768621982505,-0.169495912416616,0.14787318282732,"Formal",2025,"31-50",-1.07531320377473,-15.5909795237594,15.9365859539366,FALSE
0.00107321085436951,0.0592077962047251,0.985538197032453,-0.114974069706892,0.117120491415631,"Formal",2008,"51-100",0.107378695121119,-10.8610742408119,12.4254884592371,FALSE
0.103070889080019,0.0572081986924803,0.0715957069040825,-0.00905718035724194,0.215198958517281,"Formal",2009,"51-100",10.8569991797502,-0.901628764989715,24.0108602591994,FALSE
0.0891112451793022,0.0688288720272986,0.195431238045596,-0.0457933439942031,0.224015834352808,"Formal",2010,"51-100",9.320226304389,-4.47606522572582,25.109082948511,FALSE
0.0902152486593879,0.0837141178671652,0.281186089222561,-0.0738644223602559,0.254294919679032,"Formal",2011,"51-100",9.44098286023669,-7.1202390506884,28.9552062472593,FALSE
0.126027151433805,0.0803470142905815,0.116756190933804,-0.0314529965757352,0.283507299443344,"Formal",2012,"51-100",13.4312966088333,-3.09634965828022,32.7778572322952,FALSE
0.111858724883046,0.0727916574000227,0.124367514904858,-0.0308129236209984,0.254530373387091,"Formal",2013,"51-100",11.8354853771326,-3.03430439785292,28.9855728035626,FALSE
0.118592855724823,0.0778179435877503,0.127514137332665,-0.0339303137071679,0.271116025156813,"Formal",2014,"51-100",12.5911416568899,-3.33611362306012,31.1427220106681,FALSE
0.0891111213908465,0.0745295588094409,0.231833933519571,-0.0569668138756576,0.235189056657351,"Formal",2015,"51-100",9.32021277180786,-5.53745826970822,26.5147930763437,FALSE
0.0973383012045634,0.0757007475250685,0.198502356241313,-0.0510351639445709,0.245711766353698,"Formal",2016,"51-100",10.2233197372474,-4.97547444265662,27.8531004773913,FALSE
0.121538278253868,0.0739264622698873,0.100167333294267,-0.0233575877951107,0.266434144302848,"Formal",2017,"51-100",12.9232590149641,-2.30869108901831,30.5301624956242,FALSE
0.0727780061284724,0.0836051995607108,0.384029310579109,-0.0910881850105209,0.236644197267466,"Formal",2018,"51-100",7.54917578328202,-8.70628000271949,26.6990238978963,FALSE
0.106428609448042,0.0948788391293911,0.261976498349862,-0.0795339152455647,0.292391134141649,"Formal",2019,"51-100",11.2298516006141,-7.64533028755751,33.9626888993985,FALSE
0.0443207283248628,0.0686101338215911,0.518292741381083,-0.0901551339654558,0.178796590615181,"Formal",2021,"51-100",4.53175640813064,-8.62105855006813,19.577748706531,FALSE
0.00163876966645549,0.086954669363509,0.984963756098921,-0.168792382286022,0.172069921618933,"Formal",2022,"51-100",0.164011318326995,-15.5315743403424,18.7760880474141,FALSE
0.0185330659261402,0.0784240128184892,0.81318532619641,-0.135177999198099,0.172244131050379,"Formal",2023,"51-100",1.87058690657025,-12.6439595203151,18.7967817646502,FALSE
0.0061343491579377,0.0881577869021708,0.94452497343274,-0.166654913170317,0.178923611486192,"Formal",2024,"51-100",0.615320280964538,-15.3508325931054,19.5929385410178,FALSE
0.0059830183290831,0.0852647470772692,0.944058435745041,-0.161135885942365,0.173101922600531,"Formal",2025,"51-100",0.600095233189557,-14.8823599658965,18.8987283584454,FALSE
0.0907309140759854,0.0705176554342832,0.198219409767933,-0.0474836905752097,0.228945518727181,"Formal",2008,"101+",9.49743234352844,-4.63739739022533,25.7273539281178,FALSE
0.191128394591947,0.0679746967856172,0.00492715647070505,0.0578979888921375,0.324358800291757,"Formal",2009,"101+",21.0614878506461,5.96068985232072,38.3143490386698,TRUE
0.177231785162482,0.0835121210692718,0.0338185727121912,0.0135480278667089,0.340915542458254,"Formal",2010,"101+",19.3907791170014,1.36402182584483,40.6234468740291,TRUE
0.195313074386992,0.0961926636372958,0.0423122117324116,0.00677545365789264,0.383850695116092,"Formal",2011,"101+",21.5691528797748,0.679845897182463,46.7926256760356,TRUE
0.225584807596091,0.0932752508435341,0.0155852823549895,0.0427653159427641,0.408404299249418,"Formal",2012,"101+",25.3055298217939,4.36929280159764,50.4415272197774,TRUE
