codigo,actividad,actividad_corta,pib_2010_billones,pib_2025_billones,crec_pib,ocupados_2010_millones,ocupados_2025_millones,crec_ocupados,horas_semanales_2010,horas_semanales_2025,crec_horas_semanales,pib_trabajador_2010,pib_trabajador_2025,crec_pib_trabajador,pib_hora_2010,pib_hora_2025,crec_pib_hora
"001,002,004-008,013","Cultivos agrícolas transitorios; cultivos agrícolas permanentes; Propagación de plantas (actividades de viveros, excepto viveros forestales); actividades de apoyo a la agricultura y la ganadería, y posteriores a la cosecha, explotación mixta (agrícola y pecuaria) y caza ordinaria y mediante trampas y actividades de servicios conexas",Cultivos y apoyo agropecuario,22.863,37.24413925969323,0.03306658668991713,1.7231501518139964,1.870691443712625,0.005491960439184984,44.7269712862701,41.91608033779672,-0.0043177961906043505,13.268141476778235,19.909290431017045,0.027424014647206008,5.704758438214341,9.134226452992245,0.031879459848101144
003,Cultivo permanente de café,Café,3.415,5.000923511497827,0.0257557660683172,0.2573834478609456,0.2511854216414864,-0.001623719666959289,44.7269712862701,41.916080337796714,-0.0043177961906044615,13.268141476778233,19.909290431017045,0.027424014647206008,5.70475843821434,9.134226452992245,0.031879459848101144
009-012,Ganadería,Ganadería,10.902,17.320411265089817,0.031343814281775906,0.8216674520000083,0.8699662765532834,0.0038151722937056487,44.7269712862701,41.91608033779672,-0.0043177961906043505,13.268141476778235,19.909290431017048,0.027424014647206008,5.704758438214341,9.134226452992245,0.031879459848101144
"014,015",Silvicultura y extracción de madera,Silvicultura,1.423,2.1380746483326276,0.027514275299906243,0.04304943337330715,0.03046753767752683,-0.022782292740220034,48.13362486664063,41.052826741525934,-0.01055201935219141,33.05502276093448,70.17549862290622,0.05146915335904323,13.206433473368294,32.872981638221574,0.06268260072715326
016,Pesca y acuicultura,Pesca y acuicultura,1.354,2.5980392331286484,0.04440386270543306,0.11113578197173007,0.1056474874261046,-0.0033706235194189693,49.88364557045474,43.55737676204562,-0.009000195569334624,12.183294848678177,24.59158562522231,0.04793606063826772,4.696812532966077,10.857290850201839,0.057453347571861935
017,Extracción de carbón de piedra y lignito,Carbón,7.720999999999999,5.720123858936617,-0.019798283531645033,0.017305359444632927,0.01856918284470698,0.004710199768525047,51.82598818524507,47.73588198774478,-0.0054655669974961185,446.1623593952326,308.04391915216127,-0.024393584643429,165.55488227869415,124.09787513044785,-0.01903203852760449
"018,021",Extracción de petróleo crudo y gas natural y actividades de apoyo para la extracción de petróleo y de gas natural,"Petróleo, gas y apoyo conexo",25.402999999999995,24.562529838366398,-0.0022404978536637588,0.056936672189095996,0.0797371034168459,0.02270699171414181,51.82598818524507,47.735881987744776,-0.0054655669974961185,446.16235939523267,308.04391915216127,-0.024393584643429,165.55488227869418,124.09787513044786,-0.01903203852760449
019,Extracción de minerales metalíferos,Minerales metalíferos,4.203000000000001,2.9544347977393164,-0.02322545185135172,0.08617047963500572,0.13351222736469975,0.029621261426004963,48.4143970963751,45.10130428678683,-0.004714588883178106,48.775404498184805,22.12857096353454,-0.05132636169941274,19.374165626287333,9.43541319560253,-0.04683256912600675
020,Extracción de otras minas y canteras,Otras minas y canteras,1.492,1.494340019948779,0.00010448208197044728,0.030589187631555676,0.06752989257242538,0.054213421460212796,48.4143970963751,45.10130428678683,-0.004714588883178106,48.77540449818481,22.128570963534543,-0.05132636169941274,19.374165626287333,9.43541319560253,-0.04683256912600675
022,Actividades de apoyo para otras actividades de explotación de minas y canteras,Apoyo a otras actividades mineras,0.164,0.1464791884992814,-0.007503908534836845,0.0003675791929697967,0.0004755139750930341,0.01731197729200984,51.82598818524509,47.73588198774478,-0.0054655669974961185,446.16235939523267,308.04391915216127,-0.024393584643429,165.55488227869412,124.09787513044785,-0.01903203852760449
023-025,"Procesamiento y conservación de carne y productos cárnicos de bovinos, bufalinos, porcinos y otras carnes n.c.p.; procesamiento y conservación de carne y productos cárnicos de aves de corral y procesamiento y conservación de pescados, crustáceos y moluscos","Carnes, aves y pescado",5.217,8.42885772643039,0.03249952160707403,0.13022687210519154,0.16551666220096325,0.01611471496867356,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471172,50.92452695908302,0.01612495754370169,16.960875305162947,21.8840391187219,0.017135037325343383
026,Elaboración de aceites y grasas de origen vegetal y animal,Aceites y grasas,1.173,1.7529084360892744,0.02714261487727465,0.029280452554991315,0.03442169305760476,0.01084281736392545,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471171,50.92452695908302,0.01612495754370169,16.960875305162944,21.8840391187219,0.017135037325343605
027,Elaboración de productos lácteos,Lácteos,2.838,3.2855838034263996,0.009810798435265777,0.07084222024813756,0.06451869069036831,-0.0062139592788856834,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471171,50.92452695908302,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
"028,032,035","Elaboración de productos de molinería, almidones y productos derivados del almidón; elaboración de productos de panadería; elaboración de macarrones, fideos, alcuzcuz, y productos farináceos similares y elaboración de alimentos preparados para animales","Molinería, panadería y alimentos",3.908,4.874262889501658,0.014838558094949938,0.09755158447136067,0.09571542791979284,-0.001265985486530563,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471171,50.92452695908302,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
029,Elaboración de productos de café,Productos de café,0.48599999999999993,0.7345514543101475,0.027919402290945694,0.012131543002323766,0.014424315711373167,0.011607277884164047,45.422247813468886,44.750323321182535,-0.0009930635997928983,40.06085622471171,50.92452695908301,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
"030,031",Elaboración de azúcar y elaboración de panela,Azúcar y panela,2.104,2.491042267091364,0.011320996848245723,0.052520095631459277,0.048916355552853216,-0.004727726309437963,45.422247813468886,44.750323321182535,-0.0009930635997928983,40.06085622471171,50.92452695908301,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
033,"Elaboración de cacao, chocolate y productos de confitería",Cacao y confitería,0.658,0.9471276703676375,0.02457913802602185,0.016425010896150286,0.01859865426199517,0.008320020504915648,45.42224781346889,44.75032332118254,-0.0009930635997928983,40.06085622471172,50.92452695908302,0.01612495754370169,16.960875305162947,21.88403911872191,0.017135037325343605
