"anio","sector","tamano_empresa","workers","mean_income","worker_share","year","sector_chr","sector_label_en","sector_label_es"
2025,"Agricultura, ganadería, silvicultura y pesca","11-19",67603.8958338781,7902.32551143829,0.0217636233927488,"2025","Agricultura, ganadería, silvicultura y pesca","A - Agriculture","A - Agro y pesca"
2025,"Agricultura, ganadería, silvicultura y pesca","20-30",40304.0060812955,8077.71430749136,0.0129750097794335,"2025","Agricultura, ganadería, silvicultura y pesca","A - Agriculture","A - Agro y pesca"
2025,"Agricultura, ganadería, silvicultura y pesca","31-50",30353.4681415003,9071.36915708325,0.00977164764170835,"2025","Agricultura, ganadería, silvicultura y pesca","A - Agriculture","A - Agro y pesca"
2025,"Agricultura, ganadería, silvicultura y pesca","51-100",39237.5430079025,9558.73083525274,0.0126316848806935,"2025","Agricultura, ganadería, silvicultura y pesca","A - Agriculture","A - Agro y pesca"
2025,"Agricultura, ganadería, silvicultura y pesca","101+",259973.084355492,9040.28396877478,0.0836927551345183,"2025","Agricultura, ganadería, silvicultura y pesca","A - Agriculture","A - Agro y pesca"
2025,"Alojamiento y servicios de comida","Solo",430236.069616931,4535.04280162138,0.250650776599046,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","2-3",404131.51946312,6464.18843688633,0.235442554344117,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","4-5",301197.078962778,6977.52535444782,0.17547408755989,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","6-10",241423.264694153,7543.053386354,0.140650524347122,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","11-19",111928.136742911,9066.19717522305,0.065208094762659,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","20-30",58521.7830775648,8909.29565601585,0.0340941436858442,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","31-50",35292.928472886,10669.0201834268,0.0205612698583358,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","51-100",27903.6131459169,12127.5292001269,0.0162563364600526,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Alojamiento y servicios de comida","101+",105841.714354452,10943.1774506227,0.0616622123829333,"2025","Alojamiento y servicios de comida","I - Accommodation and food","I - Alojamiento y comida"
2025,"Artes, recreación y otros servicios","Solo",669083.869068966,7030.75862913559,0.55026715103267,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","2-3",133911.45613445,7180.71293791304,0.110131298726834,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","4-5",76925.0704018184,7768.79996423868,0.0632646238981934,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","6-10",57467.4667170529,9979.93128933764,0.0472623248733531,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","11-19",42174.5285997415,13024.951929885,0.0346851250965274,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","20-30",31425.3247270948,10315.8656800221,0.0258447777734013,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","31-50",23948.2276956329,16926.8222448038,0.019695472623925,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","51-100",25888.6738383554,14865.6199235448,0.0212913320072547,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Artes, recreación y otros servicios","101+",155100.897929531,13909.071704146,0.127557893967841,"2025","Artes, recreación y otros servicios","R/S - Arts and other services","R/S - Arte y otros servicios"
2025,"Comercio y reparación","Solo",1299884.24697306,6231.08113848678,0.338233843357915,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","2-3",824181.940044913,7441.02934265424,0.214454653063698,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","4-5",375545.860478772,8394.61280021853,0.0977181776321068,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","6-10",266512.452904105,9774.05575511988,0.0693473526265213,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","11-19",170842.599271024,10874.4974400776,0.0444537650912021,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","20-30",133678.14166166,9603.59360390441,0.0347834599368788,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","31-50",99581.3108287935,10597.5252215855,0.0259113606205124,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","51-100",98578.5127931756,13416.2579008558,0.0256504295149246,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Comercio y reparación","101+",574347.453633641,12694.8711817248,0.14944695815624,"2025","Comercio y reparación","G - Commerce","G - Comercio"
2025,"Construcción","Solo",507492.659888204,6647.18591489803,0.324361397450609,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","2-3",369641.33216787,6415.66513733873,0.23625441022908,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","4-5",143997.172812025,7577.41120333563,0.0920350733989614,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","6-10",77538.7345901009,8884.28882687556,0.0495584947252979,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","11-19",57773.1517363702,11772.8433389466,0.0369254212198127,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","20-30",58152.7798434665,10960.0889389684,0.0371680586273299,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","31-50",61900.0010063954,11111.9167704003,0.0395630763074514,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","51-100",65055.0859244879,11300.2201976823,0.0415796330657959,"2025","Construcción","F - Construction","F - Construccion"
2025,"Construcción","101+",223039.270250015,12942.7277894572,0.142554434975662,"2025","Construcción","F - Construction","F - Construccion"
2025,"Educación","Solo",70291.8824331999,11786.5506395468,0.0735001838960767,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","2-3",14535.6661714155,11553.8022042836,0.0151991111870751,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","4-5",10847.6368748799,11684.1843784781,0.0113427507920169,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","6-10",35724.2831677636,11058.3168035262,0.0373548309064201,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","11-19",42956.2782679952,12043.2177075495,0.0449169127770784,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","20-30",55501.3548000311,11942.08870432,0.0580345787176834,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","31-50",57987.1507151862,15130.6490130796,0.0606338327220935,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","51-100",82425.0785831792,16247.8998224469,0.086187170179566,"2025","Educación","P - Education","P - Educacion"
2025,"Educación","101+",586080.418159588,24217.2194223756,0.61283062882199,"2025","Educación","P - Education","P - Educacion"
2025,"Electricidad, gas, agua y saneamiento","Solo",78825.2346756879,3580.4230908918,0.259683184543226,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","2-3",10901.6490737383,5606.11406466267,0.0359145768469779,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","4-5",6524.59271638813,6743.46773970308,0.0214947284509866,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","6-10",8924.21473940276,9030.69348176444,0.0294000837753354,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","11-19",5492.59463682391,8899.84792917846,0.0180948965463137,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","20-30",7789.85181423944,10828.8402304531,0.0256630193942885,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","31-50",9976.52930980911,9458.51101979689,0.0328668466706021,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","51-100",14087.2969587588,13067.3781994756,0.0464094290477881,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Electricidad, gas, agua y saneamiento","101+",161021.890153878,15830.3205852859,0.530473234724482,"2025","Electricidad, gas, agua y saneamiento","D/E - Utilities and water","D/E - Servicios publicos y agua"
2025,"Hogares como empleadores","Solo",601943.79085047,6321.24540776997,0.864730640457582,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Hogares como empleadores","2-3",89356.9821067655,7234.2406449231,0.128367002934556,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Hogares como empleadores","4-5",4672.78082367447,8309.48674438296,0.00671274762825437,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Hogares como empleadores","20-30",19.9529902015218,2564.10256410256,0.0000286637427917117,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Hogares como empleadores","51-100",28.1130828450839,7287.35609336079,0.0000403862362289993,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Hogares como empleadores","101+",83.9217884036053,26933.8419964141,0.000120559000587187,"2025","Hogares como empleadores","T - Household employers","T - Hogares empleadores"
2025,"Industrias manufactureras","Solo",527495.264023951,5151.67539521395,0.213149489727533,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","2-3",244023.763100897,7020.58765935598,0.0986047536987686,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","4-5",184405.697659316,8512.07517305931,0.0745143758430946,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","6-10",201137.363132864,8784.72083644827,0.0812752819615171,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","11-19",143556.245147124,8983.12058319674,0.0580079907578484,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","20-30",117446.123265398,9354.41004306112,0.0474574521362145,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","31-50",111373.645045776,10522.2498270569,0.0450036943071486,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","51-100",135504.974981316,10601.3086353241,0.0547546456672989,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Industrias manufactureras","101+",809823.645807425,13548.3246450234,0.327232315900576,"2025","Industrias manufactureras","C - Manufacturing","C - Manufactura"
2025,"Información y comunicaciones","Solo",42555.135960203,22038.2454885179,0.107878200765419,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","2-3",8961.79477113108,9784.54749693751,0.0227183458288721,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","4-5",10017.2910504246,18412.8037855699,0.0253940519911379,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","6-10",13513.8281056192,13690.8716125632,0.0342578499302814,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","11-19",21750.4444492297,23780.8357620604,0.055137852578486,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","20-30",21025.2088761646,16144.931009604,0.0532993645326128,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","31-50",24631.4113297156,19299.5623843959,0.0624411666560682,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","51-100",25602.7925069512,24435.1776836674,0.0649036391941791,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Información y comunicaciones","101+",226416.005736139,23352.2969662283,0.573969528522943,"2025","Información y comunicaciones","J - Information and communication","J - Informacion y comunicaciones"
2025,"Inmobiliarias, profesionales y administrativas","Solo",792515.234616279,11075.0168408779,0.390914234724876,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","2-3",110335.750888309,14106.2499147868,0.0544239577201081,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","4-5",86435.3901993374,13777.7880915933,0.0426349209921245,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","6-10",141737.680393414,13985.8038851883,0.0699132009613642,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","11-19",96367.5344531932,15423.6252447842,0.0475340275336574,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","20-30",96719.7292070265,16255.4887601545,0.0477077503047225,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","31-50",88687.9522223511,15699.4250768784,0.0437460145344752,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","51-100",83820.0338590974,13143.0967181969,0.0413448763625436,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Inmobiliarias, profesionales y administrativas","101+",530718.570905358,15502.2084244015,0.261781016866129,"2025","Inmobiliarias, profesionales y administrativas","L/M/N - Business services","L/M/N - Servicios empresariales"
2025,"Minas y canteras","Solo",99917.7173432254,5747.67908502812,0.333930633960667,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","2-3",16371.417016177,6301.9020688034,0.0547141969253273,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","4-5",13202.3530232892,7541.1893813008,0.0441230067305817,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","6-10",22925.1299109259,7175.98839731526,0.076617074212066,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","11-19",27913.1471911476,8154.08744157082,0.0932873086497637,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","20-30",14326.7444219359,12322.8214018895,0.0478807860569472,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","31-50",12528.0878148914,11033.84979308,0.041869574461663,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","51-100",13069.4873168109,9625.33745238323,0.0436789620628723,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Minas y canteras","101+",78962.9005135278,22968.5261736393,0.263898456940112,"2025","Minas y canteras","B - Mining","B - Minas"
2025,"Organizaciones extraterritoriales","11-19",526.836960167877,98588.1770102149,0.0567036157234224,"2025","Organizaciones extraterritoriales","U - Extraterritorial orgs.","U - Org. extraterritoriales"
2025,"Organizaciones extraterritoriales","20-30",359.719551410723,46153.8461538462,0.0387167202636958,"2025","Organizaciones extraterritoriales","U - Extraterritorial orgs.","U - Org. extraterritoriales"
2025,"Organizaciones extraterritoriales","31-50",350.858525789966,16055.446995506,0.0377630054909989,"2025","Organizaciones extraterritoriales","U - Extraterritorial orgs.","U - Org. extraterritoriales"
2025,"Organizaciones extraterritoriales","51-100",471.322374417614,12464.1568972825,0.0507285646631762,"2025","Organizaciones extraterritoriales","U - Extraterritorial orgs.","U - Org. extraterritoriales"
2025,"Organizaciones extraterritoriales","101+",7582.32724866824,42222.8050856219,0.816088093858707,"2025","Organizaciones extraterritoriales","U - Extraterritorial orgs.","U - Org. extraterritoriales"
2025,"Salud y asistencia social","Solo",108459.956700026,12078.9437655171,0.108449158762721,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","2-3",34346.9276554806,15591.7950859888,0.0343435081817621,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","4-5",24467.3985160092,11499.982260138,0.0244649626176074,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","6-10",31369.4328982208,12528.4186329162,0.0313663098546567,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","11-19",33401.1167302625,14292.0335297002,0.0333977914185498,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","20-30",46628.7174084552,12723.023858869,0.0466240751977951,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","31-50",53877.4461218133,12623.3461752027,0.0538720822501773,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","51-100",70395.3938613107,14744.7408971574,0.0703883855139666,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Salud y asistencia social","101+",597153.176923215,15994.7328260756,0.597093726202764,"2025","Salud y asistencia social","Q - Health","Q - Salud"
2025,"Transporte y almacenamiento","Solo",1054610.39736431,5885.79341978076,0.598398568693536,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","2-3",139179.728307801,7404.6688797424,0.0789722445546618,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","4-5",38468.4456461023,9732.81156816127,0.0218274567290662,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","6-10",35361.3069444665,9400.60646375858,0.020064429020978,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","11-19",34014.4402741217,11194.519711145,0.0193002007431518,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","20-30",38774.1741353909,9112.35462221513,0.0220009307350653,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","31-50",41011.9343571122,10542.1151044112,0.0232706626826205,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","51-100",55000.2010527264,10147.9476449295,0.0312077727187806,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
2025,"Transporte y almacenamiento","101+",325967.272789465,12373.9535635627,0.184957734122139,"2025","Transporte y almacenamiento","H - Transport","H - Transporte"
