"estimate","std.error","p.value","conf.low","conf.high","comparison","reference_size","premium","ci_low","ci_high","significativo"
0.154393861167795,0.0886565703735286,0.0815990473446466,-0.019373016764321,0.328160739099911,"101+ vs Solo","Solo",16.6950412730102,-1.91865658552158,38.8412126469646,FALSE
0.132856971019982,0.0397854721443757,0.000839795928105948,0.054877445617006,0.210836496422959,"101+ vs 2-3","2-3",14.208663516182,5.6411138926427,23.4710458979825,TRUE
0.127304988078056,0.0329895410655171,0.000113875250550139,0.062645487589643,0.19196448856647,"101+ vs 4-5","4-5",13.5763359247857,6.4649340917307,21.1627489571864,TRUE
0.129024154718622,0.0344028746605745,0.000176560614222065,0.0615945203838961,0.196453789053348,"101+ vs 6-10","6-10",13.7717605082456,6.35310171381269,21.707907720236,TRUE
0.117181411915411,0.0402998983061691,0.003640570679807,0.0381936112353191,0.196169212595502,"101+ vs 11-19","11-19",12.432337684809,3.89323623854978,21.6732774426796,TRUE
0.129254183721948,0.0405430282324841,0.00143223761228627,0.0497898483862788,0.208718519057617,"101+ vs 20-30","20-30",13.7979343231747,5.10501932710472,23.2098137570298,TRUE
0.111188354024396,0.035614684998134,0.00179638803415014,0.0413835714280532,0.180993136620739,"101+ vs 31-50","31-50",11.7605392504291,4.22518068975326,19.8406954143538,TRUE
0.0847325241501857,0.0289527988230923,0.00342717357936214,0.0279850384569249,0.141480009843447,"101+ vs 51-100","51-100",8.84259001175265,2.83802981501957,15.1977475820551,TRUE
