anio,depto,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,departamento,ocupados_remuneracion_valida,rem_total_mensual,rem_por_trabajador,rem_por_hora,share_ocupados_remuneracion_valida
2018,19,570582.5931866079,570497.9238137626,22189561.49223731,38.895078432364336,0.00014839108983755178,22192854.714134946,1154028445.1350172,96169037.09458476,Cauca,570497.9238137626,549152250340.90137,962441.2957885348,5710.2812602854265,0.9998516089101624
2019,19,555847.7722853567,555443.2658411845,21648831.98204997,38.975775409328534,0.00072772882134442,21664597.93436965,1126559092.5872219,93879924.38226849,Cauca,555443.2658411845,565358211433.4819,1017109.7908857731,6022.141742801229,0.9992722711786556
2021,19,514765.261823874,514504.7537175401,21248141.796158116,41.29824193582323,0.0005060716517872876,21258900.32295974,1105462816.7939065,92121901.3994922,Cauca,514504.7537175401,587895929939.9083,1142066.051343332,6381.717279048139,0.9994939283482127
2022,19,593729.7026402155,593328.1721200943,23723439.41041215,39.98367265394292,0.0006762850474477666,23739494.075289246,1234453691.9150407,102871140.99292006,Cauca,593328.1721200943,653255515752.1584,1100257.4283335358,6350.231070122161,0.9993237149525522
2023,19,639628.0630046007,639531.0857444224,24858048.38173567,38.869179209327385,0.00015161508036831695,24861817.80824077,1292814526.02852,107734543.83571,Cauca,639531.0857444224,624931672963.3657,977023.5377538004,5800.661985596342,0.9998483849196317
2024,19,653618.4184819818,653264.1590091127,24448250.305248104,37.424753781581735,0.0005419973838740599,24461508.378795024,1271998435.6973412,105999869.6414451,Cauca,653264.1590091127,693143531704.7666,1060471.2353647884,6539.097963510637,0.9994580026161259
2025,19,627653.8564868355,627612.2480031489,24349411.71078077,38.79690332407056,6.629208640485107e-05,24351025.991099816,1266253351.5371904,105521112.6280992,Cauca,627612.2480031489,723315577268.9891,1152411.587682422,6854.700061951181,0.9999337079135951
2014,20,375681.4254301906,375421.95952125196,17957624.11009072,47.83317452444913,0.000690654079161579,17970035.188196126,934441829.7861986,77870152.48218322,Cesar,375421.95952125196,478187398599.69574,1272853.4503725495,6140.830386958669,0.9993093459208384
2015,20,390228.7216468001,390201.4541065588,18652368.69722097,47.80189438281093,6.987579009110068e-05,18653672.137299664,969990951.1395825,80832579.26163188,Cesar,390201.4541065588,494514883273.6559,1267243.6851566406,6117.766967116724,0.9999301242099089
2016,20,392542.4653051769,392133.4165080425,18285894.30246745,46.63181849000215,0.001042049799163558,18304968.991728976,951858387.5699067,79321532.29749222,Cesar,392133.4165080425,508818842260.9387,1296213.4984946514,6414.637079281752,0.9989579502008364
2017,20,416587.6666263348,416238.26613565156,18665583.86263439,44.843507628275816,0.0008387201990706084,18681252.206203666,971425114.7225906,80952092.89354922,Cesar,416238.26613565156,514349336354.9555,1234672.5012776474,6353.749705165957,0.9991612798009294
2018,20,389292.3896747871,388948.9531631219,17445551.17776386,44.853061143083586,0.0008822071038998569,17460955.35662035,907969678.5442581,75664139.87868817,Cesar,388948.9531631219,487295462903.1672,1251746.6968985735,6440.243207475098,0.9991177928961001
2019,20,438458.24496114114,438143.165915997,20475649.574220277,46.73278317924505,0.0007186067288392772,20490374.09492132,1065499452.9359087,88791621.0779924,Cesar,438143.165915997,548287937084.0696,1250490.6530670035,6174.996361452471,0.9992813932711607
2021,20,416789.94119099126,416552.9103810342,18527623.508406464,44.478439705195335,0.0005687056872816232,18538166.268995415,963984645.9877616,80332053.83231346,Cesar,416552.9103810342,527057170925.1527,1264563.0780317518,6560.982145748957,0.9994312943127184
2022,20,448083.5718313853,447785.2344722748,20791733.224660873,46.43237789911588,0.0006658074026039129,20805585.737660516,1081890458.358347,90157538.19652891,Cesar,447785.2344722748,552273547994.522,1232523.5351461256,6125.650267764128,0.9993341925973961
2023,20,471891.1698380464,471669.2884043919,21463405.833440483,45.50520112523957,0.0004701961974212798,21473502.59270489,1116622134.8206542,93051844.56838785,Cesar,471669.2884043919,569245540836.0217,1206306.8292449452,6117.509475243754,0.9995298038025787
2024,20,466649.8886965541,466630.1892954098,21112485.259486895,45.24457642006785,4.2214520182048965e-05,21113376.5505474,1097895580.6284647,91491298.3857054,Cesar,466630.1892954098,588359660384.6432,1260816.0306821216,6430.771786670463,0.999957785479818
2025,20,515871.15542724985,515786.4986992869,23000169.52012268,44.59242259757599,0.0001641044029547789,23003944.56871173,1196205117.57301,99683759.79775083,Cesar,515786.4986992869,711393684010.5676,1379014.268439537,7136.505339023326,0.9998358955970452
2014,27,147373.91591592142,147314.3950380726,6114349.293357138,41.50544345497884,0.00040387661194241087,6116819.733787082,318074626.1569283,26506218.84641069,Chocó,147314.3950380726,152197274120.75198,1032728.710334211,5741.945880800784,0.9995961233880576
2015,27,148479.09775274008,148329.40364094122,6700393.661126352,45.17238994195578,0.001008183064582946,6707155.701916545,348772096.4996603,29064341.37497169,Chocó,148329.40364094122,158565352139.93243,1067930.466576439,5455.666450314905,0.998991816935417
2016,27,136778.1611556517,136778.1611556517,5908988.277917822,43.201255434290225,0.0,5908988.277917822,307267390.45172673,25605615.870977227,Chocó,136778.1611556517,149566803452.91577,1093499.153587178,5841.171882237083,1.0
2017,27,169353.22435467487,169216.26692977373,7565636.324505273,44.70986425699298,0.0008087086940506971,7571759.672381591,393731502.96384275,32810958.580320228,Chocó,169216.26692977373,176018353116.76358,1039356.3735646982,5364.620868539272,0.9991912913059493
2018,27,198841.6654735614,198841.6654735614,8696978.72636981,43.7382110316622,0.0,8696978.72636981,452242893.7712301,37686907.81426918,Chocó,198841.6654735614,195571627994.42908,983554.5660345159,5189.378469527312,1.0
2019,27,213202.1022463767,212852.40952769783,9715191.490438169,45.64285418236697,0.001640193576866067,9731152.464205464,506019928.13868415,42168327.34489035,Chocó,212852.40952769783,229184758739.7124,1074964.8165986005,5434.997619545926,0.9983598064231339
2021,27,127009.90199345381,126993.96463107641,5399269.229820275,42.51595141159198,0.00012548125876221672,5399946.8219447415,280797234.74112654,23399769.561760545,Chocó,126993.96463107641,142291257788.4197,1120316.25530861,6080.882865656479,0.9998745187412378
2022,27,143303.69900274277,143301.10390059152,6168134.48878177,43.043174971357,1.8109107924657586e-05,6168246.190217734,320748801.8913222,26729066.82427685,Chocó,143301.10390059152,160217200250.59198,1118025.5734189074,5994.118736127131,0.9999818908920753
2023,27,130222.81313351083,130222.81313351083,5796063.25466652,44.508816198926,0.0,5796063.25466652,301395289.24265903,25116274.10355492,Chocó,130222.81313351083,148609049596.07687,1141190.594951405,5916.842959403878,1.0
2024,27,131819.79348657696,131819.79348657696,6077138.960616764,46.101869832132536,0.0,6077138.960616764,316011225.9520717,26334268.82933931,Chocó,131819.79348657696,152830380407.97424,1159388.710645619,5803.479162394825,1.0
2025,27,137366.38913717508,137366.38913717508,6067146.099303391,44.167617256392276,0.0,6067146.099303391,315491597.16377634,26290966.430314694,Chocó,137366.38913717508,167287154990.79077,1217817.226190146,6362.913871355486,1.0
2014,25,965222.6841272218,963687.8075106867,43851047.16197084,45.503374454059966,0.0015901787657663924,43920889.22739381,2283886239.824478,190323853.3187065,Cundinamarca,963687.8075106867,1435769760478.1746,1487501.05451203,7543.824567664194,0.9984098212342336
2015,25,991150.7432435409,990069.5626935501,44287207.64238281,44.731410106070236,0.0010908336167438915,44335570.37296315,2305449659.394084,192120804.949507,Cundinamarca,990069.5626935501,1422751564456.6829,1435454.267834909,7405.504910468228,0.9989091663832561
2016,25,990807.2944562166,987492.0925232061,44583776.32324756,45.14848945203056,0.003345960361373801,44733452.68275143,2326139539.5030746,193844961.6252562,Cundinamarca,987492.0925232061,1425539627317.9255,1438765.7774565562,7354.019497673603,0.9966540396386262
2017,25,1001218.54984153,1000297.7535689101,45849394.65021103,45.83574689298998,0.0009196756020608543,45891600.035102844,2386363201.825348,198863600.15211233,Cundinamarca,1000297.7535689101,1463216778494.9382,1461435.945954589,7357.891425960871,0.9990803243979391
2018,25,987279.3411311205,985912.8906844822,45685985.67357911,46.33876492056114,0.0013840565579674724,45749305.29960148,2378963875.579277,198246989.63160643,Cundinamarca,985912.8906844822,1408483236158.8738,1426630.921442337,7104.6891495108985,0.9986159434420325
2019,25,1017674.2075830013,1017426.9847391335,46431216.44803401,45.63591996720914,0.00024292926166913364,46442498.68995083,2415009931.8774433,201250827.6564536,Cundinamarca,1017426.9847391335,1498100334960.1082,1472082.444260948,7443.946205863307,0.9997570707383309
2021,25,1159111.1777365466,1158536.244961347,54164305.69347123,46.75236180917098,0.0004960117599093206,54191185.15859331,2817941628.2468524,234828469.02057102,Cundinamarca,1158536.244961347,2054339442400.2617,1772340.291301367,8748.255486093984,0.9995039882400907
2022,25,1413964.7766806285,1413959.0510514576,64749578.049462,45.79310695123206,4.049343565903918e-06,64749840.24381098,3366991692.678171,280582641.05651426,Cundinamarca,1413959.0510514576,2293677477976.287,1622160.265802971,8174.694875419254,0.9999959506564341
2023,25,1495204.7075644536,1495204.7075644536,67073847.79125565,44.85930752619993,0.0,67073847.79125565,3487840085.145294,290653340.42877454,Cundinamarca,1495204.7075644536,2549400294543.4717,1705051.0084978282,8771.274710906719,1.0
2024,25,1497470.1840930174,1497261.7825406545,66992694.067516565,44.743474286666725,0.00013916908301525588,67002018.67701601,3484104971.2048326,290342080.933736,Cundinamarca,1497261.7825406545,2678912581664.614,1788958.8788621982,9226.745820134887,0.9998608309169847
2025,25,1706608.0129832893,1705410.7741781499,74990113.18580972,43.971877228199176,0.0007015312221853032,75042758.02356215,3902223417.2252316,325185284.7687693,Cundinamarca,1705410.7741781499,3388001204295.318,1985225.1826550474,10418.679328323347,0.9992984687778147
2014,23,631624.0728066363,631624.0728066363,25310218.61887171,40.071649749518194,0.0,25310218.61887171,1316131368.181329,109677614.01511075,Córdoba,631624.0728066363,729432553850.7263,1154852.3643335437,6650.696775280226,1.0
2015,23,688851.2853812499,688851.2853812499,27829313.212570693,40.39959538896462,0.0,27829313.212570693,1447124287.0536761,120593690.58780634,Córdoba,688851.2853812499,680738835345.9081,988223.2200077091,5644.895947937263,1.0
2016,23,681287.1612159385,681254.6534406389,29469501.837957166,43.257688867331886,4.771523250424181e-05,29470908.049186848,1532487218.5577161,127707268.213143,Córdoba,681254.6534406389,739436048616.0112,1085351.50918783,5790.085865605511,0.9999522847674958
2017,23,717600.8775971008,717600.8775971008,30196850.773716353,42.08028685086206,0.0,30196850.773716357,1570236240.2332506,130853020.01943755,Córdoba,717600.8775971008,763050419001.2566,1063335.4038756813,5831.355049259921,1.0
2018,23,733491.9705589513,733491.9705589513,30750654.030691188,41.92364097354456,0.0,30750654.030691188,1599034009.5959418,133252834.13299514,Córdoba,733491.9705589513,741066642490.0443,1010326.864144567,5561.35745488468,1.0
2019,23,714653.0130086724,714632.4698104642,30197749.5674983,42.25633572947978,2.8745695931142734e-05,30198617.647778742,1570328117.6844945,130860676.47370787,Córdoba,714632.4698104642,768301669619.1323,1075069.5171417529,5871.142426605881,0.9999712543040689
2021,23,717622.3886015376,717622.3886015376,28408360.619446516,39.586781391822434,0.0,28408360.619446516,1477234752.2112188,123102896.01760156,Córdoba,717622.3886015376,717148265809.3899,999339.3143808241,5825.600282440554,1.0
2022,23,716490.8287560145,716461.1214450201,28858861.8189977,40.27973180288231,4.1462234828593125e-05,28860058.421517137,1500723037.9188912,125060253.1599076,Córdoba,716461.1214450201,645213224217.8851,900518.4690753364,5159.218919802496,0.9999585377651714
2023,23,754655.9448473185,754548.0945887251,29906069.043530885,39.63441065984206,0.00014291315046244257,29910343.62496974,1555337868.4984264,129611489.04153554,Córdoba,754548.0945887251,724887782229.0146,960553.9944108882,5592.774125114138,0.9998570868495376
2024,23,774002.029012392,773951.7879030013,30728709.666814983,39.703648401760894,6.491082388360159e-05,30730704.42215755,1597996629.9521925,133166385.82934938,Córdoba,773951.7879030013,808649441001.3202,1044763.9808297885,6072.474190578331,0.9999350891761164
2025,23,791370.3113817273,791370.3113817273,31545498.755787503,39.86186782861398,0.0,31545498.755787507,1640365935.3009503,136697161.2750792,Córdoba,791370.3113817273,857399313079.3586,1083436.288609747,6272.253974272312,1.0
2014,94,6496.575731561519,6478.135353879587,291808.70111418254,45.04516889098742,0.0028384765211534324,292639.3510412788,15217246.254146498,1268103.8545122081,Guainía,6478.135353879587,12989340873.869394,1999413.446496878,10243.120725207404,0.9971615234788466
2015,94,6326.467357447254,6315.534885167113,299903.831571291,47.48668751330243,0.0017280532187162745,300422.9784662059,15621994.880242705,1301832.906686892,Guainía,6315.534885167113,14070807536.559849,2224117.6222929973,10808.458953745025,0.9982719467812837
2016,94,5884.112965992659,5867.765945315088,273349.3713168421,46.58491389471462,0.002778162277313312,274110.89586754184,14253766.585112175,1187813.8820926812,Guainía,5867.765945315088,12233694227.006098,2079105.9413221607,10299.335957795736,0.9972218377226867
2017,94,6467.212139360704,6458.68498907976,301024.57936766325,46.60771966377532,0.001318520267650669,301422.01039748837,15673944.540669395,1306162.045055783,Guainía,6458.68498907976,12676354948.044817,1960095.7375271593,9705.040041569606,0.9986814797323493
2018,94,5499.893980749375,5499.893980749375,258113.78387775124,46.93068353339105,0.0,258113.78387775124,13421916.761643065,1118493.0634702554,Guainía,5499.893980749375,11225368862.349308,2041015.4998696577,10036.15420512425,1.0
2019,94,5169.905346023884,5159.517805574089,239578.95077275147,46.43436844309795,0.002009232230486324,240061.28965321483,12483187.061967172,1040265.5884972643,Guainía,5159.517805574089,9381386120.084694,1814614.677094584,9018.26055174694,0.9979907677695137
2021,94,6350.302227578897,6348.058141650071,329496.591671895,51.90509984621028,0.0003533825396656587,329613.0711760942,17139879.701156896,1428323.3084297413,Guainía,6348.058141650071,13269663344.901854,2089611.3081473003,9290.377932353531,0.9996466174603343
2022,94,8365.140748659769,8365.140748659769,415966.7886149089,49.72621514844845,0.0,415966.7886149089,21630273.00797526,1802522.750664605,Guainía,8365.140748659769,13652071355.510063,1632019.3246834904,7573.869095675176,1.0
2023,94,9044.679604899165,9035.728217560038,429354.33449133823,47.5174024885931,0.0009896853985053022,429779.68116636283,22348543.420650866,1862378.6183875722,Guainía,9035.728217560038,13777326109.1545,1523251.979173683,7397.704190291211,0.9990103146014947
2024,94,8785.140523281752,8785.140523281752,385586.3506566066,43.890743652278886,0.0,385586.3506566066,20050490.234143544,1670874.1861786286,Guainía,8785.140523281752,16280637663.63197,1853201.735417457,9743.784300640007,1.0
2025,94,9040.858464741084,9040.858464741084,412859.8983816456,45.666006164323825,0.0,412859.8983816456,21468714.715845574,1789059.559653798,Guainía,9040.858464741084,18620488885.54892,2059593.0085807599,10407.97595869429,1.0
2014,95,14987.864333672549,14826.115572783023,720375.3054084706,48.58826992627094,0.010791981918740312,728234.3978628108,37868188.68886616,3155682.3907388467,Guaviare,14826.115572783023,25476042811.56603,1699778.0500541474,8073.069357782,0.9892080180812597
2015,95,15779.734982761413,15735.533737140435,761609.2794153119,48.40060033157265,0.0028011399221384847,763748.6462387706,39714929.60441607,3309577.467034673,Guaviare,15735.533737140435,26115865144.952515,1655025.5865185834,7890.996782846694,0.9971988600778615
2016,95,16877.9519699377,16768.031867803817,771658.0576231705,46.0195963191617,0.006512644563135939,776716.536350733,40389259.89023811,3365771.657519843,Guaviare,16768.031867803817,27148079110.535137,1608493.6821061082,8065.9301559809055,0.9934873554368641
2017,95,17459.935908082094,17340.58106607046,811275.3173636914,46.78478271706117,0.006835926697553729,816859.3077134349,42476684.00109862,3539723.6667582183,Guaviare,17340.58106607046,27260858884.56824,1561337.8553096156,7701.408768310586,0.9931640733024463
2018,95,17794.452151687023,17619.310214098652,820945.3875563542,46.59350324052122,0.009842502376324447,829105.8639929291,43113504.92763232,3592792.077302693,Guaviare,17619.310214098652,32884662638.462852,1848028.9450970923,9152.95456316837,0.9901574976236756
2019,95,19233.557088894304,19040.88684293301,871017.2704562346,45.74457469555894,0.010017400581223912,879830.8889142226,45751206.223539576,3812600.518628298,Guaviare,19040.88684293301,30724716325.93103,1597453.6682906079,8058.729514359193,0.9899825994187761
2021,95,19148.694497321612,19000.09705911326,891195.3242805161,46.904777460232005,0.007760186378718226,898165.2540508393,46704593.21064365,3892049.4342203042,Guaviare,19000.09705911326,33146096245.789154,1730984.6501768255,8516.360546286156,0.9922398136212818
2022,95,21101.45688565572,21020.73980140686,971066.1826817194,46.19562355349304,0.003825190112997756,974794.9587200154,50689337.8534408,4224111.487786734,Guaviare,21020.73980140686,36244424927.18631,1717626.6607366067,8580.366553293068,0.9961748098870022
2023,95,20955.055769671446,20925.50975600008,910428.8872788367,43.50808644065575,0.0014099706531981449,911714.3777956273,47409147.64537262,3950762.3037810517,Guaviare,20925.50975600008,38037651541.98913,1815201.6372603297,9627.927123225165,0.9985900293468019
2024,95,20755.49725219247,20745.597185884548,914582.1608977446,44.08560296929089,0.00047698526263328933,915018.6112903652,47580967.78709899,3965080.6489249156,Guaviare,20745.597185884548,36037116154.17029,1736268.5035340975,9088.621227399579,0.9995230147373667
2025,95,22748.352130373063,22718.43241434236,1008018.8266901904,44.37008717440463,0.0013152476214203235,1009346.3670987061,52486011.08913272,4373834.257427727,Guaviare,22718.43241434236,42500846381.367195,1868304.4001513,9717.068338653085,0.9986847523785797
2014,41,385504.44524862897,385089.28734430677,17247886.453522976,44.789317751396474,0.0010769211858360217,17266481.092816666,897857016.8264666,74821418.06887221,Huila,385089.28734430677,503218324080.0828,1305350.25025596,6725.59191028532,0.998923078814164
2015,41,399249.55486959004,398946.24206490256,17445056.697325088,43.727838134359565,0.0007597073083438488,17458319.910552543,907832635.3487322,75652719.61239435,Huila,398946.24206490256,486070725998.5399,1217460.9090229517,6425.026469490013,0.9992402926916562
2016,41,410506.62886333995,410193.61025388737,18229328.40284821,44.44079075626082,0.000762517794948403,18243239.197373707,948648438.2634327,79054036.52195273,Huila,410193.61025388737,493512650918.0123,1202203.8530401066,6242.725515742229,0.9992374822050516
2017,41,405580.1400556756,405427.03366758116,17537069.45788953,43.25579697842392,0.00037749971700640206,17543692.196729045,912271994.2299104,76022666.18582587,Huila,405427.03366758116,511752120012.23846,1261778.0543741323,6731.57290697143,0.9996225002829936
2018,41,379140.23285223957,379140.23285223957,16271449.610185346,42.91670521953479,0.0,16271449.610185346,846115379.729638,70509614.97746983,Huila,379140.23285223957,517934309923.6039,1366075.8343350384,7345.5841460643505,1.0
2019,41,381681.7755464944,381573.47571423114,16576325.297742827,43.442027165843164,0.0002837437865829129,16581030.061998064,862213563.2238994,71851130.26865828,Huila,381573.47571423114,478920999613.73395,1254765.174281669,6665.462294371742,0.9997162562134171
2021,41,366627.50592080876,366605.85730903957,16496423.420765694,44.997708279547815,5.904797490530189e-05,16497397.558682742,857864673.0515026,71488722.75429188,Huila,366605.85730903957,519261237841.8444,1416318.2779690414,7263.540567462022,0.9999409520250947
2022,41,432782.5810661316,432752.6494407654,19320065.956727345,44.644593121946556,6.916088279818045e-05,19321402.241963297,1004712916.5820915,83726076.38184096,Huila,432752.6494407654,597886398389.1893,1381493.674991113,7140.981928526901,0.9999308391172018
2023,41,452254.36942856165,452217.04123651446,19987254.286135763,44.19836596932271,8.253804622027072e-05,19988904.131228838,1039423014.8238996,86618584.5686583,Huila,452217.04123651446,609789241487.4657,1348332.448966617,7039.935419449341,0.9999174619537797
2024,41,485561.0025486689,485485.0155358647,20756794.34321212,42.75475798218274,0.00015649323649413738,20760043.149554353,1079522243.7768264,89960186.9814022,Huila,485485.0155358647,660214170535.3608,1359693.5649072973,7338.959518524003,0.9998435067635059
2025,41,467605.97177084093,467589.76477365376,20573865.13289019,43.999819249357145,3.465951712677828e-05,20574578.237837,1069878068.3675241,89156505.69729368,Huila,467589.76477365376,656767711975.6215,1404532.3448039342,7366.458643023708,0.9999653404828732
2014,44,327326.18814675946,327259.64054492075,14518068.097700704,44.36253756658363,0.0002033066838174058,14521020.318187239,755093056.5457364,62924421.37881137,La Guajira,327259.64054492075,422778461476.03827,1291612.0884482423,6718.829545223297,0.9997966933161826
2015,44,347495.82661045453,347450.47868777096,14364056.43348958,41.341305637968446,0.00013049918649643555,14365931.17582129,747028421.1427071,62252368.42855892,La Guajira,347450.47868777096,388943615271.1761,1119275.644444458,6247.8524928337365,0.9998695008135036
2016,44,348153.8596396848,348019.0692437394,14964376.71963189,42.99872634034144,0.0003871575517929715,14970172.534980452,778448971.8189834,64870747.65158195,La Guajira,348019.0692437394,400411051967.8458,1150097.983639313,6172.443920616372,0.999612842448207
2017,44,371601.05640502856,371500.24761192076,16129221.917383641,43.41644997833935,0.00027128231034390105,16133598.677306982,838947131.2199631,69912260.93499692,La Guajira,371500.24761192076,409555823719.275,1102138.4806637296,5858.140163712803,0.9997287176896561
2018,44,398409.57838648197,398359.5025203911,18010549.749621242,45.21179897974023,0.00012568941312529613,18012813.76961268,936666316.0198594,78055526.33498828,La Guajira,398359.5025203911,411986108037.96216,1034076.8153879828,5278.115815526696,0.9998743105868747
2019,44,391706.1340055702,390843.35373883933,17810373.95519174,45.56908486434847,0.0022026212811837587,17849690.062385682,928183883.2440555,77348656.93700463,La Guajira,390843.35373883933,414362317349.4451,1057839.7461183304,5357.07190994817,0.9977973787188162
2021,44,425084.82987097796,424955.7314940532,18531366.871560015,43.60775840440533,0.00030370026840043085,18536996.56239135,963923821.2443501,80326985.10369584,La Guajira,424955.7314940532,335679809381.3158,789677.226268464,4178.917071865444,0.9996962997315996
2022,44,367462.7749025027,367446.27760966617,16233337.798022905,44.17880595668297,4.489514030614483e-05,16234066.628721941,844171464.6935409,70347622.05779508,La Guajira,367446.27760966617,273919460629.88998,745434.5836869268,3893.7984343642433,0.9999551048596939
2023,44,323615.4076947843,323615.4076947843,14067590.813756483,43.47008974005415,0.0,14067590.813756483,731514722.3153371,60959560.19294476,La Guajira,323615.4076947843,289079066111.1247,893279.6746926453,4742.144877623013,1.0
2024,44,331294.377495861,331294.377495861,14235996.882150298,42.970837566744265,0.0,14235996.882150298,740271837.8718154,61689319.82265129,La Guajira,331294.377495861,295624921297.6225,892333.0469178152,4792.15725100399,1.0
2025,44,348363.9258438963,348363.9258438963,15233924.499409461,43.72991394704819,0.0,15233924.499409461,792164073.969292,66013672.83077434,La Guajira,348363.9258438963,353743858840.0778,1015443.427396074,5358.645318022194,1.0
2014,47,424610.63240295416,424074.4632352536,19315647.633269206,45.54777358181534,0.0012627313750159797,19340068.94512118,1005683585.1463014,83806965.42885844,Magdalena,424074.4632352536,492266332548.6308,1159335.859685849,5873.811681756964,0.998737268624984
2015,47,426991.98826677795,426806.83111037256,19018674.376473702,44.56037952109408,0.00043363145326680286,19026925.049634174,989400102.580977,82450008.54841475,Magdalena,426806.83111037256,495207454142.1042,1159758.186921077,6006.154066695066,0.9995663685467332
2016,47,388644.680489259,388635.56806707015,16903731.539870635,43.49507077785895,2.3446666444493225e-05,16904127.885318696,879014650.0365722,73251220.83638102,Magdalena,388635.56806707015,389651116083.5607,1002589.6034213944,5319.380504987246,0.9999765533335555
2017,47,372315.9672917897,372244.38195326284,16300728.10197903,43.790393870942744,0.00019227039615732355,16303862.852148507,847800868.3117224,70650072.3593102,Magdalena,372244.38195326284,382617295975.6961,1027668.2430754658,5415.667432437883,0.9998077296038427
2018,47,394800.1331016357,394800.1331016357,17513595.460081074,44.36066250153073,0.0,17513595.460081074,910706963.9242159,75892246.99368466,Magdalena,394800.1331016357,442067108302.4056,1119723.8076629564,5824.931080762333,1.0
2019,47,487171.75375196047,486796.2870650036,21596347.837977685,44.364241083650356,0.0007707070125991811,21613005.13259672,1123876266.8950295,93656355.5745858,Magdalena,486796.2870650036,574255239106.2212,1178753.1495485648,6131.513826084097,0.9992292929874008
2021,47,479966.4981025765,479914.2482385462,20912079.99849928,43.57461791404185,0.00010886148145095031,20914356.76636046,1087546551.850744,90628879.32089533,Magdalena,479914.2482385462,519721173751.7196,1082828.021968831,5734.608853669153,0.999891138518549
2022,47,533606.258465449,533029.7807623545,23719749.7792778,44.49985842320692,0.0010803428444642327,23745402.95544964,1234760953.6833813,102896746.14028178,Magdalena,533029.7807623545,582616407107.6696,1091847.0274002491,5662.146073242915,0.9989196571555358
2023,47,573466.0102476231,573115.3070186762,25342064.113545004,44.21808980355707,0.000611550157602947,25357571.54041698,1318593720.101683,109882810.00847358,Magdalena,573115.3070186762,649483725201.1562,1132558.3619519293,5910.694540402375,0.999388449842397
2024,47,550091.0381352282,549946.1802623019,24614192.840306208,44.75745759078868,0.0002633343626490259,24620676.310410395,1280275168.1413405,106689597.34511171,Magdalena,549946.1802623019,634372012728.26,1153212.775250327,5945.959386051854,0.999736665637351
2025,47,594008.2057770757,593557.3544310832,25933548.26770366,43.69173100813589,0.0007589985148483969,25953246.743437424,1349568830.658746,112464069.22156216,Magdalena,593557.3544310832,728309882428.7539,1226093.97537865,6475.933935788256,0.9992410014851516
2014,50,361230.27541229775,361141.60877248197,17998123.496057693,49.8367484080087,0.00024545738785208826,18002542.353078377,936132202.3600756,78011016.86333963,Meta,361141.60877248197,609021569433.3481,1685964.9118231537,7806.866182762844,0.9997545426121479
2015,50,384428.75113373896,384144.9431567162,19019123.28652916,49.5102789333611,0.0007382589782521931,19033174.69863507,989725084.3290237,82477090.36075197,Meta,384144.9431567162,627553538278.0812,1632431.3320149188,7608.822468556826,0.9992617410217478
2016,50,380521.8682647806,380158.5057710309,18813096.698327836,49.48750695495143,0.000954905680997209,18831078.60226444,979216087.3177509,81601340.60981257,Meta,380158.5057710309,595210566021.9413,1564195.4264972038,7294.12729709942,0.9990450943190028
2017,50,389665.35558862414,389428.52182338195,19098967.8174445,49.04357731174729,0.0006077875845145186,19110582.992520187,993750315.6110498,82812526.30092081,Meta,389428.52182338195,605941311510.545,1555029.983600202,7317.024834005184,0.9993922124154855
2018,50,403109.9890673436,402801.1463875479,19541657.607446056,48.5144041488015,0.0007661499049186338,19556640.926032063,1016945328.1536672,84745444.0128056,Meta,402801.1463875479,668661939010.2906,1658758.0490310895,7890.240552745838,0.9992338500950814
2019,50,416169.0898166178,415986.03777496284,20313175.45459286,48.83138761878767,0.00043985016219150186,20322114.139793325,1056749935.2692529,88062494.60577108,Meta,415986.03777496284,694058877652.2402,1667732.8870293389,7881.435573217975,0.9995601498378085
2021,50,425914.1545508358,425167.8396857374,20292315.85690884,47.727777039551945,0.0017522659369830773,20327935.80639156,1057052661.9323611,88087721.82769676,Meta,425167.8396857374,806660827071.8865,1893951.6765358075,9157.471783068117,0.9982477340630169
2022,50,473222.69503211975,472920.997065862,22213586.72129631,46.97103080454409,0.0006375390897879196,22227757.78576307,1155843404.8596797,96320283.73830664,Meta,472920.997065862,798248112178.051,1686833.9590599523,8287.435223372242,0.9993624609102121
2023,50,484338.8303918037,484038.8415860681,23019239.011228237,47.556594705912936,0.000619377978620772,23033505.457278915,1197742283.7785037,99811856.98154198,Meta,484038.8415860681,831109845044.1084,1715967.8161087886,8326.764676843995,0.9993806220213792
2024,50,508097.8658874078,507775.73838617373,23801904.809624866,46.87483668533024,0.0006339871171697764,23817004.483637065,1238484233.1491275,103207019.42909396,Meta,507775.73838617373,931419081257.9014,1833148.973438711,9024.764850396748,0.9993660128828302
2025,50,524442.8747610816,524192.27809419733,24515231.284079988,46.76763147524772,0.0004778340577102913,24526951.096645758,1275401457.0255795,106283454.75213163,Meta,524192.27809419733,941744105716.3767,1795703.881276685,8860.683988045554,0.9995221659422897
2014,52,619344.9242966219,619331.1872532051,25521118.66252353,41.207546443304764,2.217995639897108e-05,25521684.73237812,1327127606.0836623,110593967.17363852,Nariño,619331.1872532051,629105028242.4652,1015758.7534231069,5688.420845367959,0.999977820043601
