anio,depto,ocupados,ocupados_horas_validas,horas_sem_expandidas_validas,horas_semanales_promedio,share_ocupados_sin_horas_validas,horas_sem_expandidas,horas_anuales,horas_mensuales,departamento,ocupados_remuneracion_valida,rem_total_mensual,rem_por_trabajador,rem_por_hora,share_ocupados_remuneracion_valida
2015,52,686184.166556778,686169.8337376711,28291364.077559482,41.23084794248697,2.088771470609707e-05,28291955.031844664,1471181661.6559227,122598471.80466022,Nariño,686169.8337376711,679511814247.2354,990276.1494147788,5542.579807437744,0.9999791122852939
2016,52,680110.445596126,680094.6268764777,27767709.069441296,40.82918460475443,2.325904527822331e-05,27768354.934866026,1443954456.6130333,120329538.05108611,Nariño,680094.6268764777,663223349271.324,975170.0676939313,5511.725217375565,0.9999767409547218
2017,52,707523.9922173521,707497.3283537072,28209241.039459348,39.871869346984134,3.768616179555817e-05,28210304.177546885,1466935817.232438,122244651.43603651,Nariño,707497.3283537072,735202349434.3782,1039120.0263474927,6014.188275706006,0.9999623138382044
2018,52,727787.2267145301,727701.6500662102,28518188.604951583,39.189396646767044,0.00011758470769851481,28521542.302166294,1483120199.7126472,123593349.97605394,Nariño,727701.6500662102,742354497586.2544,1020015.837509935,6006.427511917791,0.9998824152923015
2019,52,724805.9395477596,724794.324365076,27506742.98818821,37.951101524262455,1.6025231099559e-05,27507183.79716546,1430373557.452604,119197796.45438367,Nariño,724794.324365076,754505132428.7086,1040975.3718346731,6329.8580583866205,0.9999839747689004
2021,52,751107.8141664697,750836.1245441664,29356937.379182994,39.09899433382435,0.0003617185405065948,29367560.170185994,1527113128.8496716,127259427.4041393,Nariño,750836.1245441664,786420737374.7638,1047014.4532412861,6179.6658480736205,0.9996382814594934
2022,52,806822.2048889796,806600.3563985825,30516657.873613358,37.83367764659593,0.00027496577195418315,30525051.217885427,1587302663.3300421,132275221.94417018,Nariño,806600.3563985825,794013074303.8481,984123.9736493197,6002.734772495636,0.9997250342280458
2023,52,824826.6626084788,824457.6221557417,32582800.295463577,39.520285118194494,0.0004474157655985911,32597384.879375894,1695064013.7275465,141255334.47729555,Nariño,824457.6221557417,854843804081.4265,1036392.0600942018,6051.762981162517,0.9995525842344014
2024,52,824688.2288883963,824395.2087859183,30905863.85738943,37.48913570580341,0.00035531015505452235,30916848.927775756,1607676144.2443392,133973012.0203616,Nariño,824395.2087859183,870818804856.2397,1055936.988490818,6499.956907170903,0.9996446898449455
2025,52,849082.5809281862,849033.7703203756,31543315.145885672,37.15201473550702,5.748629038804243e-05,31545128.558306303,1640346685.0319278,136695557.08599398,Nariño,849033.7703203756,935883605024.8087,1102229.1895350565,6846.48151685027,0.999942513709612
2014,54,552809.7225273908,552576.3251467436,25419069.308644667,46.00101045207522,0.00042220201840914573,25429805.823991306,1322349902.847548,110195825.23729567,Norte de Santander,552576.3251467436,726989128673.5492,1315080.214851916,6597.247464756953,0.9995777979815909
2015,54,555526.4268258071,555418.213671363,25752234.030602455,46.36548351624614,0.00019479389137688763,25757251.385831073,1339377072.0632157,111614756.00526798,Norte de Santander,555418.213671363,704957303948.5785,1268989.6824109638,6315.986605886645,0.9998052061086231
2016,54,561297.120377301,561265.6521845062,26585911.541975208,47.36778642787063,5.6063342661838433e-05,26587402.120610785,1382544910.2717607,115212075.85598005,Norte de Santander,561265.6521845062,687450093860.3959,1224752.5756025533,5966.823258351298,0.9999439366573382
2017,54,560793.3416176747,560793.3416176747,27022117.02265051,48.185516869194664,0.0,27022117.02265051,1405150085.1778264,117095840.43148553,Norte de Santander,560793.3416176747,663543729188.0105,1183223.2659431016,5666.672075992823,1.0
2018,54,556433.9476038124,556433.9476038124,26838422.23299149,48.232898708942116,0.0,26838422.23299149,1395597956.1155574,116299829.67629646,Norte de Santander,556433.9476038124,663192988518.1122,1191862.9180948418,5702.44161460952,1.0
2019,54,615448.5593656378,615232.8591562187,29610524.597324632,48.128971261279766,0.0003504764226622825,29620906.02650482,1540287113.3782506,128357259.44818754,Norte de Santander,615232.8591562187,726267641566.3915,1180062.298488404,5658.173481489415,0.9996495235773377
2021,54,520096.62913986715,519585.0150093413,24944770.651039008,48.009026300711426,0.0009836905333763246,24969332.74728724,1298405302.8589365,108200441.90491138,Norte de Santander,519585.0150093413,645064876455.4725,1240278.9026382985,5961.758243301519,0.9990163094666237
2022,54,625856.0177243551,625822.4890581766,29900236.72344907,47.777504398167345,5.3572491481967965e-05,29901838.639444876,1554895609.2511337,129574634.10426114,Norte de Santander,625822.4890581766,853211112264.5768,1363270.6055410262,6584.707864797423,0.999946427508518
2023,54,653259.8370206562,652838.4992299965,30662260.725857466,46.967604946740565,0.0006449773379324508,30682049.95275831,1595466597.543432,132955549.795286,Norte de Santander,652838.4992299965,939068442235.6073,1437511.3683989022,7063.025527565472,0.9993550226620675
2024,54,642195.3250474753,642195.3250474753,29974265.974307746,46.674687287846346,0.0,29974265.974307746,1558661830.664003,129888485.88866691,Norte de Santander,642195.3250474753,956980232400.016,1490170.0387327948,7367.706427960717,1.0
2025,54,673286.7145479275,673239.3458365746,30712781.380850732,45.61940945784548,7.035444236369592e-05,30714942.313489433,1597177000.3014505,133098083.35845421,Norte de Santander,673239.3458365746,1013212193681.9694,1504874.775915164,7612.52279608887,0.9999296455576363
2014,86,15682.09240517457,15646.034379696097,683126.8950715729,43.66134436966779,0.002299312141954668,684701.2369392787,35604464.32084249,2967038.6934035406,Putumayo,15646.034379696097,28749468829.251842,1833267.4037659331,9689.617089648682,0.9977006878580453
2015,86,15313.777674203959,15081.697200779747,671779.1353551436,44.54267490003788,0.015155011282105169,682116.6204335252,35470064.262543306,2955838.6885452755,Putumayo,15081.697200779747,26027736902.001125,1699628.7562568458,8805.533604680826,0.9848449887178948
2016,86,14241.2163141428,14063.071220983564,621398.9850168388,44.18657740207181,0.012509120655819328,629270.6069645187,32722071.56215497,2726839.2968462477,Putumayo,14063.071220983564,23637444016.98214,1659791.094775244,8668.440433699285,0.9874908793441807
2017,86,11371.841043076012,11292.26014796333,491334.51993953384,43.51073332544068,0.006998066083691579,494797.1430445816,25729451.43831824,2144120.953193187,Putumayo,11292.26014796333,22459316444.34185,1974993.8782354582,10474.836510922456,0.9930019339163084
2018,86,10351.984044332308,10351.984044332308,430158.56627568306,41.55324857858471,0.0,430158.56627568306,22368245.44633552,1864020.4538612934,Putumayo,10351.984044332308,19625114370.50977,1895782.9036893158,10528.379304989174,1.0
2019,86,8023.4108641918065,8023.4108641918065,346788.4886413294,43.22207780596578,0.0,346788.4886413294,18033001.40934913,1502750.1174457606,Putumayo,8023.4108641918065,15151414811.430405,1888400.7148444338,10082.457912020274,1.0
2021,86,7514.975248622422,7514.975248622422,341589.62256479706,45.4545239689797,0.0,341589.62256479706,17762660.373369448,1480221.6977807872,Putumayo,7514.975248622422,13914759305.543821,1851604.143086772,9400.45624679427,1.0
2022,86,6710.808889389038,6710.808889389038,303662.5308593114,45.24976584260281,0.0,303662.5308593114,15790451.604684193,1315870.967057016,Putumayo,6710.808889389038,10652269988.693453,1587330.25545349,8095.2238140169375,1.0
2023,86,1075.9589837740025,1075.9589837740025,43103.02271035463,40.06009834981601,0.0,43103.02271035463,2241357.180938441,186779.7650782034,Putumayo,1075.9589837740025,2087165487.1615777,1939818.8208259544,11174.473242793169,1.0
2024,86,7779.771808025781,7779.771808025781,327861.0208505211,42.14275546132247,0.0,327861.0208505211,17048773.084227096,1420731.090352258,Putumayo,7779.771808025781,14761131131.56315,1897373.2772387036,10389.813548673208,1.0
2025,86,17158.82863834249,17158.82863834249,759416.936270745,44.258087325015865,0.0,759416.936270745,39489680.68607874,3290806.7238398953,Putumayo,17158.82863834249,40699595205.57483,2371933.193308371,12367.6650198661,1.0
2014,63,362483.14589318994,361976.797960377,17148357.96503832,47.37419100247256,0.0013968868306007964,17172345.788721107,892961981.0134976,74413498.41779147,Quindío,361976.797960377,469514965840.67645,1295273.9214501982,6309.540282659529,0.9986031131693992
2015,63,291034.9912852692,290665.13899168017,13855230.615506094,47.667328333800214,0.0012708172716816568,13872860.486219611,721388745.2834197,60115728.77361831,Quindío,290665.13899168017,369587397945.38715,1269907.086818718,6147.931755716816,0.9987291827283183
2016,63,333566.9293185536,333347.2991426907,15680609.8799135,47.039858790640295,0.0006584291083997496,15690941.252372254,815928945.1233572,67994078.76027976,Quindío,333347.2991426907,436813260894.18646,1309522.085377455,6424.283832629269,0.9993415708916003
2017,63,351782.0616517921,351160.62662335567,16465970.852718027,46.89013973761624,0.001766534159014399,16495110.028039262,857745721.4580417,71478810.12150347,Quindío,351160.62662335567,483982511717.2247,1375802.1356878905,6770.992842417571,0.9982334658409856
2018,63,346668.8315332204,346263.990820754,15973066.267319955,46.12973537750428,0.0011678024547978616,15991741.46225607,831570556.0373156,69297546.33644296,Quindío,346263.990820754,481712020284.1162,1389545.2272234487,6951.357526360037,0.9988321975452021
2019,63,342213.7150530042,341596.0568517785,15605718.068596676,45.68471373007719,0.0018048902602574302,15633935.606702706,812964651.5485407,67747054.29571173,Quindío,341596.0568517785,466022642085.36176,1361788.3257927906,6878.86206906062,0.9981951097397426
2021,63,190359.10141735146,190306.39993784184,8478128.365854291,44.54988570338901,0.00027685295379742403,8480476.210742844,440984762.9586279,36748730.246552326,Quindío,190306.39993784184,295127567376.60895,1550372.7700918203,8030.959584087864,0.9997231470462026
2022,63,222289.18035856882,222263.727115949,9877372.71246179,44.43987708038852,0.00011450509007571164,9878503.851435112,513682200.27462584,42806850.02288549,Quindío,222263.727115949,348259828713.948,1566697.1651619717,8135.609803752451,0.9998854949099243
2023,63,220049.191387933,220019.30560644242,9621119.408109115,43.728523647460314,0.00013581409366736352,9622426.269211749,500366165.9990109,41697180.499917574,Quindío,220019.30560644242,357895875846.35486,1626435.7691522108,8583.215257133808,0.9998641859063326
2024,63,235888.77959825317,235888.77959825317,10171003.914178923,43.117794460174665,0.0,10171003.914178923,528892203.537304,44074350.29477533,Quindío,235888.77959825317,402352194685.5333,1705686.0244509606,9128.942162381212,1.0
2025,63,256407.09811340953,256381.31009855194,10978336.094658026,42.82034478425123,0.00010057449675671126,10979440.34634553,570930898.0099676,47577574.834163964,Quindío,256381.31009855194,437819282153.5302,1707516.2324869868,9202.219400202508,0.9998994255032433
2014,66,445497.8159564528,445318.869356228,21771561.645200804,48.88982511941321,0.000401677839521275,21780310.31319151,1132576136.2859585,94381344.69049655,Risaralda,445318.869356228,655649393287.0645,1471723.0249028963,6946.811315701493,0.9995983221604787
2015,66,458080.9488013645,457898.11176826595,22214238.325947806,48.5134962451866,0.0003991369507441167,22223108.389666513,1155601636.2626586,96300136.35522155,Risaralda,457898.11176826595,637655068718.1471,1392013.9451043848,6621.538586051777,0.9996008630492559
2016,66,482840.4649298043,482692.4417161084,22985179.750291172,47.618685862518056,0.0003065675403105539,22992228.42120452,1195595877.9026349,99632989.82521957,Risaralda,482692.4417161084,667706958406.4867,1382872.8263352127,6701.665377881429,0.9996934324596894
2017,66,501529.74837260373,501437.6978717317,23764982.91208285,47.393690209071515,0.000183539463353255,23769345.52500477,1236005967.3002481,103000497.27502067,Risaralda,501437.6978717317,711950898532.5184,1419558.6619591417,6912.11127487613,0.9998164605366467
2018,66,492377.38718392875,492377.38718392875,23143749.946308095,47.004087817019695,0.0,23143749.946308095,1203474997.208021,100289583.10066842,Risaralda,492377.38718392875,713800570942.4072,1449702.1786984813,7117.3949364801965,1.0
2019,66,483462.64245330513,483462.64245330513,22807427.001411,47.175158944393175,0.0,22807427.001411,1185986204.073372,98832183.67278099,Risaralda,483462.64245330513,684983158576.6292,1416827.4824725215,6930.7702523755715,1.0
2021,66,339148.47115701414,338926.4301388294,15605973.703337688,46.04531342375761,0.000654701515909073,15616197.651612934,812042277.8838725,67670189.82365604,Risaralda,338926.4301388294,608195698179.5682,1793302.1962466533,8987.645812203058,0.9993452984840909
2022,66,397627.6604324977,397287.53038628894,18365858.644831974,46.22812759055025,0.0008553983539243415,18381582.220005494,955842275.4402857,79653522.95335715,Risaralda,397287.53038628894,663372551797.9297,1668325.9687627933,8328.22613742247,0.9991446016460757
2023,66,416549.8874169062,416522.7348140918,19101308.252702672,45.85898116996719,6.518451603176878e-05,19102553.44340385,993332779.0570003,82777731.58808336,Risaralda,416522.7348140918,715551526373.0695,1717805.1128769263,8644.25145078607,0.9999348154839682
2024,66,422915.4710528113,422799.1098531567,19180417.618355185,45.365321665451894,0.0002751405602753332,19185696.381606895,997656211.8435585,83138017.65362988,Risaralda,422799.1098531567,768374137996.934,1816850.388764765,9242.151300721878,0.9997248594397247
2025,66,449847.63761151687,449805.2731192932,20219581.765110906,44.9518557772631,9.417520218313324e-05,20221486.12765542,1051517278.6380819,87626439.88650683,Risaralda,449805.2731192932,819524172716.7194,1821781.652712492,9352.475962485312,0.9999058247978169
2014,88,19290.593391343842,19275.344040315427,911001.4675442646,47.26252696910912,0.0007905070994476127,911722.1904085064,47409553.90124233,3950796.158436861,San Andrés y Providencia,19275.344040315427,38928262667.620605,2017991.9755650784,9853.27035526496,0.9992094929005524
2015,88,19880.206080298816,19880.206080298816,937140.708511586,47.13938601674193,0.0,937140.708511586,48731316.84260247,4060943.0702168723,San Andrés y Providencia,19880.206080298816,38252582709.613464,1924154.2343729313,9419.63037850974,1.0
2016,88,19284.353207067084,19284.353207067084,921805.9975790088,47.800721532169256,0.0,921805.9975790088,47933911.874108456,3994492.6561757047,San Andrés y Providencia,19284.353207067084,37972066748.64454,1969060.9449493499,9506.105034374676,1.0
2017,88,19222.905994158904,19220.510806715552,925077.688102661,48.12971400216083,0.00012460069482100877,925192.9677892912,48110034.32504314,4009169.5270869285,San Andrés y Providencia,19220.510806715552,36451535053.28145,1896255.1793343658,9092.041333499612,0.999875399305179
2018,88,19125.09596865722,19125.09596865722,917098.2908343647,47.95261118361617,0.0,917098.2908343647,47689111.123386964,3974092.5936155804,San Andrés y Providencia,19125.09596865722,39872819340.78991,2084842.8371880946,10033.188306897024,1.0
2019,88,19801.156412620792,19797.31146313365,953621.7270439754,48.169254134320205,0.00019417802713239674,953806.9353929551,49597960.64043366,4133163.3867028053,San Andrés y Providencia,19797.31146313365,40916870962.96741,2066387.9477709674,9899.650010112106,0.9998058219728676
2021,88,13568.520887737252,13564.553585257885,590265.6841718152,43.515304831949855,0.0002923901958209463,590438.3225485653,30702792.772525396,2558566.0643771165,San Andrés y Providencia,13564.553585257885,29262221620.949333,2156625.756267619,11436.96151855013,0.999707609804179
2022,88,20067.149813572567,20067.149813572567,946632.048438867,47.17321877960991,0.0,946632.048438867,49224866.51882108,4102072.209901757,San Andrés y Providencia,20067.149813572567,42739708162.33228,2129834.508606945,10419.05309691169,1.0
2023,88,18700.296658485626,18700.296658485626,893148.1337395313,47.7611745979574,0.0,893148.1337395313,46443702.95445563,3870308.579537969,San Andrés y Providencia,18700.296658485626,38199010637.076996,2042695.4360503927,9869.758406095136,1.0
2024,88,18590.07950296974,18590.07950296974,884701.0397924157,47.58995461267855,0.0,884701.0397924157,46004454.06920561,3833704.5057671345,San Andrés y Providencia,18590.07950296974,36657950574.45302,1971909.2954173198,9562.017760969207,1.0
2025,88,20327.803399318636,20327.803399318636,943289.3658131465,46.403900474793275,0.0,943289.3658131465,49051047.02228361,4087587.251856968,San Andrés y Providencia,20327.803399318636,45872444971.473366,2256635.607416931,11222.376953698975,1.0
2014,68,967061.9092605794,966240.1666953549,45342667.00915967,46.92691172654979,0.0008497310847997985,45381228.849979915,2359823900.1989555,196651991.68324628,Santander,966240.1666953549,1761089675966.0989,1821072.3213290835,8955.361503801818,0.9991502689152002
2015,68,976332.0739683721,975133.4669172176,45343958.845809124,46.50025907649268,0.001227663295217396,45399694.384218715,2360784107.979373,196732008.9982811,Santander,975133.4669172176,1626648666022.855,1666081.3563270785,8268.347760516528,0.9987723367047826
2016,68,974750.8507883821,974116.418181574,44981878.67994667,46.17710762325136,0.0006508664304267775,45011174.94271095,2340581097.0209694,195048424.75174746,Santander,974116.418181574,1538839483429.4932,1578700.3234568855,7889.5253083334965,0.9993491335695732
2017,68,963392.6110160121,963135.0764190216,45072927.56138265,46.7981373173177,0.0002673205026131331,45084979.70081658,2344418944.442462,195368245.37020516,Santander,963135.0764190216,1521487589081.6082,1579301.7007645704,7787.793692872282,0.9997326794973869
2018,68,958464.6881546152,958348.8238786745,44456709.53881854,46.388860121819995,0.00012088528390519215,44462084.350508265,2312028386.22643,192669032.18553582,Santander,958348.8238786745,1636755102816.385,1707684.30286954,8495.164397982899,0.9998791147160948
2019,68,972663.1902861984,972156.467621323,44230495.84423445,45.49730142973573,0.0005209641630690154,44253550.35805957,2301184618.6190977,191765384.8849248,Santander,972156.467621323,1646046754725.136,1692309.0861912847,8583.64900272748,0.999479035836931
2021,68,807385.3195205884,807220.602561973,36813166.64132902,45.604840268559364,0.00020401282341020455,36820678.5319162,1914675283.6596425,159556273.63830355,Santander,807220.602561973,1366197963749.8767,1692126.3375969008,8562.483521311713,0.9997959871765898
2022,68,946069.9351139069,945828.9056390127,43509056.6889979,46.000980123992605,0.0002547691940608665,43520144.2810818,2263047502.616254,188587291.8846878,Santander,945828.9056390127,1613186547617.5964,1705145.1354104902,8554.057548076906,0.9997452308059391
2023,68,1011343.0213592292,1011281.1410742494,47217876.6823285,46.691147263134525,6.118624806117356e-05,47220765.943827175,2455479829.079013,204623319.08991775,Santander,1011281.1410742494,1829988903569.8708,1809464.113481887,8943.207996571093,0.9999388137519388
2024,68,1009902.5625092613,1009780.1357619052,46058670.8925507,45.61257372903086,0.00012122629637845161,46064255.09159088,2395341264.762726,199611772.0635605,Santander,1009780.1357619052,1816235641604.8506,1798426.6096841346,9098.840328047005,0.9998787737036215
2025,68,1045570.2664773326,1045258.2505325075,47473595.30598665,45.4180536549711,0.00029841700249977343,47487766.462909915,2469363856.071316,205780321.3392763,Santander,1045258.2505325075,2024330233002.6833,1936101.5685946438,9837.336339197896,0.9997015829975002
2014,70,359468.5955626244,359460.29976112756,15797989.655402984,43.94919179086323,2.3077958962836043e-05,15798354.249174027,821514420.9570494,68459535.07975411,Sucre,359460.29976112756,392392468309.5685,1091590.4008121018,5731.743107113398,0.9999769220410372
2015,70,342656.40942775377,342551.99393543176,14802754.129538681,43.21316002127513,0.00030472359322386566,14807266.252917092,769977845.1516888,64164820.4293074,Sucre,342551.99393543176,368178445506.91034,1074482.87957543,5738.011001099041,0.9996952764067761
2016,70,362169.8955904667,362160.0518323109,15392926.935464483,42.50310562301275,2.7179945864097554e-05,15393345.325757105,800453956.9393694,66704496.41161412,Sucre,362160.0518323109,376072385990.149,1038386.6538023992,5637.886592674582,0.9999728200541359
2017,70,373982.54245514073,373982.54245514073,15602148.333133953,41.71892150555512,0.0,15602148.333133953,811311713.3229655,67609309.44358046,Sucre,373982.54245514073,402110854366.5448,1075212.900919775,5947.566358477655,1.0
2018,70,383939.4567426089,383932.9890653754,15729494.698427346,40.969375246233284,1.6845565413814434e-05,15729759.675122896,817947503.1063906,68162291.92553255,Sucre,383932.9890653754,404929229170.2946,1054669.4851468655,5940.663345250783,0.9999831544345862
2019,70,378068.90054633934,378068.90054633934,15397942.819764446,40.72787472736638,0.0,15397942.819764446,800693026.6277512,66724418.88564593,Sucre,378068.90054633934,408313346511.1511,1079997.1801994457,6119.39906454531,1.0
2021,70,370640.523743852,370608.7580552432,14838826.957923029,40.03906177444178,8.570484492076424e-05,14840098.826291544,771685138.9671603,64307094.91393003,Sucre,370608.7580552432,341689750756.4191,921889.8875519596,5313.406727729559,0.9999142951550792
2022,70,381737.3677641551,381727.3572661082,15088898.04709816,39.52794516788968,2.6223521436996577e-05,15089293.741516061,784643274.5588351,65386939.54656959,Sucre,381727.3572661082,330450462495.81396,865648.7166327736,5053.768608644881,0.999973776478563
2023,70,363495.05420266534,363495.05420266534,15048285.337080035,41.39887231777827,0.0,15048285.337080033,782510837.5281618,65209236.46068015,Sucre,363495.05420266534,353140086286.7757,971512.7680661199,5415.491814563908,1.0
2024,70,369316.4532408935,369316.4532408935,15072425.28618481,40.811681022923565,0.0,15072425.286184812,783766114.8816103,65313842.90680086,Sucre,369316.4532408935,372963731961.6209,1009875.7547591535,5710.332073000496,1.0
2025,70,403195.9914862028,403195.9914862028,15623106.516786862,38.748169244439225,0.0,15623106.516786864,812401538.8729169,67700128.23940974,Sucre,403195.9914862028,406214877178.0306,1007487.3901417025,6000.208385743706,1.0
2014,73,510845.0993601897,510339.04543948936,23209978.410717398,45.4795270284084,0.0009906210734607068,23232993.50368172,1208115662.1914494,100676305.18262078,Tolima,510339.04543948936,678814940306.4587,1328807.7758926211,6742.549193428674,0.9990093789265393
2015,73,521432.5450529015,521073.9213450141,23704463.790729564,45.49155660974699,0.0006877662533529838,23720778.141438518,1233480463.3548028,102790038.61290024,Tolima,521073.9213450141,695548800007.4922,1333919.0401644874,6766.694607702971,0.999312233746647
2016,73,507058.8880885709,506852.5686794079,23045358.370903693,45.46757734886856,0.00040689437461749467,23054739.214598384,1198846439.159116,99903869.92992634,Tolima,506852.5686794079,655195837450.8641,1292149.3989006209,6558.262837169627,0.9995931056253825
2017,73,506030.627129417,505796.352596193,22403525.88692794,44.29356948094482,0.0004629651263460266,22413902.74224291,1165522942.5966313,97126911.8830526,Tolima,505796.352596193,626946512868.5188,1238949.7379339011,6454.920687928439,0.999537034873654
2018,73,482353.85534259904,482206.75583715766,21426092.54163407,44.43341426114261,0.00030496181135919453,21432628.67489696,1114496691.094642,92874724.25788683,Tolima,482206.75583715766,620297396010.7832,1285979.9691456964,6678.861239882585,0.9996950381886408
2019,73,458227.23584269657,458156.1643332519,21555976.060864415,47.04940747056087,0.00015510101514149,21559319.933271825,1121084636.530135,93423719.71084458,Tolima,458156.1643332519,608413075222.1893,1327754.0653018923,6512.404741593318,0.9998448989848585
2021,73,403813.9782703235,403575.86793440854,18273586.050669786,45.279184169752476,0.000589653525454592,18284367.492422402,950787109.6059649,79232259.13383041,Tolima,403575.86793440854,603618070318.0271,1494792.4113561756,7618.337239361835,0.9994103464745454
2022,73,480780.9814020793,480417.9877243042,21621470.23064931,45.005538475085466,0.0007550083963731025,21637806.956580628,1125165961.7421927,93763830.14518273,Tolima,480417.9877243042,727037078354.5321,1512200.1628149007,7753.918299079689,0.9992449916036269
2023,73,504770.6328410592,504566.72309501626,22872388.994081985,45.33075200398189,0.0004039651532324884,22881632.37621105,1189844883.5629747,99153740.29691456,Tolima,504566.72309501626,711501259154.3857,1409553.5929849178,7175.737970386237,0.9995960348467675
2024,73,507517.6378363845,507290.9797817952,23076489.06903149,45.489649902621075,0.0004466013349913034,23086799.664582368,1200513582.558283,100042798.54652359,Tolima,507290.9797817952,758860485178.9446,1495239.630319191,7585.358428633386,0.9995533986650087
2025,73,580409.6244525462,580276.3092824697,25732015.461605724,44.344418426153204,0.00022969152209062482,25737927.245290153,1338372216.7550879,111531018.06292398,Tolima,580276.3092824697,915327439338.5013,1577036.976603991,8206.931625264,0.9997703084779094
2014,76,1598280.4001437454,1597599.3887529983,73829571.33746044,46.2128189690207,0.0004260900594700301,73861042.79357687,3840774225.265997,320064518.77216643,Valle del Cauca,1597599.3887529983,2461746899320.7373,1540247.1926073385,7691.4083096886425,0.99957390994053
2015,76,1616361.4142583576,1615593.296521633,73100758.73304835,45.247005474975694,0.0004752141012207556,73135513.76048736,3803046715.545343,316920559.6287786,Valle del Cauca,1615593.296521633,2410763892291.7363,1491475.7745549611,7606.839692305094,0.9995247858987792
2016,76,1593835.6329634972,1592779.4776496135,72089335.4542809,45.26008557107955,0.000662650082631111,72137137.13416362,3751131130.976508,312594260.91470903,Valle del Cauca,1592779.4776496135,2426560795632.697,1522466.1473535213,7762.653058735397,0.9993373499173689
2017,76,1555365.5267627519,1554804.0253693939,69580690.31863718,44.75206468680581,0.00036100928283189226,69605818.66531447,3619502570.596352,301625214.21636266,Valle del Cauca,1554804.0253693939,2484870357489.344,1597611.824830148,8238.271339301527,0.9996389907171681
2018,76,1552833.041336818,1552270.5447085318,70007907.83940053,45.10032615000489,0.00036223896150600066,70033276.6207945,3641730384.2813144,303477532.02344286,Valle del Cauca,1552270.5447085318,2447790206555.342,1576338.30643381,8065.803719420837,0.999637761038494
2019,76,1650313.7784424024,1650012.6914641056,74563361.47568819,45.18956845691041,0.00018244226172603462,74576967.46630542,3878002308.247882,323166859.0206568,Valle del Cauca,1650012.6914641056,2708397734899.016,1641141.0789136437,8380.802855548673,0.999817557738274
2021,76,1414556.5466411312,1412940.2479777262,64754859.189107575,45.829863847242024,0.0011426186300171892,64828933.9367879,3371104564.7129707,280925380.3927476,Valle del Cauca,1412940.2479777262,2401061236165.531,1697395.0188607574,8546.971558101046,0.9988573813699828
2022,76,1889224.5507014592,1888125.0055290859,86119172.77106921,45.61094870248652,0.0005820087252015327,86169324.0695224,4480804851.615165,373400404.30126375,Valle del Cauca,1888125.0055290859,3401529481809.7847,1800489.7726672112,9109.603103336201,0.9994179912747985
2023,76,1927816.0064535756,1926855.1446329586,86786305.61940631,45.040389186047506,0.000498419878972034,86829583.20976092,4515138326.907568,376261527.24229735,Valle del Cauca,1926855.1446329586,3384145888456.5503,1755429.9150581541,8994.132122036744,0.999501580121028
2024,76,1825807.5991241753,1824860.4097525333,81603377.27725965,44.717599681131645,0.0005187783050614181,81645733.31240295,4245578132.244953,353798177.6870794,Valle del Cauca,1824860.4097525333,3276644457732.797,1794627.4620089084,9261.337859775129,0.9994812216949386
2025,76,2011697.4232403866,2011073.4653660574,88516858.1170654,44.01473125744488,0.00031016487227197853,88544321.45521997,4604304715.671438,383692059.6392865,Valle del Cauca,2011073.4653660574,3835468743999.122,1906583.3160043794,9996.216099975829,0.999689835127728
2014,97,2743.4991708854354,2736.7950370008034,125018.6810142701,45.680688295633374,0.002443643488497349,125324.93046454618,6516896.384156401,543074.6986797001,Vaupés,2736.7950370008034,6423109185.605662,2341210.543735164,11827.303317980472,0.9975563565115027
2015,97,2875.3668608322996,2871.6542261772433,130819.24622632624,45.555361447702325,0.001291186424114854,130988.3766399606,6811395.585277951,567616.2987731626,Vaupés,2871.6542261772433,6828574479.990049,2374853.3006370743,12030.264977854278,0.9987088135758851
2016,97,3030.8290770297426,3026.4946402600535,136674.05805917922,45.15919382148168,0.0014301158724321361,136869.79772936858,7117229.481927167,593102.4568272639,Vaupés,3026.4946402600535,7107228467.302014,2344978.3167143175,11983.13779599118,0.9985698841275679
2017,97,2715.9140294155254,2707.5368714824544,124743.79949903773,46.07279805232603,0.0030844709524453506,125129.75860474055,6506747.447446508,542228.9539538757,Vaupés,2707.5368714824544,6384604917.8093605,2350812.5988742546,11774.739934585754,0.9969155290475546
2018,97,2526.9957507645245,2512.7690932363753,115882.27993448732,46.117361219702936,0.005629869984484559,116538.37583866199,6059995.543610424,504999.628634202,Vaupés,2512.7690932363753,6541716209.464627,2588732.5720613017,12953.903010101298,0.9943701300155154
2019,97,3013.44309791005,3012.5005883028334,139603.50087443774,46.34140202876668,0.00031276834391535946,139647.17809106174,7261653.26073521,605137.7717279341,Vaupés,3012.5005883028334,7066517659.056962,2344997.8743444304,11677.535247682441,0.9996872316560846
2021,97,3159.54454893435,3151.6228793277137,135356.3670329694,42.9481483716868,0.002507218836116154,135696.5880745867,7056222.579878509,588018.548323209,Vaupés,3151.6228793277137,8059430388.720499,2550820.3046033266,13706.081911366118,0.9974927811638838
2022,97,4217.33358279864,4215.971026182175,197242.5849656264,46.78461586683196,0.0003230848567500333,197306.33165352457,10259929.245983278,854994.1038319399,Vaupés,4215.971026182175,9261647060.490707,2196090.700120677,10832.41044468209,0.99967691514325
