edit_file,edit_period,year_start,year_end,year,ciiu_var_original,ciiu_revision_original,observaciones,variables_archivo,variables_diccionario,dictionary_name_source,variables_con_label_dane,variables_sin_label_dane,variables_no_coinciden_diccionario,ciiu_missing,ciiu4_homologado_missing,ciiu4_homologacion_ambigua
Estructura_EDIT_IND_II_2003_2004.dta,2003_2004,2003,2004,2004,ACT,3,6172,3416,3416,diccionario_dane_por_orden,3416,0,0,0,0,0
Estructura_EDIT_IND_III_2005_2006.dta,2005_2006,2005,2006,2006,ACT3,3,6080,2344,2344,diccionario_dane_por_orden,2344,0,0,0,0,0
Edit 2007_2008.dta,2007_2008,2007,2008,2008,CIIU3,3,7683,510,510,diccionario_dane_por_orden,510,0,0,0,0,0
Estructura_EDIT_IND_V_2009_2010.dta,2009_2010,2009,2010,2010,CIIU3,3,8643,523,523,diccionario_dane_por_orden,523,0,0,0,0,0
Estructura_EDIT_IND_VI_2011_2012.dta,2011_2012,2011,2012,2012,CIIU3,3,9137,517,517,diccionario_dane_por_orden,517,0,0,0,0,0
Estructura_EDIT_IND_VII_2013_2014.dta,2013_2014,2013,2014,2014,CIIU_4,4,8835,594,594,diccionario_dane_por_orden,594,0,0,0,0,0
Estructura_EDIT_IND_VIII_2015_2016.dta,2015_2016,2015,2016,2016,CIIU4,4,7947,638,638,diccionario_dane_por_orden,638,0,0,0,0,0
Edit 2017_2018.dta,2017_2018,2017,2018,2018,CIIU4,4,7529,677,677,diccionario_dane_por_orden,677,0,0,0,0,0
EDIT_X_2019_2020.dta,2019_2020,2019,2020,2020,CIIU4,4,6797,729,729,diccionario_dane_por_orden,729,0,0,0,0,0
