anio,rama_ptf,concepto,valor
2020,J-K_FinancieroInmobiliario,valor_agregado,213213.0
2020,L-Q_ServiciosSocialesComunales,valor_agregado,188112.0
2020,TOT_Economia,valor_agregado,909303.0
2020,A-B_AgriculturaPesca,remuneracion_asalariados,16648.0
2020,C_Mineria,remuneracion_asalariados,9368.0
2020,D_Manufactura,remuneracion_asalariados,40023.0
2020,E_ElectricidadGasAgua,remuneracion_asalariados,5717.0
2020,F_Construccion,remuneracion_asalariados,17043.0
2020,G-H_ComercioHotelesRest,remuneracion_asalariados,54660.0
2020,I_TransporteComunicaciones,remuneracion_asalariados,25822.0
2020,J-K_FinancieroInmobiliario,remuneracion_asalariados,64958.0
2020,L-Q_ServiciosSocialesComunales,remuneracion_asalariados,138249.0
2020,TOT_Economia,remuneracion_asalariados,372488.0
2020,A-B_AgriculturaPesca,ingreso_mixto,47239.0
2020,C_Mineria,ingreso_mixto,7217.0
2020,D_Manufactura,ingreso_mixto,14092.0
2020,E_ElectricidadGasAgua,ingreso_mixto,652.0
2020,F_Construccion,ingreso_mixto,16175.0
2020,G-H_ComercioHotelesRest,ingreso_mixto,44992.0
2020,I_TransporteComunicaciones,ingreso_mixto,14185.0
2020,J-K_FinancieroInmobiliario,ingreso_mixto,39030.0
2020,L-Q_ServiciosSocialesComunales,ingreso_mixto,10319.0
2020,TOT_Economia,ingreso_mixto,193901.0
2020,A-B_AgriculturaPesca,excedente_explotacion_bruto,10465.0
2020,C_Mineria,excedente_explotacion_bruto,23410.0
2020,D_Manufactura,excedente_explotacion_bruto,50152.0
2020,E_ElectricidadGasAgua,excedente_explotacion_bruto,31513.0
2020,F_Construccion,excedente_explotacion_bruto,13408.0
2020,G-H_ComercioHotelesRest,excedente_explotacion_bruto,22983.0
2020,I_TransporteComunicaciones,excedente_explotacion_bruto,30105.0
2020,J-K_FinancieroInmobiliario,excedente_explotacion_bruto,101499.0
2020,L-Q_ServiciosSocialesComunales,excedente_explotacion_bruto,35938.0
2020,TOT_Economia,excedente_explotacion_bruto,319473.0
2021,A-B_AgriculturaPesca,produccion,145790.0
2021,C_Mineria,produccion,110593.0
2021,D_Manufactura,produccion,478549.0
2021,E_ElectricidadGasAgua,produccion,97132.0
2021,F_Construccion,produccion,146372.0
2021,G-H_ComercioHotelesRest,produccion,324432.0
2021,I_TransporteComunicaciones,produccion,165469.0
2021,J-K_FinancieroInmobiliario,produccion,315041.0
2021,L-Q_ServiciosSocialesComunales,produccion,356682.0
2021,TOT_Economia,produccion,2140060.0
2021,A-B_AgriculturaPesca,valor_agregado,92690.0
2021,C_Mineria,valor_agregado,64235.0
2021,D_Manufactura,valor_agregado,133565.0
2021,E_ElectricidadGasAgua,valor_agregado,44820.0
2021,F_Construccion,valor_agregado,50235.0
2021,G-H_ComercioHotelesRest,valor_agregado,165143.0
2021,I_TransporteComunicaciones,valor_agregado,83838.0
2021,J-K_FinancieroInmobiliario,valor_agregado,230674.0
2021,L-Q_ServiciosSocialesComunales,valor_agregado,214374.0
2021,TOT_Economia,valor_agregado,1079574.0
2021,A-B_AgriculturaPesca,remuneracion_asalariados,16678.0
2021,C_Mineria,remuneracion_asalariados,9696.0
2021,D_Manufactura,remuneracion_asalariados,41788.0
2021,E_ElectricidadGasAgua,remuneracion_asalariados,6084.0
2021,F_Construccion,remuneracion_asalariados,17640.0
2021,G-H_ComercioHotelesRest,remuneracion_asalariados,66186.0
2021,I_TransporteComunicaciones,remuneracion_asalariados,28948.0
2021,J-K_FinancieroInmobiliario,remuneracion_asalariados,70678.0
2021,L-Q_ServiciosSocialesComunales,remuneracion_asalariados,148190.0
2021,TOT_Economia,remuneracion_asalariados,405888.0
2021,A-B_AgriculturaPesca,ingreso_mixto,60304.0
2021,C_Mineria,ingreso_mixto,8682.0
2021,D_Manufactura,ingreso_mixto,16759.0
2021,E_ElectricidadGasAgua,ingreso_mixto,1066.0
2021,F_Construccion,ingreso_mixto,18445.0
2021,G-H_ComercioHotelesRest,ingreso_mixto,62857.0
2021,I_TransporteComunicaciones,ingreso_mixto,18361.0
2021,J-K_FinancieroInmobiliario,ingreso_mixto,39710.0
2021,L-Q_ServiciosSocialesComunales,ingreso_mixto,11009.0
2021,TOT_Economia,ingreso_mixto,237193.0
2021,A-B_AgriculturaPesca,excedente_explotacion_bruto,14697.0
2021,C_Mineria,excedente_explotacion_bruto,44669.0
2021,D_Manufactura,excedente_explotacion_bruto,70855.0
2021,E_ElectricidadGasAgua,excedente_explotacion_bruto,36623.0
2021,F_Construccion,excedente_explotacion_bruto,13053.0
2021,G-H_ComercioHotelesRest,excedente_explotacion_bruto,29184.0
2021,I_TransporteComunicaciones,excedente_explotacion_bruto,34567.0
2021,J-K_FinancieroInmobiliario,excedente_explotacion_bruto,110714.0
2021,L-Q_ServiciosSocialesComunales,excedente_explotacion_bruto,50868.0
2021,TOT_Economia,excedente_explotacion_bruto,405230.0
2022,A-B_AgriculturaPesca,produccion,199185.0
2022,C_Mineria,produccion,183283.0
2022,D_Manufactura,produccion,602977.0
2022,E_ElectricidadGasAgua,produccion,117968.0
2022,F_Construccion,produccion,172207.0
2022,G-H_ComercioHotelesRest,produccion,425908.0
2022,I_TransporteComunicaciones,produccion,210621.0
2022,J-K_FinancieroInmobiliario,produccion,351436.0
2022,L-Q_ServiciosSocialesComunales,produccion,411180.0
2022,TOT_Economia,produccion,2674765.0
2022,A-B_AgriculturaPesca,valor_agregado,129919.0
2022,C_Mineria,valor_agregado,107532.0
2022,D_Manufactura,valor_agregado,163991.0
2022,E_ElectricidadGasAgua,valor_agregado,54995.0
2022,F_Construccion,valor_agregado,57772.0
2022,G-H_ComercioHotelesRest,valor_agregado,206049.0
2022,I_TransporteComunicaciones,valor_agregado,103062.0
2022,J-K_FinancieroInmobiliario,valor_agregado,255421.0
2022,L-Q_ServiciosSocialesComunales,valor_agregado,243219.0
2022,TOT_Economia,valor_agregado,1321960.0
2022,A-B_AgriculturaPesca,remuneracion_asalariados,18002.0
2022,C_Mineria,remuneracion_asalariados,10450.0
2022,D_Manufactura,remuneracion_asalariados,46730.0
2022,E_ElectricidadGasAgua,remuneracion_asalariados,6854.0
2022,F_Construccion,remuneracion_asalariados,19841.0
2022,G-H_ComercioHotelesRest,remuneracion_asalariados,75520.0
2022,I_TransporteComunicaciones,remuneracion_asalariados,34508.0
2022,J-K_FinancieroInmobiliario,remuneracion_asalariados,83705.0
2022,L-Q_ServiciosSocialesComunales,remuneracion_asalariados,164083.0
2022,TOT_Economia,remuneracion_asalariados,459693.0
2022,A-B_AgriculturaPesca,ingreso_mixto,91057.0
2022,C_Mineria,ingreso_mixto,9893.0
2022,D_Manufactura,ingreso_mixto,21975.0
2022,E_ElectricidadGasAgua,ingreso_mixto,1591.0
2022,F_Construccion,ingreso_mixto,23172.0
2022,G-H_ComercioHotelesRest,ingreso_mixto,86370.0
2022,I_TransporteComunicaciones,ingreso_mixto,23115.0
2022,J-K_FinancieroInmobiliario,ingreso_mixto,43758.0
2022,L-Q_ServiciosSocialesComunales,ingreso_mixto,13734.0
2022,TOT_Economia,ingreso_mixto,314665.0
2022,A-B_AgriculturaPesca,excedente_explotacion_bruto,19374.0
2022,C_Mineria,excedente_explotacion_bruto,85442.0
2022,D_Manufactura,excedente_explotacion_bruto,89954.0
2022,E_ElectricidadGasAgua,excedente_explotacion_bruto,45330.0
2022,F_Construccion,excedente_explotacion_bruto,13449.0
2022,G-H_ComercioHotelesRest,excedente_explotacion_bruto,34761.0
2022,I_TransporteComunicaciones,excedente_explotacion_bruto,42973.0
2022,J-K_FinancieroInmobiliario,excedente_explotacion_bruto,117192.0
2022,L-Q_ServiciosSocialesComunales,excedente_explotacion_bruto,60481.0
2022,TOT_Economia,excedente_explotacion_bruto,508956.0
2023,A-B_AgriculturaPesca,produccion,211233.0
2023,C_Mineria,produccion,153080.0
2023,D_Manufactura,produccion,615360.0
2023,E_ElectricidadGasAgua,produccion,142637.0
2023,F_Construccion,produccion,185790.0
2023,G-H_ComercioHotelesRest,produccion,440124.0
2023,I_TransporteComunicaciones,produccion,229455.0
2023,J-K_FinancieroInmobiliario,produccion,384207.0
2023,L-Q_ServiciosSocialesComunales,produccion,478034.0
2023,TOT_Economia,produccion,2839920.0
2023,A-B_AgriculturaPesca,valor_agregado,139608.0
2023,C_Mineria,valor_agregado,89946.0
2023,D_Manufactura,valor_agregado,172768.0
2023,E_ElectricidadGasAgua,valor_agregado,65997.0
2023,F_Construccion,valor_agregado,64229.0
2023,G-H_ComercioHotelesRest,valor_agregado,222432.0
2023,I_TransporteComunicaciones,valor_agregado,113145.0
2023,J-K_FinancieroInmobiliario,valor_agregado,280792.0
2023,L-Q_ServiciosSocialesComunales,valor_agregado,283641.0
2023,TOT_Economia,valor_agregado,1432558.0
2023,A-B_AgriculturaPesca,remuneracion_asalariados,19824.0
2023,C_Mineria,remuneracion_asalariados,12573.0
2023,D_Manufactura,remuneracion_asalariados,53452.0
2023,E_ElectricidadGasAgua,remuneracion_asalariados,8112.0
2023,F_Construccion,remuneracion_asalariados,21108.0
2023,G-H_ComercioHotelesRest,remuneracion_asalariados,85908.0
2023,I_TransporteComunicaciones,remuneracion_asalariados,40753.0
2023,J-K_FinancieroInmobiliario,remuneracion_asalariados,94207.0
2023,L-Q_ServiciosSocialesComunales,remuneracion_asalariados,187893.0
2023,TOT_Economia,remuneracion_asalariados,523830.0
2023,A-B_AgriculturaPesca,ingreso_mixto,96424.0
2023,C_Mineria,ingreso_mixto,11649.0
2023,D_Manufactura,ingreso_mixto,22464.0
2023,E_ElectricidadGasAgua,ingreso_mixto,1493.0
