anio,rama_ptf,sexo,grupo_edad,grupo_educ,horas_pond,ingreso_pond,n
2011,I_TransporteComunicaciones,Hombre,30-49,1_Bajo,10766848.348495675,24354088900.769547,3740
2011,I_TransporteComunicaciones,Hombre,30-49,2_Medio,21124711.554282915,60322129588.78637,7976
2011,I_TransporteComunicaciones,Hombre,30-49,3_Alto,5815668.003652988,43786471493.88937,2282
2011,I_TransporteComunicaciones,Hombre,50+,1_Bajo,7487984.349704105,18166139669.098747,2910
2011,I_TransporteComunicaciones,Hombre,50+,2_Medio,6000221.15217762,20056752373.92012,2366
2011,I_TransporteComunicaciones,Hombre,50+,3_Alto,1438448.8706897954,11247401944.9691,517
2011,I_TransporteComunicaciones,Mujer,15-29,1_Bajo,300196.0591474279,239217432.2585007,88
2011,I_TransporteComunicaciones,Mujer,15-29,2_Medio,2708497.2427092846,4558264518.70462,1241
2011,I_TransporteComunicaciones,Mujer,15-29,3_Alto,2792611.1070441524,11155743305.271257,1267
2011,I_TransporteComunicaciones,Mujer,30-49,1_Bajo,900592.8192590219,1041093059.6707332,380
2011,I_TransporteComunicaciones,Mujer,30-49,2_Medio,2747330.512947768,6032686211.477575,1306
2011,I_TransporteComunicaciones,Mujer,30-49,3_Alto,2625006.781940035,20208852707.1232,1068
2011,I_TransporteComunicaciones,Mujer,50+,1_Bajo,526759.2328904357,788970216.211045,225
2011,I_TransporteComunicaciones,Mujer,50+,2_Medio,501905.02723684796,1312733705.533649,243
2011,I_TransporteComunicaciones,Mujer,50+,3_Alto,346637.902863538,3419409548.893857,139
2011,J-K_FinancieroInmobiliario,Hombre,15-29,1_Bajo,574959.061758438,1373657395.5513663,195
2011,J-K_FinancieroInmobiliario,Hombre,15-29,2_Medio,4257548.842789769,12452827989.305517,1477
2011,J-K_FinancieroInmobiliario,Hombre,15-29,3_Alto,4339215.5736247115,25675403645.01032,1672
2011,J-K_FinancieroInmobiliario,Hombre,30-49,1_Bajo,2339132.8307692753,6197531156.664347,711
2011,J-K_FinancieroInmobiliario,Hombre,30-49,2_Medio,6507982.532325091,22478264149.347275,2332
2011,J-K_FinancieroInmobiliario,Hombre,30-49,3_Alto,6280335.284619631,82353161679.70341,2672
2011,J-K_FinancieroInmobiliario,Hombre,50+,1_Bajo,2116349.0536626186,4846191919.320301,857
2011,J-K_FinancieroInmobiliario,Hombre,50+,2_Medio,1911013.911833338,7653667458.230705,912
2011,J-K_FinancieroInmobiliario,Hombre,50+,3_Alto,2911662.4008260956,53520748855.177124,1294
2011,J-K_FinancieroInmobiliario,Mujer,15-29,1_Bajo,448814.17570065707,759112337.2706385,239
2011,J-K_FinancieroInmobiliario,Mujer,15-29,2_Medio,2356144.4964666595,6037422664.133226,1199
2011,J-K_FinancieroInmobiliario,Mujer,15-29,3_Alto,5492032.154192874,29668633967.89045,2327
2011,J-K_FinancieroInmobiliario,Mujer,30-49,1_Bajo,3284084.2655608044,6924933760.491447,1824
2011,J-K_FinancieroInmobiliario,Mujer,30-49,2_Medio,4450377.104302346,12398507322.635057,2456
2011,J-K_FinancieroInmobiliario,Mujer,30-49,3_Alto,6149838.74091317,61177022928.92271,2775
2011,J-K_FinancieroInmobiliario,Mujer,50+,1_Bajo,1740083.8905448886,3914352407.385912,1139
2011,J-K_FinancieroInmobiliario,Mujer,50+,2_Medio,1000324.4505830903,3263108239.1815705,626
2011,J-K_FinancieroInmobiliario,Mujer,50+,3_Alto,1194119.4214503164,15563577279.606306,530
2011,L-Q_ServiciosSocialesComunales,Hombre,15-29,1_Bajo,545289.6768423466,1418539196.7301044,169
2011,L-Q_ServiciosSocialesComunales,Hombre,15-29,2_Medio,7055325.392050654,21442690415.22367,2857
2011,L-Q_ServiciosSocialesComunales,Hombre,15-29,3_Alto,7102986.926144019,44444561997.54967,3608
2011,L-Q_ServiciosSocialesComunales,Hombre,30-49,1_Bajo,2559263.913690399,6750447001.800147,721
2011,L-Q_ServiciosSocialesComunales,Hombre,30-49,2_Medio,9702196.963273033,38834136035.80086,3734
2011,L-Q_ServiciosSocialesComunales,Hombre,30-49,3_Alto,13045769.655164938,132331856596.45972,6891
2011,L-Q_ServiciosSocialesComunales,Hombre,50+,1_Bajo,3170923.976396737,7851041187.005257,1100
2011,L-Q_ServiciosSocialesComunales,Hombre,50+,2_Medio,2738113.0422200803,11744236007.12263,1319
2011,L-Q_ServiciosSocialesComunales,Hombre,50+,3_Alto,4742267.13356383,74974381660.87613,3106
2011,L-Q_ServiciosSocialesComunales,Mujer,15-29,1_Bajo,2446785.405230662,4440865498.796883,1214
2011,L-Q_ServiciosSocialesComunales,Mujer,15-29,2_Medio,11892879.621367807,27092286019.027977,6456
2011,L-Q_ServiciosSocialesComunales,Mujer,15-29,3_Alto,12229613.025971571,62828600425.31362,7361
2011,L-Q_ServiciosSocialesComunales,Mujer,30-49,1_Bajo,12011061.610851632,25814510098.897728,5868
2011,L-Q_ServiciosSocialesComunales,Mujer,30-49,2_Medio,19501987.28493214,53068545268.39017,10052
2011,L-Q_ServiciosSocialesComunales,Mujer,30-49,3_Alto,21946300.355154704,178223556655.88422,12761
2011,L-Q_ServiciosSocialesComunales,Mujer,50+,1_Bajo,8226464.758043957,16479625404.275064,4223
2011,L-Q_ServiciosSocialesComunales,Mujer,50+,2_Medio,5295582.995609859,16356423488.593485,2827
2011,L-Q_ServiciosSocialesComunales,Mujer,50+,3_Alto,5927969.464099463,65525679559.52489,4140
2012,A-B_AgriculturaPesca,Hombre,15-29,1_Bajo,15720760.250172704,31376640966.00612,2926
2012,A-B_AgriculturaPesca,Hombre,15-29,2_Medio,13316759.477917839,26769877831.589664,2596
2012,A-B_AgriculturaPesca,Hombre,15-29,3_Alto,805303.7302305207,2650281313.9906445,215
2012,A-B_AgriculturaPesca,Hombre,30-49,1_Bajo,38944857.64392318,90041559312.17795,6966
2012,A-B_AgriculturaPesca,Hombre,30-49,2_Medio,10811870.567457441,32084855683.734512,2057
2012,A-B_AgriculturaPesca,Hombre,30-49,3_Alto,1162739.7904400656,10695221063.168493,345
2012,A-B_AgriculturaPesca,Hombre,50+,1_Bajo,33367796.321035486,77981200556.63379,6793
2012,A-B_AgriculturaPesca,Hombre,50+,2_Medio,3517284.427697533,13079710203.203938,796
2012,A-B_AgriculturaPesca,Hombre,50+,3_Alto,619703.0883621116,7539877725.733445,267
2012,A-B_AgriculturaPesca,Mujer,15-29,1_Bajo,1204073.0572879743,2007571406.1891277,285
2012,A-B_AgriculturaPesca,Mujer,15-29,2_Medio,1481991.552767889,2911613767.019159,334
2012,A-B_AgriculturaPesca,Mujer,15-29,3_Alto,371540.0680254681,1324782628.278226,121
2012,A-B_AgriculturaPesca,Mujer,30-49,1_Bajo,3641610.2217368274,7276340545.766587,893
2012,A-B_AgriculturaPesca,Mujer,30-49,2_Medio,1630067.6831371344,4150560635.8574586,399
2012,A-B_AgriculturaPesca,Mujer,30-49,3_Alto,452500.6836233725,3202494180.2716136,161
2012,A-B_AgriculturaPesca,Mujer,50+,1_Bajo,2440780.8877476593,6259628725.211025,917
2012,A-B_AgriculturaPesca,Mujer,50+,2_Medio,269718.2954495119,1637080881.8998141,107
2012,A-B_AgriculturaPesca,Mujer,50+,3_Alto,93878.99388295383,880278507.0903418,56
2012,C_Mineria,Hombre,15-29,1_Bajo,973648.1278480553,1992937117.3021047,183
2012,C_Mineria,Hombre,15-29,2_Medio,1516710.0854143163,5515303346.808163,342
2012,C_Mineria,Hombre,15-29,3_Alto,450101.1014783269,4471285805.158728,186
2012,C_Mineria,Hombre,30-49,1_Bajo,1896606.7792002277,5334511061.736557,366
2012,C_Mineria,Hombre,30-49,2_Medio,1576946.7021555672,8718266713.068647,395
2012,C_Mineria,Hombre,30-49,3_Alto,857811.5877329316,14453479590.081799,342
2012,C_Mineria,Hombre,50+,1_Bajo,1038124.8477636555,2861979920.7332425,223
2012,C_Mineria,Hombre,50+,2_Medio,253577.53697334597,2038923267.6550844,112
2012,C_Mineria,Hombre,50+,3_Alto,155020.23591702952,4963501905.929062,63
2012,C_Mineria,Mujer,15-29,1_Bajo,109042.26987400054,163825035.83085448,27
2012,C_Mineria,Mujer,15-29,2_Medio,156666.18055201278,371471913.5682059,41
2012,C_Mineria,Mujer,15-29,3_Alto,206379.26798091817,2027346004.290553,75
2012,C_Mineria,Mujer,30-49,1_Bajo,406389.3062741784,689974737.9430311,113
2012,C_Mineria,Mujer,30-49,2_Medio,124955.05781624999,345083096.51795495,44
2012,C_Mineria,Mujer,30-49,3_Alto,225748.81325318496,3647958479.9956646,72
2012,C_Mineria,Mujer,50+,1_Bajo,412047.5448210558,438795927.7449121,90
2012,C_Mineria,Mujer,50+,2_Medio,48161.90480798534,41124886.34820378,13
2012,C_Mineria,Mujer,50+,3_Alto,13819.335479180665,756335121.9492153,3
2012,D_Manufactura,Hombre,15-29,1_Bajo,2225131.3150517642,5695607727.804983,685
2012,D_Manufactura,Hombre,15-29,2_Medio,13385386.948093072,38895821374.68251,4423
2012,D_Manufactura,Hombre,15-29,3_Alto,5077654.692251768,22339258141.872147,1747
2012,D_Manufactura,Hombre,30-49,1_Bajo,7141220.823193655,21219959734.291916,2097
2012,D_Manufactura,Hombre,30-49,2_Medio,16601085.730752407,64211984647.18362,5330
2012,D_Manufactura,Hombre,30-49,3_Alto,6575292.062434411,55425730138.72541,2080
2012,D_Manufactura,Hombre,50+,1_Bajo,5101496.1106447065,16199628874.831795,1948
2012,D_Manufactura,Hombre,50+,2_Medio,4885461.906045686,21912699418.71066,1690
2012,D_Manufactura,Hombre,50+,3_Alto,1621069.8693353727,23245864174.02279,510
2012,D_Manufactura,Mujer,15-29,1_Bajo,846687.016115025,1296599672.5473251,386
2012,D_Manufactura,Mujer,15-29,2_Medio,6953091.95915847,15975945667.300049,2516
2012,D_Manufactura,Mujer,15-29,3_Alto,4578778.430678402,18421063091.643547,1797
2012,D_Manufactura,Mujer,30-49,1_Bajo,5279787.735216565,9499600557.13688,2046
2012,D_Manufactura,Mujer,30-49,2_Medio,11594549.32759249,31748226643.572315,4584
2012,D_Manufactura,Mujer,30-49,3_Alto,4718199.183848301,32126971259.98147,1932
2012,D_Manufactura,Mujer,50+,1_Bajo,4932889.447391712,8048269593.189054,2583
2012,D_Manufactura,Mujer,50+,2_Medio,3284602.255031776,9945843965.129793,1818
2012,D_Manufactura,Mujer,50+,3_Alto,842524.3030824151,4863621735.306727,415
2012,E_ElectricidadGasAgua,Hombre,15-29,1_Bajo,88577.21866765262,234947121.09622094,37
2012,E_ElectricidadGasAgua,Hombre,15-29,2_Medio,773121.6833254705,2294675009.39672,274
2012,E_ElectricidadGasAgua,Hombre,15-29,3_Alto,377702.0474975627,2080778675.5651593,246
2012,E_ElectricidadGasAgua,Hombre,30-49,1_Bajo,488661.5062893991,1406791844.570487,179
2012,E_ElectricidadGasAgua,Hombre,30-49,2_Medio,1208446.9667167298,4827018601.220981,547
2012,E_ElectricidadGasAgua,Hombre,30-49,3_Alto,836454.943666767,7882119524.290332,473
2012,E_ElectricidadGasAgua,Hombre,50+,1_Bajo,331476.5017294027,982963231.5209439,120
2012,E_ElectricidadGasAgua,Hombre,50+,2_Medio,380599.56685848837,1924840920.6376493,171
2012,E_ElectricidadGasAgua,Hombre,50+,3_Alto,236673.94756643596,3255988308.68297,113
2012,E_ElectricidadGasAgua,Mujer,15-29,1_Bajo,1805.7326183127552,6702575.24917284,2
2012,E_ElectricidadGasAgua,Mujer,15-29,2_Medio,58769.429564151826,190157350.69552717,40
2012,E_ElectricidadGasAgua,Mujer,15-29,3_Alto,315831.03734610166,1946542635.9217277,175
2012,E_ElectricidadGasAgua,Mujer,30-49,1_Bajo,75707.12291921585,201512013.87877762,28
2012,E_ElectricidadGasAgua,Mujer,30-49,2_Medio,213532.25883535607,631532057.0773895,110
2012,E_ElectricidadGasAgua,Mujer,30-49,3_Alto,514386.0160496,4471709404.563231,284
2012,E_ElectricidadGasAgua,Mujer,50+,1_Bajo,75196.74259820594,197367493.3618077,18
2012,E_ElectricidadGasAgua,Mujer,50+,2_Medio,36105.67828088003,127952513.61560193,26
2012,E_ElectricidadGasAgua,Mujer,50+,3_Alto,40049.81414792095,568002092.6953453,28
2012,F_Construccion,Hombre,15-29,1_Bajo,3588648.2656630743,9486136405.526947,1373
2012,F_Construccion,Hombre,15-29,2_Medio,11405111.480556916,31462436283.902798,4452
2012,F_Construccion,Hombre,15-29,3_Alto,1537996.0654473046,7265406009.60506,758
2012,F_Construccion,Hombre,30-49,1_Bajo,10676199.607811065,32615386991.738903,3977
2012,F_Construccion,Hombre,30-49,2_Medio,11746711.850039547,41367955025.715034,4690
2012,F_Construccion,Hombre,30-49,3_Alto,2177322.2588793943,18080863159.053383,1021
2012,F_Construccion,Hombre,50+,1_Bajo,7024231.389626316,20408758693.302433,2947
2012,F_Construccion,Hombre,50+,2_Medio,3400258.540725053,12019403478.061111,1465
2012,F_Construccion,Hombre,50+,3_Alto,765062.4204603687,8768649514.102186,323
2012,F_Construccion,Mujer,15-29,1_Bajo,42497.427172332595,117533539.46259625,13
2012,F_Construccion,Mujer,15-29,2_Medio,251366.90314590666,713143169.0721817,92
2012,F_Construccion,Mujer,15-29,3_Alto,563025.8602530485,2928867903.8918114,291
2012,F_Construccion,Mujer,30-49,1_Bajo,147567.45276161729,396425911.0833682,48
2012,F_Construccion,Mujer,30-49,2_Medio,335754.9701147414,1016235785.6087979,116
2012,F_Construccion,Mujer,30-49,3_Alto,601883.2165356212,4924441712.542854,273
2012,F_Construccion,Mujer,50+,1_Bajo,66245.624713352,202564657.44978526,16
2012,F_Construccion,Mujer,50+,2_Medio,19875.968250745977,100591487.94256996,16
2012,F_Construccion,Mujer,50+,3_Alto,146292.730322735,1643777283.6154313,44
2012,G-H_ComercioHotelesRest,Hombre,15-29,1_Bajo,4795615.172591195,10327260460.783607,1665
2012,G-H_ComercioHotelesRest,Hombre,15-29,2_Medio,23370621.020104427,62624909174.04661,9533
2012,G-H_ComercioHotelesRest,Hombre,15-29,3_Alto,8258044.294382109,32785851838.39324,3932
2012,G-H_ComercioHotelesRest,Hombre,30-49,1_Bajo,16859511.727522776,44643929732.17983,5580
2012,G-H_ComercioHotelesRest,Hombre,30-49,2_Medio,27597612.13382157,101222317725.83401,10893
2012,G-H_ComercioHotelesRest,Hombre,30-49,3_Alto,9845488.345163504,68850205813.01897,3997
2012,G-H_ComercioHotelesRest,Hombre,50+,1_Bajo,16083566.778155746,35971016021.50578,6365
2012,G-H_ComercioHotelesRest,Hombre,50+,2_Medio,9843293.707359288,38873659363.66194,4121
2012,G-H_ComercioHotelesRest,Hombre,50+,3_Alto,2638869.57737016,24843663831.372875,1086
2012,G-H_ComercioHotelesRest,Mujer,15-29,1_Bajo,1749343.3350643145,3122694636.7069035,863
2012,G-H_ComercioHotelesRest,Mujer,15-29,2_Medio,16166725.987947032,36675082160.00283,7588
2012,G-H_ComercioHotelesRest,Mujer,15-29,3_Alto,8900579.17723797,34550350777.28091,5125
2012,G-H_ComercioHotelesRest,Mujer,30-49,1_Bajo,13424849.369183328,26376377288.368046,5635
2012,G-H_ComercioHotelesRest,Mujer,30-49,2_Medio,24340191.874718927,64175406653.9122,12492
2012,G-H_ComercioHotelesRest,Mujer,30-49,3_Alto,9698397.150849214,50182414345.71995,5124
2012,G-H_ComercioHotelesRest,Mujer,50+,1_Bajo,12383220.059745109,21574643944.546078,6084
2012,G-H_ComercioHotelesRest,Mujer,50+,2_Medio,7340408.93754933,20824850960.037155,4161
2012,G-H_ComercioHotelesRest,Mujer,50+,3_Alto,1755357.6174278748,11134598325.682318,1012
2012,I_TransporteComunicaciones,Hombre,15-29,1_Bajo,3309956.9231762453,6375171522.186488,1145
2012,I_TransporteComunicaciones,Hombre,15-29,2_Medio,13284504.740904873,31210050223.000156,5297
2012,I_TransporteComunicaciones,Hombre,15-29,3_Alto,4497652.087064163,19325504478.034683,2158
2012,I_TransporteComunicaciones,Hombre,30-49,1_Bajo,11121709.780263223,27950664736.535114,3527
2012,I_TransporteComunicaciones,Hombre,30-49,2_Medio,22017390.053662185,68770163141.97366,7510
2012,I_TransporteComunicaciones,Hombre,30-49,3_Alto,6168655.027203768,41122741615.39822,2286
2012,I_TransporteComunicaciones,Hombre,50+,1_Bajo,6848694.427797407,17532638684.08602,2790
2012,I_TransporteComunicaciones,Hombre,50+,2_Medio,6952737.564725211,21701362725.681286,2437
2012,I_TransporteComunicaciones,Hombre,50+,3_Alto,1458993.6370244897,10979665286.507477,501
2012,I_TransporteComunicaciones,Mujer,15-29,1_Bajo,179593.70649213548,195813064.7602139,57
2012,I_TransporteComunicaciones,Mujer,15-29,2_Medio,2286527.2005410376,4013431700.919596,1029
2012,I_TransporteComunicaciones,Mujer,15-29,3_Alto,2769231.14626872,11185799600.166704,1213
2012,I_TransporteComunicaciones,Mujer,30-49,1_Bajo,773240.3864427375,964434904.329172,324
2012,I_TransporteComunicaciones,Mujer,30-49,2_Medio,3003265.311141182,6536420441.905079,1286
2012,I_TransporteComunicaciones,Mujer,30-49,3_Alto,2536747.1432018904,18457366351.301548,1061
2012,I_TransporteComunicaciones,Mujer,50+,1_Bajo,530564.6495362482,727972550.1037331,226
2012,I_TransporteComunicaciones,Mujer,50+,2_Medio,499482.64816691127,1489699248.3378835,279
2012,I_TransporteComunicaciones,Mujer,50+,3_Alto,318525.5034281114,3350443454.362688,132
2012,J-K_FinancieroInmobiliario,Hombre,15-29,1_Bajo,461679.9695181857,1298827491.634444,153
2012,J-K_FinancieroInmobiliario,Hombre,15-29,2_Medio,4748345.155020653,14514056743.361036,1579
2012,J-K_FinancieroInmobiliario,Hombre,15-29,3_Alto,4964198.875766084,29998861905.69811,1776
2012,J-K_FinancieroInmobiliario,Hombre,30-49,1_Bajo,2264324.6273935935,6738841974.776018,639
2012,J-K_FinancieroInmobiliario,Hombre,30-49,2_Medio,7513790.640281528,28632613075.22578,2375
2012,J-K_FinancieroInmobiliario,Hombre,30-49,3_Alto,6886057.8887718255,88707836396.00864,2728
2012,J-K_FinancieroInmobiliario,Hombre,50+,1_Bajo,2190645.3207890126,5607599656.484153,830
2012,J-K_FinancieroInmobiliario,Hombre,50+,2_Medio,2346445.392141993,9799993515.596853,984
2012,J-K_FinancieroInmobiliario,Hombre,50+,3_Alto,2813575.731537317,43953912722.73113,1278
2012,J-K_FinancieroInmobiliario,Mujer,15-29,1_Bajo,413683.73541868984,902387826.4768122,214
2012,J-K_FinancieroInmobiliario,Mujer,15-29,2_Medio,2086580.8257082643,5289279458.000652,1118
2012,J-K_FinancieroInmobiliario,Mujer,15-29,3_Alto,6056400.871082961,30960199090.24762,2494
2012,J-K_FinancieroInmobiliario,Mujer,30-49,1_Bajo,3174588.76917098,7316053916.66829,1651
2012,J-K_FinancieroInmobiliario,Mujer,30-49,2_Medio,4329966.122021377,13056546444.395285,2292
2012,J-K_FinancieroInmobiliario,Mujer,30-49,3_Alto,6482806.7098039575,60981382521.370384,2858
2012,J-K_FinancieroInmobiliario,Mujer,50+,1_Bajo,1788559.1954875742,4310961363.0274315,1139
2012,J-K_FinancieroInmobiliario,Mujer,50+,2_Medio,1152438.7395619897,4184435084.898551,681
2012,J-K_FinancieroInmobiliario,Mujer,50+,3_Alto,1178890.7322963285,14455856704.21296,569
2012,L-Q_ServiciosSocialesComunales,Hombre,15-29,1_Bajo,423095.10952530644,1049040007.0455046,153
2012,L-Q_ServiciosSocialesComunales,Hombre,15-29,2_Medio,6712799.040847057,21787325055.11169,2735
2012,L-Q_ServiciosSocialesComunales,Hombre,15-29,3_Alto,6485151.063843719,43135752626.86741,3538
2012,L-Q_ServiciosSocialesComunales,Hombre,30-49,1_Bajo,2510632.653133782,7073532436.650041,662
2012,L-Q_ServiciosSocialesComunales,Hombre,30-49,2_Medio,9605579.383189399,40993420323.02584,3561
2012,L-Q_ServiciosSocialesComunales,Hombre,30-49,3_Alto,14369526.17912046,152915336146.77927,6895
2012,L-Q_ServiciosSocialesComunales,Hombre,50+,1_Bajo,3249916.3039488583,8210143462.632479,1140
2012,L-Q_ServiciosSocialesComunales,Hombre,50+,2_Medio,2992598.0678692395,13684297467.005344,1416
2012,L-Q_ServiciosSocialesComunales,Hombre,50+,3_Alto,5290025.811749907,88286287265.03946,3113
2012,L-Q_ServiciosSocialesComunales,Mujer,15-29,1_Bajo,2168120.5802022987,4251378693.0751657,1037
2012,L-Q_ServiciosSocialesComunales,Mujer,15-29,2_Medio,11207085.255827324,26989568226.41765,5896
2012,L-Q_ServiciosSocialesComunales,Mujer,15-29,3_Alto,12649290.651416423,67501535338.884155,7357
2012,L-Q_ServiciosSocialesComunales,Mujer,30-49,1_Bajo,12084186.231498804,26867463317.12807,5365
2012,L-Q_ServiciosSocialesComunales,Mujer,30-49,2_Medio,19448392.393551946,54499450987.878975,9305
2012,L-Q_ServiciosSocialesComunales,Mujer,30-49,3_Alto,22679080.555271167,189081537264.41055,12740
2012,L-Q_ServiciosSocialesComunales,Mujer,50+,1_Bajo,8459675.97017074,19385931208.772644,4194
2012,L-Q_ServiciosSocialesComunales,Mujer,50+,2_Medio,5757909.584321213,18714919502.85286,3040
2012,L-Q_ServiciosSocialesComunales,Mujer,50+,3_Alto,5851839.644597253,70465478632.51468,4196
2013,A-B_AgriculturaPesca,Hombre,15-29,1_Bajo,14297306.111051911,28691919039.70833,2436
2013,A-B_AgriculturaPesca,Hombre,15-29,2_Medio,13198108.127803871,27882981630.378784,2322
2013,A-B_AgriculturaPesca,Hombre,15-29,3_Alto,846401.0664757958,3535381384.176697,208
2013,A-B_AgriculturaPesca,Hombre,30-49,1_Bajo,37751638.97890921,88542872835.45744,6439
2013,A-B_AgriculturaPesca,Hombre,30-49,2_Medio,11036846.638438784,32130609289.58008,1948
2013,A-B_AgriculturaPesca,Hombre,30-49,3_Alto,1432454.3932311665,10897476943.614607,337
2013,A-B_AgriculturaPesca,Hombre,50+,1_Bajo,33241386.32733026,74221912947.33693,6638
2013,A-B_AgriculturaPesca,Hombre,50+,2_Medio,3920469.951527028,13032824931.851263,810
2013,A-B_AgriculturaPesca,Hombre,50+,3_Alto,586113.3216397158,6684458678.80294,223
2013,A-B_AgriculturaPesca,Mujer,15-29,1_Bajo,1154842.1672033798,1785554022.0541325,269
2013,A-B_AgriculturaPesca,Mujer,15-29,2_Medio,1278072.353371229,2728945655.2466917,333
2013,A-B_AgriculturaPesca,Mujer,15-29,3_Alto,367714.77990314306,1156540419.450098,104
2013,A-B_AgriculturaPesca,Mujer,30-49,1_Bajo,3367488.8209005063,6444857496.676179,845
2013,A-B_AgriculturaPesca,Mujer,30-49,2_Medio,1372905.568142578,3848183039.1648808,342
2013,A-B_AgriculturaPesca,Mujer,30-49,3_Alto,454348.33379534195,2556888813.886653,133
2013,A-B_AgriculturaPesca,Mujer,50+,1_Bajo,2317548.3302742154,4848959558.179286,820
2013,A-B_AgriculturaPesca,Mujer,50+,2_Medio,416730.6463097187,1741998543.4278493,119
2013,A-B_AgriculturaPesca,Mujer,50+,3_Alto,93096.51138933134,1094762209.022869,48
2013,C_Mineria,Hombre,15-29,1_Bajo,982138.390290577,2470568725.527403,155
2013,C_Mineria,Hombre,15-29,2_Medio,1369742.5509234618,5236984965.291414,288
2013,C_Mineria,Hombre,15-29,3_Alto,470908.9869935466,4386215008.070379,165
2013,C_Mineria,Hombre,30-49,1_Bajo,1843065.0297582736,6179916026.418088,289
2013,C_Mineria,Hombre,30-49,2_Medio,1481999.127876057,7570778863.16382,336
2013,C_Mineria,Hombre,30-49,3_Alto,1021679.1119628585,19233062748.14927,359
2013,C_Mineria,Hombre,50+,1_Bajo,846111.1560627313,2547718148.3299074,168
2013,C_Mineria,Hombre,50+,2_Medio,305608.12773474585,2301040500.070731,103
2013,C_Mineria,Hombre,50+,3_Alto,150856.14569814122,2492156094.394144,85
2013,C_Mineria,Mujer,15-29,1_Bajo,61593.02068448007,141247406.14823452,17
2013,C_Mineria,Mujer,15-29,2_Medio,147884.16263029256,454341233.4006116,36
2013,C_Mineria,Mujer,15-29,3_Alto,184836.03774513162,1898055356.175503,67
2013,C_Mineria,Mujer,30-49,1_Bajo,333019.41879247787,611836907.4158199,82
2013,C_Mineria,Mujer,30-49,2_Medio,57550.71757461361,166919780.8945811,28
2013,C_Mineria,Mujer,30-49,3_Alto,197151.3066057034,3869132028.9449415,52
2013,C_Mineria,Mujer,50+,1_Bajo,244434.27013829083,253805107.5265073,65
2013,C_Mineria,Mujer,50+,2_Medio,20008.47413652925,85592941.14373577,6
2013,C_Mineria,Mujer,50+,3_Alto,34614.586507586435,1519082813.8714051,8
2013,D_Manufactura,Hombre,15-29,1_Bajo,1929094.4369856492,5009348993.781431,569
2013,D_Manufactura,Hombre,15-29,2_Medio,11913087.482651161,36721240387.49227,3896
2013,D_Manufactura,Hombre,15-29,3_Alto,5406442.824105812,25526945284.258724,1709
2013,D_Manufactura,Hombre,30-49,1_Bajo,6567981.793306906,20497014771.37255,1874
2013,D_Manufactura,Hombre,30-49,2_Medio,15450243.528280415,62699594096.029434,4768
2013,D_Manufactura,Hombre,30-49,3_Alto,6994358.048363505,58119389378.0025,2127
2013,D_Manufactura,Hombre,50+,1_Bajo,4996919.596261382,14663449010.202595,1873
2013,D_Manufactura,Hombre,50+,2_Medio,4715533.502404611,21639401483.251366,1681
2013,D_Manufactura,Hombre,50+,3_Alto,2095285.2253506011,29754397520.253593,587
2013,D_Manufactura,Mujer,15-29,1_Bajo,766969.7154762293,1202600678.300596,349
2013,D_Manufactura,Mujer,15-29,2_Medio,6038606.683021704,14557904522.117363,2131
2013,D_Manufactura,Mujer,15-29,3_Alto,4541966.84998926,21277412505.88694,1654
2013,D_Manufactura,Mujer,30-49,1_Bajo,4159332.454300496,8520694923.590418,1654
2013,D_Manufactura,Mujer,30-49,2_Medio,11403516.858911023,32732788325.36634,4037
2013,D_Manufactura,Mujer,30-49,3_Alto,5275959.497371077,43968197683.67267,1962
2013,D_Manufactura,Mujer,50+,1_Bajo,4027306.791113856,7048247518.885717,2219
2013,D_Manufactura,Mujer,50+,2_Medio,3407394.5199568886,9904707598.191355,1730
2013,D_Manufactura,Mujer,50+,3_Alto,906010.7963427736,7162483142.089982,434
2013,E_ElectricidadGasAgua,Hombre,15-29,1_Bajo,123067.04689842768,303231105.2427049,46
2013,E_ElectricidadGasAgua,Hombre,15-29,2_Medio,605409.6798862375,2022786937.062523,247
2013,E_ElectricidadGasAgua,Hombre,15-29,3_Alto,556060.2248007251,2986458849.8207636,284
2013,E_ElectricidadGasAgua,Hombre,30-49,1_Bajo,505150.7678241094,1655094585.6289833,159
2013,E_ElectricidadGasAgua,Hombre,30-49,2_Medio,1420241.1415205747,5240871540.78747,537
2013,E_ElectricidadGasAgua,Hombre,30-49,3_Alto,805979.3851113913,7691268451.826154,489
2013,E_ElectricidadGasAgua,Hombre,50+,1_Bajo,349643.99439759064,1150754429.5060215,133
2013,E_ElectricidadGasAgua,Hombre,50+,2_Medio,403883.8186907012,1891963796.0310588,192
2013,E_ElectricidadGasAgua,Hombre,50+,3_Alto,227541.15047291046,2638402287.6328955,122
2013,E_ElectricidadGasAgua,Mujer,15-29,1_Bajo,9856.308115588181,29663133.636400312,3
2013,E_ElectricidadGasAgua,Mujer,15-29,2_Medio,85965.69703251217,263846548.07090554,31
2013,E_ElectricidadGasAgua,Mujer,15-29,3_Alto,311261.0224442524,2072982237.7790978,182
2013,E_ElectricidadGasAgua,Mujer,30-49,1_Bajo,93496.66433168841,253922502.9396671,32
2013,E_ElectricidadGasAgua,Mujer,30-49,2_Medio,211117.7748319486,659831579.8910841,99
2013,E_ElectricidadGasAgua,Mujer,30-49,3_Alto,530947.1125497503,5762013361.46175,292
